timestamp,dms_cyclone_id,cyclone_health_score,cyclone_wear_rate_pct,feed_grade_pct,feed_size_mm,media_density_sg,cyclone_pressure_kpa,media_consumption_kg_t,media_recovery_pct,sink_grade_pct,float_grade_pct,sink_yield_pct,dms_recovery,separation_efficiency,ore_density_sg,density_differential,separation_sharpness_dms,media_efficiency,cyclone_health_efficiency_product,wear_impact_on_separation,pressure_utilization,media_consumption_efficiency,size_suitability_for_dms,coarse_fraction_ratio,size_density_interaction,sink_float_separation,yield_recovery_product,dms_upgrade_factor
2020-01-02 16:00:00,dms_cyclone_02,90.8,2.5,45.43,23.9,2.93,117.0,0.66,98.37,50.0,4.758,66.3,0.73,0.738,4.13,1.1999999999999997,2.3999999999999995,0.9837,67.01039999999999,0.71955,0.975,1.08955223880597,1,0.956,28.679999999999993,10.486577181208053,0.4839899999999999,1.1003521126760565
2020-01-02 20:00:00,dms_cyclone_01,75.1,20.0,42.33,9.5,3.02,93.0,0.6,98.23,50.0,6.773,63.9,0.754,0.6,4.16,1.1400000000000001,2.2800000000000002,0.9823000000000001,45.059999999999995,0.48,0.775,1.2360655737704918,0,0.38,10.830000000000002,7.371369600471768,0.481806,1.1809163911195089
2020-01-03 00:00:00,dms_cyclone_03,52.5,62.7,49.02,21.9,2.89,89.0,1.29,99.45,50.0,7.843,69.2,0.706,0.6,4.06,1.1699999999999995,2.339999999999999,0.9945,31.5,0.2238,0.7416666666666667,0.543076923076923,1,0.8759999999999999,25.622999999999987,6.366993505666624,0.48855200000000004,1.0197838058331634
2020-01-03 04:00:00,dms_cyclone_02,76.2,21.9,49.76,11.9,3.19,111.0,0.64,99.21,50.0,7.603,69.8,0.701,0.618,3.9,0.71,1.42,0.9921,47.0916,0.482658,0.925,1.0784615384615384,1,0.47600000000000003,8.449,6.567713122290819,0.48929799999999996,1.004621257785815
2020-01-03 08:00:00,dms_cyclone_01,88.9,10.3,49.75,15.1,2.87,93.0,0.97,99.35,50.0,6.48,69.8,0.701,0.674,3.87,1.0,2.0,0.9934999999999999,59.918600000000005,0.6045780000000001,0.775,0.7153061224489795,1,0.604,15.1,7.704160246533128,0.48929799999999996,1.004823151125402
2020-01-03 12:00:00,dms_cyclone_03,71.3,32.1,47.49,20.8,2.98,116.0,1.44,98.66,50.0,5.733,68.0,0.716,0.698,3.85,0.8700000000000001,1.7400000000000002,0.9865999999999999,49.767399999999995,0.473942,0.9666666666666667,0.49379310344827587,1,0.8320000000000001,18.096000000000004,8.706251088281387,0.48688000000000003,1.0526315789473684
2020-01-03 16:00:00,dms_cyclone_01,85.1,29.5,37.09,9.3,3.12,84.0,1.44,99.15,50.0,4.31,59.7,0.804,0.71,4.15,1.0300000000000002,2.0600000000000005,0.9915,60.42099999999999,0.50055,0.7,0.5544827586206897,0,0.37200000000000005,9.579000000000002,11.574074074074076,0.479988,1.3477088948787062
2020-01-03 20:00:00,dms_cyclone_03,50.0,48.3,43.9,10.0,3.09,89.0,2.1,99.24,50.0,6.212,65.1,0.742,0.646,4.13,1.04,2.08,0.9924,32.300000000000004,0.333982,0.7416666666666667,0.35165876777251187,1,0.4,10.4,8.036001285760205,0.4830419999999999,1.1386927806877705
2020-01-04 00:00:00,dms_cyclone_01,77.0,20.0,45.02,13.8,2.97,86.0,0.97,98.31,50.0,4.48,66.0,0.733,0.751,3.99,1.02,2.04,0.9831,57.827,0.6008,0.7166666666666667,0.7479591836734694,1,0.552,14.076,11.135857461024498,0.48378,1.1103708638685321
2020-01-04 04:00:00,dms_cyclone_02,84.3,4.5,41.75,22.7,2.82,115.0,1.24,99.36,50.0,2.949,63.4,0.759,0.823,3.88,1.06,2.12,0.9936,69.37889999999999,0.7859649999999999,0.9583333333333334,0.6072,1,0.9079999999999999,24.062,16.897600540723218,0.481206,1.1973180076628354
2020-01-04 08:00:00,dms_cyclone_02,72.0,24.1,38.43,21.0,2.84,117.0,1.19,98.75,50.0,4.689,60.7,0.79,0.695,3.93,1.0900000000000003,2.1800000000000006,0.9875,50.04,0.527505,0.975,0.6583333333333334,1,0.84,22.890000000000008,10.640561821664184,0.47953,1.3007284079084287
2020-01-04 12:00:00,dms_cyclone_01,81.0,30.1,47.88,10.2,3.17,97.0,0.76,98.98,50.0,7.661,68.3,0.713,0.6,4.05,0.8799999999999999,1.7599999999999998,0.9898,48.6,0.41940000000000005,0.8083333333333333,0.9259740259740259,1,0.408,8.975999999999999,6.518055012384305,0.48697899999999994,1.044059302568386
2020-01-04 16:00:00,dms_cyclone_02,64.2,32.1,37.2,13.5,3.04,86.0,1.77,98.32,50.0,5.338,59.8,0.803,0.641,4.04,1.0,2.0,0.9832,41.1522,0.43523900000000004,0.7166666666666667,0.451123595505618,1,0.54,13.5,9.349289454001497,0.480194,1.3437248051599031
2020-01-04 20:00:00,dms_cyclone_01,94.2,9.4,36.78,24.2,3.08,114.0,2.02,98.89,50.0,2.219,59.4,0.808,0.849,4.01,0.9299999999999997,1.8599999999999994,0.9889,79.9758,0.7691939999999999,0.95,0.39802955665024636,1,0.968,22.505999999999993,22.431583669807093,0.479952,1.359064963305246
2020-01-05 00:00:00,dms_cyclone_01,90.6,0.0,45.34,17.3,3.16,92.0,0.66,99.18,50.0,7.254,66.3,0.731,0.6,3.95,0.79,1.58,0.9918,54.35999999999999,0.6,0.7666666666666667,1.0910447761194029,1,0.6920000000000001,13.667000000000002,6.883259911894274,0.48465299999999994,1.1025358324145533
2020-01-05 04:00:00,dms_cyclone_03,85.8,11.8,43.46,14.2,3.15,120.0,1.5,98.63,50.0,5.087,64.8,0.745,0.707,3.93,0.7800000000000002,1.5600000000000005,0.9863,60.660599999999995,0.623574,1.0,0.49337748344370863,1,0.568,11.076000000000002,9.809691975671965,0.48276,1.1502185415228894
2020-01-05 08:00:00,dms_cyclone_01,81.3,16.3,40.2,8.5,2.95,100.0,1.33,98.25,50.0,6.432,62.2,0.773,0.6,4.02,1.0699999999999994,2.139999999999999,0.9825,48.779999999999994,0.5022,0.8333333333333334,0.576865671641791,0,0.34,9.094999999999995,7.76156473144986,0.480806,1.2434717731907485
2020-01-05 12:00:00,dms_cyclone_01,65.5,35.0,38.42,23.5,3.05,111.0,2.09,98.74,50.0,3.049,60.7,0.79,0.802,3.83,0.7800000000000002,1.5600000000000005,0.9873999999999999,52.531000000000006,0.5213,0.925,0.3761904761904763,1,0.94,18.330000000000005,16.345210853220006,0.47953,1.3010668748373666
2020-01-05 16:00:00,dms_cyclone_02,61.1,60.7,36.04,10.9,3.18,94.0,0.78,98.76,50.0,4.852,58.8,0.816,0.663,4.04,0.8599999999999999,1.7199999999999998,0.9876,40.5093,0.260559,0.7833333333333333,1.0329113924050632,1,0.436,9.373999999999999,10.283833813245577,0.47980799999999996,1.3869625520110958
2020-01-05 20:00:00,dms_cyclone_02,67.4,24.6,36.2,14.2,3.01,114.0,1.99,99.47,49.96,5.792,59.0,0.814,0.6,3.84,0.8300000000000001,1.6600000000000001,0.9947,40.440000000000005,0.4524,0.95,0.407,1,0.568,11.786,8.610823853843502,0.48025999999999996,1.3797293565313449
2020-01-06 00:00:00,dms_cyclone_01,79.7,18.9,47.66,13.6,2.81,93.0,2.06,98.93,50.0,5.372,68.1,0.715,0.718,3.88,1.0699999999999998,2.1399999999999997,0.9893000000000001,57.2246,0.5822979999999999,0.775,0.3454106280193237,1,0.544,14.551999999999998,9.29022668153103,0.48691499999999993,1.0488777008600798
2020-01-06 04:00:00,dms_cyclone_02,70.9,28.9,43.49,8.8,2.98,90.0,1.85,98.25,50.0,6.624,64.8,0.745,0.619,3.98,1.0,2.0,0.9825,43.887100000000004,0.440109,0.75,0.40053763440860213,0,0.35200000000000004,8.8,7.536930961712391,0.48276,1.1494252873563218
2020-01-06 08:00:00,dms_cyclone_01,86.8,12.2,49.77,22.7,3.09,96.0,1.31,98.45,50.0,5.026,69.8,0.701,0.748,4.01,0.9199999999999999,1.8399999999999999,0.9845,64.9264,0.6567439999999999,0.8,0.531060606060606,1,0.9079999999999999,20.883999999999997,9.928514694201748,0.48929799999999996,1.004419445560466
2020-01-06 12:00:00,dms_cyclone_02,81.5,22.7,45.08,18.7,3.02,92.0,1.45,98.14,50.0,6.447,66.1,0.733,0.642,3.83,0.81,1.62,0.9814,52.323,0.496266,0.7666666666666667,0.5020547945205479,1,0.748,15.147,7.7435341489855976,0.4845129999999999,1.1088933244621868
2020-01-06 16:00:00,dms_cyclone_01,95.7,24.2,36.16,21.3,2.87,93.0,0.68,98.89,50.0,4.407,58.9,0.815,0.695,4.04,1.17,2.34,0.9889,66.5115,0.52681,0.775,1.181159420289855,1,0.852,24.921,11.319900384876613,0.48003499999999993,1.3823610727121927
2020-01-06 20:00:00,dms_cyclone_03,91.5,15.2,40.42,23.0,3.15,110.0,1.25,99.48,50.0,2.965,62.3,0.771,0.817,3.88,0.73,1.46,0.9948,74.7555,0.692816,0.9166666666666666,0.611904761904762,1,0.92,16.79,16.80672268907563,0.480333,1.2367054167697256
2020-01-07 00:00:00,dms_cyclone_02,76.3,35.5,37.01,9.9,3.07,116.0,1.48,99.41,50.0,5.922,59.6,0.805,0.6,3.84,0.77,1.54,0.9941,45.779999999999994,0.38699999999999996,0.9666666666666667,0.540268456375839,0,0.396,7.623,8.428860418071478,0.47978,1.3506212857914641
2020-01-07 04:00:00,dms_cyclone_01,58.0,36.8,37.49,12.7,3.05,84.0,1.47,98.6,50.0,5.998,60.0,0.8,0.6,4.2,1.1500000000000004,2.3000000000000007,0.986,34.8,0.37920000000000004,0.7,0.5405405405405406,1,0.508,14.605000000000004,8.322237017310252,0.48,1.3333333333333333
2020-01-07 08:00:00,dms_cyclone_02,89.8,18.9,42.88,24.3,3.19,97.0,2.06,99.5,50.0,5.497,64.3,0.75,0.68,3.88,0.69,1.38,0.995,61.064,0.5514800000000001,0.8083333333333333,0.3623188405797102,1,0.972,16.767,9.079353550027239,0.48225,1.165772907437631
2020-01-07 12:00:00,dms_cyclone_02,77.4,7.0,48.41,11.3,3.0,105.0,1.36,99.49,50.0,4.466,68.7,0.71,0.769,4.13,1.13,2.26,0.9948999999999999,59.52060000000001,0.71517,0.875,0.5182481751824817,1,0.452,12.769,11.170688114387847,0.48777000000000004,1.0326311441553078
2020-01-07 16:00:00,dms_cyclone_02,86.6,23.1,36.2,10.4,2.93,95.0,2.0,98.58,50.0,5.281,59.0,0.814,0.635,4.06,1.1299999999999994,2.259999999999999,0.9858,54.991,0.48831500000000005,0.7916666666666666,0.40497512437810945,1,0.41600000000000004,11.751999999999995,9.450009450009452,0.48025999999999996,1.3808340237503451
2020-01-07 20:00:00,dms_cyclone_02,72.2,25.1,43.96,15.9,2.96,120.0,1.44,98.97,50.0,6.432,65.2,0.741,0.634,3.96,1.0,2.0,0.9897,45.7748,0.474866,1.0,0.5110344827586207,1,0.636,15.9,7.76156473144986,0.483132,1.137138958380714
2020-01-08 00:00:00,dms_cyclone_03,83.8,19.1,42.55,15.6,3.18,112.0,1.46,99.5,50.0,4.253,64.0,0.753,0.75,4.1,0.9199999999999995,1.839999999999999,0.995,62.849999999999994,0.60675,0.9333333333333333,0.5122448979591837,1,0.624,14.351999999999991,11.728829462819611,0.48192,1.174812030075188
2020-01-08 04:00:00,dms_cyclone_01,56.3,49.5,38.03,10.1,3.19,118.0,0.77,98.13,50.0,6.084,60.4,0.794,0.6,4.16,0.9700000000000002,1.9400000000000004,0.9813,33.779999999999994,0.303,0.9833333333333333,1.0179487179487179,1,0.40399999999999997,9.797000000000002,8.204791598293404,0.479576,1.3144058885383807
2020-01-08 08:00:00,dms_cyclone_03,89.7,20.3,42.44,20.9,3.09,99.0,1.31,99.22,50.0,6.79,64.0,0.753,0.6,3.92,0.8300000000000001,1.6600000000000001,0.9922,53.82,0.4782,0.825,0.5704545454545454,1,0.836,17.347,7.352941176470589,0.48192,1.1778563015312133
2020-01-08 12:00:00,dms_cyclone_02,58.5,39.7,43.33,19.8,2.86,116.0,1.22,98.67,50.0,5.639,64.7,0.746,0.675,4.15,1.2900000000000005,2.580000000000001,0.9867,39.487500000000004,0.407025,0.9666666666666667,0.6065040650406505,1,0.792,25.54200000000001,8.85112409275978,0.48266200000000004,1.1536686663590219
2020-01-08 16:00:00,dms_cyclone_02,97.6,32.4,40.88,14.2,2.81,114.0,0.73,98.75,50.0,4.304,62.7,0.767,0.737,4.16,1.35,2.7,0.9875,71.93119999999999,0.498212,0.95,1.0364864864864864,1,0.568,19.17,11.590171534538712,0.48090900000000003,1.2227928588897041
2020-01-08 20:00:00,dms_cyclone_02,93.5,15.6,37.86,18.5,3.05,100.0,0.54,98.17,50.0,4.311,60.3,0.796,0.715,4.12,1.0700000000000003,2.1400000000000006,0.9817,66.85249999999999,0.60346,0.8333333333333334,1.4472727272727273,1,0.74,19.795000000000005,11.571395510298542,0.479988,1.320306311064167
2020-01-09 00:00:00,dms_cyclone_03,58.3,37.2,38.06,17.7,2.92,84.0,0.96,98.17,50.0,4.928,60.4,0.794,0.676,4.11,1.1900000000000004,2.380000000000001,0.9817,39.4108,0.424528,0.7,0.8185567010309279,1,0.708,21.063000000000006,10.12555690562981,0.479576,1.3133701076963489
2020-01-09 04:00:00,dms_cyclone_01,85.0,26.0,36.7,22.1,3.18,85.0,1.71,98.6,50.0,5.123,59.4,0.809,0.651,3.99,0.81,1.62,0.986,55.335,0.48174,0.7083333333333334,0.4703488372093024,1,0.884,17.901000000000003,9.74089226573154,0.48054600000000003,1.362026695723236
2020-01-09 08:00:00,dms_cyclone_02,51.9,46.0,45.69,20.1,3.08,109.0,2.02,98.46,50.0,6.253,66.6,0.728,0.658,3.89,0.81,1.62,0.9845999999999999,34.1502,0.35532,0.9083333333333333,0.35862068965517246,1,0.804,16.281000000000002,7.983394539358136,0.48484799999999995,1.0940919037199126
2020-01-09 12:00:00,dms_cyclone_03,57.9,37.7,36.77,17.2,2.94,91.0,2.18,98.56,50.0,5.659,59.4,0.808,0.615,4.06,1.1199999999999997,2.2399999999999993,0.9856,35.6085,0.38314499999999996,0.7583333333333333,0.3689497716894978,1,0.688,19.263999999999992,8.819897689186806,0.479952,1.3594344752582925
2020-01-09 16:00:00,dms_cyclone_03,99.3,0.0,36.08,15.8,3.11,112.0,0.72,98.31,50.0,5.01,58.9,0.816,0.653,4.14,1.0299999999999998,2.0599999999999996,0.9831,64.8429,0.653,0.9333333333333333,1.117808219178082,1,0.632,16.273999999999997,9.9601593625498,0.48062399999999994,1.3854253255749516
2020-01-09 20:00:00,dms_cyclone_02,63.6,42.7,45.55,17.7,2.86,83.0,2.04,98.33,50.0,5.717,66.4,0.729,0.686,3.97,1.1100000000000003,2.2200000000000006,0.9833,43.6296,0.393078,0.6916666666666667,0.355609756097561,1,0.708,19.647000000000006,8.730574471800246,0.484056,1.0974539069359088
2020-01-10 00:00:00,dms_cyclone_03,75.2,29.0,44.55,24.0,2.86,116.0,0.68,98.72,50.0,3.765,65.6,0.737,0.789,4.15,1.2900000000000005,2.580000000000001,0.9872,59.332800000000006,0.5601900000000001,0.9666666666666667,1.0681159420289854,1,0.96,30.96000000000001,13.245033112582782,0.48347199999999996,1.1220825852782765
2020-01-10 04:00:00,dms_cyclone_01,95.2,3.2,48.2,18.6,2.88,84.0,1.77,98.01,50.0,5.996,68.6,0.711,0.689,4.04,1.1600000000000001,2.3200000000000003,0.9801000000000001,65.5928,0.666952,0.7,0.399438202247191,1,0.7440000000000001,21.576000000000004,8.325008325008325,0.48774599999999996,1.0371292263015972
2020-01-10 08:00:00,dms_cyclone_02,53.0,60.9,43.32,9.4,3.08,117.0,2.1,98.82,50.0,5.966,64.7,0.746,0.656,3.97,0.8900000000000001,1.7800000000000002,0.9882,34.768,0.25649600000000006,0.975,0.3535545023696683,0,0.376,8.366000000000001,8.366800535475234,0.48266200000000004,1.1539349180706209
2020-01-10 12:00:00,dms_cyclone_03,85.8,0.0,36.96,19.3,2.93,115.0,1.57,98.59,50.0,2.598,59.6,0.806,0.824,3.89,0.96,1.92,0.9859,70.69919999999999,0.824,0.9583333333333334,0.5101265822784811,1,0.772,18.528,19.171779141104295,0.480376,1.352447930754666
2020-01-10 16:00:00,dms_cyclone_01,76.9,4.3,41.15,16.1,3.08,117.0,2.0,98.03,50.0,6.583,62.9,0.765,0.6,3.94,0.8599999999999999,1.7199999999999998,0.9803000000000001,46.14,0.5742,0.975,0.3805970149253732,1,0.644,13.846,7.583801001061732,0.48118500000000003,1.2147716229348884
2020-01-10 20:00:00,dms_cyclone_03,93.4,14.2,41.47,10.1,3.03,118.0,1.91,98.11,50.0,6.339,63.2,0.762,0.618,3.95,0.9200000000000004,1.8400000000000007,0.9811,57.7212,0.530244,0.9833333333333333,0.39687500000000003,1,0.40399999999999997,9.292000000000003,7.875255945818239,0.481584,1.205400192864031
2020-01-11 00:00:00,dms_cyclone_01,74.9,12.4,47.57,16.2,3.18,114.0,1.35,99.03,50.0,7.611,68.1,0.715,0.6,3.97,0.79,1.58,0.9903,44.940000000000005,0.5256,0.95,0.525735294117647,1,0.648,12.798,6.5608187901850155,0.48691499999999993,1.0508617065994115
2020-01-11 04:00:00,dms_cyclone_02,97.2,10.0,48.94,15.0,3.12,104.0,1.56,98.02,50.0,6.258,69.1,0.707,0.68,3.97,0.8500000000000001,1.7000000000000002,0.9802,66.096,0.612,0.8666666666666667,0.4503184713375796,1,0.6,12.750000000000002,7.97702616464582,0.48853699999999994,1.021450459652707
2020-01-11 08:00:00,dms_cyclone_03,54.4,34.5,40.34,12.4,2.9,91.0,1.2,98.61,50.0,6.454,62.3,0.772,0.6,4.08,1.1800000000000002,2.3600000000000003,0.9861,32.64,0.39299999999999996,0.7583333333333333,0.6380165289256199,1,0.496,14.632000000000003,7.735148514851486,0.480956,1.2391573729863692
2020-01-11 12:00:00,dms_cyclone_02,51.5,42.2,44.55,21.0,3.04,95.0,1.0,98.14,50.0,5.721,65.6,0.737,0.679,4.05,1.0099999999999998,2.0199999999999996,0.9814,34.968500000000006,0.39246200000000003,0.7916666666666666,0.7297029702970297,1,0.84,21.209999999999994,8.724480893386843,0.48347199999999996,1.1220825852782765
2020-01-11 16:00:00,dms_cyclone_03,92.8,6.1,37.43,21.1,3.05,101.0,1.89,98.67,50.0,5.989,59.9,0.801,0.6,4.13,1.08,2.16,0.9867,55.68,0.5634,0.8416666666666667,0.4215789473684211,1,0.8440000000000001,22.788000000000004,8.334722453742291,0.47979900000000003,1.3354700854700856
2020-01-11 20:00:00,dms_cyclone_02,99.6,0.6,35.38,10.6,2.86,110.0,1.96,98.72,49.01,5.409,58.3,0.808,0.618,4.08,1.2200000000000002,2.4400000000000004,0.9872,61.5528,0.6142920000000001,0.9166666666666666,0.41015228426395944,1,0.424,12.932000000000002,9.044104078243219,0.471064,1.3848544786662897
2020-01-12 00:00:00,dms_cyclone_02,72.2,22.9,48.32,12.1,2.89,98.0,1.42,99.11,50.0,5.695,68.7,0.71,0.705,4.14,1.2499999999999996,2.499999999999999,0.9911,50.900999999999996,0.5435549999999999,0.8166666666666667,0.4965034965034965,1,0.484,15.124999999999995,8.76424189307625,0.48777000000000004,1.0345541071798054
2020-01-12 04:00:00,dms_cyclone_01,88.7,8.6,41.63,16.8,2.83,107.0,0.76,99.29,50.0,5.47,63.3,0.76,0.672,3.97,1.1400000000000001,2.2800000000000002,0.9929000000000001,59.60640000000001,0.6142080000000001,0.8916666666666667,0.987012987012987,1,0.672,19.152000000000005,9.124087591240876,0.48108,1.2007684918347743
2020-01-12 08:00:00,dms_cyclone_03,64.6,33.7,48.76,16.6,2.81,110.0,0.92,98.31,50.0,7.802,69.0,0.708,0.6,4.17,1.3599999999999999,2.7199999999999998,0.9831,38.76,0.39779999999999993,0.9166666666666666,0.7612903225806451,1,0.664,22.576,6.400409626216078,0.48851999999999995,1.0252204223908141
2020-01-12 12:00:00,dms_cyclone_02,58.3,40.6,48.89,14.0,3.01,81.0,0.78,99.34,50.0,5.253,69.1,0.707,0.731,3.86,0.8500000000000001,1.7000000000000002,0.9934000000000001,42.6173,0.434214,0.675,0.8949367088607594,1,0.56,11.900000000000002,9.500285008550257,0.48853699999999994,1.0224948875255624
2020-01-12 16:00:00,dms_cyclone_01,77.0,18.2,49.71,19.4,2.99,81.0,1.9,98.66,50.0,5.946,69.8,0.702,0.701,4.08,1.0899999999999999,2.1799999999999997,0.9865999999999999,53.977,0.5734179999999999,0.675,0.36753926701570677,1,0.7759999999999999,21.145999999999997,8.3948959032908,0.48999599999999993,1.005631536604988
2020-01-12 20:00:00,dms_cyclone_01,79.2,25.5,46.63,17.4,3.07,97.0,1.41,99.32,50.0,7.461,67.3,0.722,0.6,4.12,1.0500000000000003,2.1000000000000005,0.9932,47.52,0.44699999999999995,0.8083333333333333,0.5084507042253521,1,0.696,18.270000000000003,6.692544505420961,0.48590599999999995,1.072041166380789
2020-01-13 00:00:00,dms_cyclone_01,50.2,55.0,49.94,12.6,3.13,104.0,2.31,98.0,50.0,7.99,69.9,0.7,0.6,4.16,1.0300000000000002,2.0600000000000005,0.98,30.12,0.27,0.8666666666666667,0.3017241379310345,1,0.504,12.978000000000003,6.25,0.4893,1.001001001001001
2020-01-13 04:00:00,dms_cyclone_02,87.5,11.9,42.77,17.7,2.85,94.0,0.52,99.39,50.0,4.139,64.2,0.751,0.758,3.88,1.0299999999999998,2.0599999999999996,0.9939,66.325,0.6677979999999999,0.7833333333333333,1.4169811320754717,1,0.708,18.230999999999995,12.05109664979513,0.482142,1.168770453482936
2020-01-13 08:00:00,dms_cyclone_01,64.8,30.9,43.18,23.5,3.07,117.0,1.71,99.36,50.0,3.185,64.5,0.747,0.816,4.03,0.9600000000000004,1.9200000000000008,0.9936,52.876799999999996,0.5638559999999999,0.975,0.43430232558139537,1,0.94,22.56000000000001,15.64945226917058,0.481815,1.157675387821255
2020-01-13 12:00:00,dms_cyclone_03,53.9,49.1,44.5,12.8,2.83,89.0,0.99,99.09,50.0,7.12,65.6,0.737,0.6,3.84,1.0099999999999998,2.0199999999999996,0.9909,32.339999999999996,0.3054,0.7416666666666667,0.737,1,0.512,12.927999999999997,7.012622720897616,0.48347199999999996,1.1233430689732644
2020-01-13 16:00:00,dms_cyclone_02,79.1,17.3,46.0,23.2,3.06,97.0,0.7,99.03,50.0,3.563,66.8,0.726,0.806,3.92,0.8599999999999999,1.7199999999999998,0.9903,63.754599999999996,0.6665620000000001,0.8083333333333333,1.0225352112676056,1,0.9279999999999999,19.951999999999998,13.993842709207948,0.48496799999999995,1.0867202782003913
2020-01-13 20:00:00,dms_cyclone_02,64.9,15.1,39.03,24.2,2.9,116.0,1.86,98.8,50.0,4.868,61.2,0.784,0.688,3.84,0.94,1.88,0.988,44.6512,0.584112,0.9666666666666667,0.4192513368983957,1,0.968,22.747999999999998,10.25010250102501,0.479808,1.2807377049180328
2020-01-14 00:00:00,dms_cyclone_01,71.9,40.1,49.88,23.2,2.9,89.0,1.49,98.73,50.0,2.933,69.9,0.701,0.853,4.11,1.2100000000000004,2.420000000000001,0.9873000000000001,61.3307,0.5109469999999999,0.7416666666666667,0.4673333333333333,1,0.9279999999999999,28.07200000000001,16.989466530750935,0.489999,1.0022048506714771
2020-01-14 04:00:00,dms_cyclone_01,91.4,7.6,49.16,15.5,3.19,114.0,2.02,98.44,50.0,7.866,69.3,0.705,0.6,3.89,0.7000000000000002,1.4000000000000004,0.9843999999999999,54.84,0.5544,0.95,0.3472906403940887,1,0.62,10.850000000000003,6.348400203148807,0.4885649999999999,1.0168802115110842
2020-01-14 08:00:00,dms_cyclone_03,70.1,41.8,45.13,13.7,2.86,92.0,1.16,98.76,50.0,4.438,66.1,0.732,0.754,4.12,1.2600000000000002,2.5200000000000005,0.9876,52.855399999999996,0.43882800000000005,0.7666666666666667,0.6256410256410256,1,0.5479999999999999,17.262000000000004,11.241007194244606,0.48385199999999995,1.1076650420912715
