timestamp,jig_id,jig_health_score,jig_wear_rate_pct,feed_grade_pct,stroke_length_mm,stroke_frequency_spm,water_flow_m3h_m2,bed_height_mm,hutch_water_m3h,concentrate_grade_pct,tailings_grade_pct,jig_recovery,separation_efficiency,feed_size_mm,ore_type,stroke_work_index,stroke_deviation_from_optimal,stroke_efficiency,water_to_bed_ratio,hutch_water_efficiency,hydraulic_regime,particle_size_jigging_factor,density_stratification_potential,bed_height_optimization,jig_health_separation_product,screen_wear_impact,jig_recovery_lag_1h,jig_recovery_lag_24h,jig_recovery_rolling_mean_24h,jig_recovery_rolling_std_24h,jig_recovery_variability_12h,jig_recovery_change_rate,jig_recovery_change_1h,jig_recovery_acceleration
2020-01-02 01:00:00,jig_02,74.6,29.5,46.06,24.1,207.0,3.76,172.0,1.74,48.0,6.892,0.406,0.573,21.5,carbonate,4.988700000000001,0.9887000000000006,0.7528249999999999,0.021859194232893436,0.232,778.3199999999999,1.075,1.5,0.7644444444444445,42.745799999999996,0.28623,0.588,,0.4531818181818182,0.06602396259210466,0.06602396259210466,-0.3095238095238094,-0.18199999999999994,-0.2929999999999999
2020-01-02 03:30:00,jig_01,65.2,18.0,37.41,21.7,173.0,2.83,260.0,1.55,48.0,5.519,0.442,0.578,11.0,oxide,3.7540999999999998,0.24590000000000023,0.9385249999999999,0.010884196761663014,0.2833333333333333,489.59000000000003,0.55,1.5,1.1555555555555554,37.6856,0.36244,0.406,,0.45225,0.06303408169034791,0.06303408169034791,0.08866995073891615,0.035999999999999976,0.21799999999999992
2020-01-02 06:00:00,jig_01,93.9,21.7,48.01,18.3,226.0,2.03,281.0,1.68,48.0,2.834,0.759,0.831,24.1,carbonate,4.135800000000001,0.1358000000000006,0.9660499999999999,0.007223942208462332,0.449112426035503,458.78,1.205,1.5,1.248888888888889,78.0309,0.594297,0.442,,0.47584615384615386,0.10430871340548542,0.10890307060812744,0.7171945701357465,0.317,0.281
2020-01-02 08:30:00,jig_03,57.7,39.4,45.94,16.7,213.0,2.8,173.0,1.29,48.0,8.844,0.4,0.45,8.5,silicate,3.5570999999999997,0.4429000000000003,0.8892749999999999,0.01618403560487833,0.3076923076923077,596.4,0.425,1.5,0.7688888888888888,25.965000000000003,0.24240000000000003,0.759,,0.4704285714285715,0.10224609399025343,0.10772059818218274,-0.4729907773386034,-0.359,-0.6759999999999999
2020-01-02 11:00:00,jig_02,57.8,19.9,44.51,21.0,178.0,2.35,206.0,1.5,48.0,4.616,0.592,0.704,20.9,oxide,3.738,0.262,0.9345,0.011407213242075628,0.3920529801324503,418.3,1.045,1.5,0.9155555555555556,40.691199999999995,0.47419199999999995,0.4,,0.4785333333333333,0.1034061801597859,0.11161989070053778,0.47999999999999976,0.19199999999999995,0.5509999999999999
2020-01-02 13:30:00,jig_01,78.0,12.2,44.37,19.3,173.0,2.54,294.0,1.29,48.0,6.933,0.4,0.554,19.5,oxide,3.3389,0.6610999999999998,0.834725,0.008639161933267577,0.3076923076923077,439.42,0.975,1.5,1.3066666666666666,43.212,0.35119999999999996,0.592,,0.473625,0.10181085403826058,0.11286875590971161,-0.32432432432432423,-0.19199999999999995,-0.3839999999999999
2020-01-02 16:00:00,jig_02,72.8,18.2,35.27,24.3,202.0,2.76,168.0,1.6,44.53,6.79,0.4,0.45,8.4,silicate,4.908600000000001,0.9086000000000007,0.7728499999999998,0.016427593595619308,0.2484472049689441,557.52,0.42000000000000004,1.5,0.7466666666666667,32.76,0.3272,0.4,,0.4692941176470588,0.10018218698069681,0.11501646785911954,0.0,0.0,0.19199999999999995
2020-01-02 18:30:00,jig_02,57.1,45.3,42.85,17.7,173.0,3.76,169.0,2.35,48.0,8.249,0.4,0.45,10.2,oxide,3.0621,0.9379,0.765525,0.02224720430743743,0.16949152542372883,650.48,0.51,1.5,0.7511111111111111,25.695,0.21880000000000002,0.4,,0.46544444444444444,0.09855379076018646,0.11544774496793697,0.0,0.0,0.0
2020-01-02 21:00:00,jig_02,96.8,0.0,46.47,20.3,223.0,2.04,217.0,1.36,48.0,5.906,0.509,0.637,8.9,carbonate,4.5269,0.5269000000000004,0.8682749999999999,0.009400488456753146,0.37153284671532844,454.92,0.445,1.5,0.9644444444444444,61.6616,0.509,0.4,,0.4677368421052632,0.09629690320696435,0.11354010771796043,0.27249999999999996,0.10899999999999999,0.10899999999999999
2020-01-02 23:30:00,jig_03,88.1,3.7,43.29,21.5,163.0,2.83,186.0,2.47,48.0,8.333,0.4,0.45,12.7,oxide,3.5045,0.49549999999999983,0.876125,0.01521423579377453,0.16129032258064518,461.29,0.635,1.5,0.8266666666666667,39.644999999999996,0.38520000000000004,0.509,,0.46435000000000004,0.09494445744749928,0.11354010771796043,-0.21414538310412568,-0.10899999999999999,-0.21799999999999997
2020-01-03 02:00:00,jig_03,52.3,50.9,44.35,15.0,224.0,2.47,300.0,1.67,48.0,8.537,0.4,0.45,9.8,oxide,3.36,0.6400000000000001,0.84,0.008233058898036733,0.2380952380952381,553.2800000000001,0.49000000000000005,1.5,1.3333333333333333,23.535,0.19640000000000002,0.4,,0.46128571428571424,0.09359975579943725,0.1159422531289006,0.0,0.0,0.10899999999999999
2020-01-03 04:30:00,jig_04,74.7,18.5,45.28,15.3,214.0,3.94,280.0,1.34,48.0,6.123,0.572,0.614,21.6,carbonate,3.2742000000000004,0.7257999999999996,0.8185500000000001,0.014070926038355773,0.42370370370370364,843.16,1.08,1.5,1.2444444444444445,45.8658,0.46617999999999993,0.4,,0.46631818181818185,0.09434454907091316,0.11460472252155415,0.4299999999999997,0.17199999999999993,0.17199999999999993
2020-01-03 07:00:00,jig_02,62.7,40.3,48.58,19.5,198.0,2.63,233.0,2.01,48.0,9.287,0.4,0.454,11.6,oxide,3.861,0.1389999999999998,0.96525,0.011287069224496803,0.19801980198019808,520.74,0.58,1.5,1.0355555555555556,28.4658,0.2388,0.572,,0.4634347826086957,0.09320691843564391,0.11493779608856683,-0.3006993006993006,-0.17199999999999993,-0.34399999999999986
2020-01-03 09:30:00,jig_02,63.8,51.8,47.86,24.5,175.0,2.93,285.0,1.01,48.0,7.394,0.532,0.559,11.0,carbonate,4.2875,0.28749999999999964,0.9281250000000001,0.01028034104066524,0.5215686274509804,512.75,0.55,1.5,1.2666666666666666,35.6642,0.25642400000000004,0.4,,0.4662916666666667,0.09222631858954206,0.11567692732412767,0.33000000000000007,0.132,0.30399999999999994
2020-01-03 12:00:00,jig_02,88.3,0.0,49.2,21.0,187.0,2.14,264.0,2.16,48.0,7.472,0.494,0.566,8.5,silicate,3.927,0.07299999999999995,0.98175,0.008105753569940533,0.22764976958525346,400.18,0.425,1.5,1.1733333333333333,49.977799999999995,0.494,0.532,0.466,0.46745833333333336,0.0923994067205999,0.07620084108340394,-0.07142857142857151,-0.038000000000000034,-0.17000000000000004
2020-01-03 14:30:00,jig_03,94.4,0.0,46.28,20.9,218.0,2.74,159.0,1.28,48.0,6.121,0.58,0.622,15.4,oxide,4.5562,0.5561999999999996,0.8609500000000001,0.017231620652789135,0.44961240310077516,597.32,0.77,1.5,0.7066666666666667,58.716800000000006,0.58,0.494,0.558,0.46837500000000004,0.09343996561382631,0.08124164292685461,0.1740890688259109,0.08599999999999997,0.124
2020-01-03 17:00:00,jig_03,63.4,40.1,38.65,20.7,208.0,2.39,285.0,1.93,48.0,7.44,0.4,0.45,15.7,silicate,4.305599999999999,0.3055999999999992,0.9236000000000002,0.008385670678221817,0.2061855670103093,497.12,0.7849999999999999,1.5,1.2666666666666666,28.53,0.2396,0.58,0.4,0.468375,0.09343996561382631,0.07434211457848103,-0.31034482758620685,-0.17999999999999994,-0.2659999999999999
2020-01-03 19:30:00,jig_02,94.8,10.8,48.77,20.8,246.0,3.69,185.0,1.17,48.0,8.996,0.458,0.473,13.0,oxide,5.1168000000000005,1.1168000000000005,0.7207999999999999,0.019944867844981354,0.388135593220339,907.74,0.65,1.5,0.8222222222222222,44.840399999999995,0.408536,0.4,0.423,0.4698333333333333,0.09297295851210045,0.0721342918493421,0.14500000000000002,0.057999999999999996,0.23799999999999993
2020-01-03 22:00:00,jig_03,95.6,0.0,37.41,22.6,162.0,3.6,202.0,2.15,48.0,6.014,0.456,0.541,11.0,oxide,3.6612000000000005,0.33879999999999955,0.9153000000000001,0.01782089995544775,0.21111111111111114,583.2,0.55,1.5,0.8977777777777778,51.7196,0.456,0.458,0.459,0.4697083333333334,0.09299017206914542,0.06951667556650118,-0.004366812227074246,-0.0020000000000000018,-0.06
2020-01-04 00:30:00,jig_04,90.5,0.0,40.28,23.0,246.0,2.46,221.0,2.12,48.0,7.755,0.418,0.45,13.0,carbonate,5.658,1.6580000000000004,0.5854999999999999,0.01113071806705579,0.19624413145539907,605.16,0.65,1.5,0.9822222222222222,40.725,0.418,0.456,0.408,0.47012499999999996,0.0927236719927877,0.06812571934566003,-0.08333333333333337,-0.038000000000000034,-0.03600000000000003
2020-01-04 03:00:00,jig_02,86.7,17.7,47.86,19.7,179.0,3.88,285.0,1.65,48.0,5.089,0.625,0.696,18.8,oxide,3.5262999999999995,0.47370000000000045,0.8815749999999999,0.013613557419037928,0.37650602409638556,694.52,0.9400000000000001,1.5,1.2666666666666666,60.343199999999996,0.514375,0.418,0.4,0.4795,0.09661802874340207,0.08137506691334585,0.4952153110047848,0.20700000000000002,0.24500000000000005
2020-01-04 05:30:00,jig_03,53.6,51.6,47.22,15.5,202.0,2.7,227.0,2.23,48.0,5.513,0.613,0.666,21.8,oxide,3.131,0.8690000000000002,0.78275,0.011893749174045197,0.2736607142857143,545.4000000000001,1.09,1.5,1.008888888888889,35.6976,0.296692,0.625,0.4,0.488375,0.09875697553788948,0.08593690426790761,-0.019199999999999995,-0.01200000000000001,-0.21900000000000003
2020-01-04 08:00:00,jig_04,72.0,24.3,37.99,21.6,232.0,3.68,291.0,2.34,48.0,6.307,0.409,0.526,14.9,oxide,5.0112000000000005,1.0112000000000005,0.7471999999999999,0.012645613552798874,0.17404255319148937,853.76,0.745,1.5,1.2933333333333332,37.872,0.30961299999999997,0.613,0.477,0.4855416666666667,0.10006431808403626,0.0850608961897655,-0.3327895595432301,-0.20400000000000001,-0.192
2020-01-04 10:30:00,jig_04,57.6,29.0,36.98,21.4,163.0,3.31,294.0,2.01,48.0,3.654,0.672,0.718,21.0,carbonate,3.4882,0.5118,0.87205,0.011258120472092787,0.33267326732673275,539.53,1.05,1.5,1.3066666666666666,41.3568,0.47712000000000004,0.409,0.588,0.48904166666666665,0.10514399202032902,0.09717474887120534,0.643031784841076,0.26300000000000007,0.4670000000000001
2020-01-04 13:00:00,jig_02,55.3,59.9,48.09,23.6,155.0,2.8,221.0,1.22,48.0,4.406,0.664,0.738,21.1,oxide,3.658,0.3420000000000001,0.9145,0.01266910999502285,0.5398373983739838,434.0,1.0550000000000002,1.5,0.9822222222222222,40.8114,0.26626400000000006,0.672,0.406,0.4997916666666667,0.10938801268347724,0.10110851506268807,-0.011904761904761862,-0.008000000000000007,-0.2710000000000001
2020-01-04 15:30:00,jig_04,91.9,9.8,35.96,22.5,229.0,3.56,171.0,1.49,45.4,6.922,0.4,0.45,14.5,oxide,5.1525,1.1524999999999999,0.711875,0.020817496052862407,0.26666666666666666,815.24,0.725,1.5,0.76,41.355000000000004,0.36080000000000007,0.664,0.442,0.4980416666666667,0.11068108481683708,0.10746595655453788,-0.3975903614457831,-0.264,-0.256
2020-01-04 18:00:00,jig_03,62.6,32.1,44.11,19.1,239.0,3.33,173.0,2.4,48.0,3.485,0.574,0.774,21.7,carbonate,4.564900000000001,0.5649000000000006,0.8587749999999998,0.01924744234437316,0.23817427385892118,795.87,1.085,1.5,0.7688888888888888,48.452400000000004,0.38974600000000004,0.4,0.759,0.49033333333333334,0.09735665791603422,0.10847074036417156,0.43499999999999983,0.17399999999999993,0.43799999999999994
2020-01-04 20:30:00,jig_02,56.0,21.1,37.53,21.6,243.0,2.26,291.0,1.44,47.82,6.621,0.4,0.496,9.9,oxide,5.2488,1.2488000000000001,0.6878,0.00776605614927322,0.27586206896551724,549.18,0.495,1.5,1.2933333333333332,27.776,0.31560000000000005,0.574,0.4,0.49033333333333334,0.09735665791603422,0.11216664415326896,-0.3031358885017421,-0.17399999999999993,-0.34799999999999986
2020-01-04 23:00:00,jig_02,90.5,0.0,49.2,16.0,198.0,2.08,250.0,1.6,48.0,4.414,0.561,0.744,18.4,carbonate,3.168,0.8319999999999999,0.792,0.008319667213311469,0.3484472049689441,411.84000000000003,0.9199999999999999,1.5,1.1111111111111112,67.332,0.561,0.4,0.592,0.48904166666666676,0.09614729604222827,0.10768964948434277,0.4025000000000001,0.16100000000000003,0.33499999999999996
2020-01-05 01:30:00,jig_04,60.7,47.4,36.18,16.5,202.0,3.2,174.0,1.52,45.68,6.965,0.435,0.45,19.8,oxide,3.333,0.6669999999999998,0.83325,0.018389747715648528,0.28431372549019607,646.4000000000001,0.99,1.5,0.7733333333333333,27.315,0.22881,0.561,0.4,0.4905,0.09499656744370795,0.10910500224623763,-0.22459893048128354,-0.12600000000000006,-0.2870000000000001
2020-01-05 04:00:00,jig_03,68.4,31.3,40.95,22.7,228.0,2.56,173.0,1.71,48.0,5.637,0.483,0.607,22.0,carbonate,5.175599999999999,1.1755999999999993,0.7061000000000002,0.014796832553031618,0.28081395348837207,583.6800000000001,1.1,1.5,0.7688888888888888,41.5188,0.331821,0.435,0.4,0.49395833333333333,0.09304953293655022,0.10796197422605741,0.1103448275862069,0.04799999999999999,0.17400000000000004
2020-01-05 06:30:00,jig_04,70.0,22.2,35.15,16.6,154.0,3.95,255.0,1.02,44.7,6.317,0.428,0.487,12.1,oxide,2.5564,1.4436,0.6391,0.015489588643582606,0.4155339805825243,608.3000000000001,0.605,1.5,1.1333333333333333,34.089999999999996,0.332984,0.483,0.4,0.495125,0.09198975013790821,0.10712863974934742,-0.11387163561076608,-0.05499999999999999,-0.10299999999999998
2020-01-05 09:00:00,jig_04,87.7,7.6,44.93,19.0,217.0,3.91,205.0,1.52,48.0,6.361,0.449,0.596,8.3,oxide,4.123,0.12300000000000022,0.96925,0.019072240378518124,0.2934640522875817,848.47,0.41500000000000004,1.5,0.9111111111111111,52.2692,0.414876,0.428,0.509,0.49262500000000004,0.09241062074289381,0.10373947555236047,0.0490654205607477,0.02100000000000002,0.07600000000000001
2020-01-05 11:30:00,jig_01,88.2,23.5,37.92,18.5,246.0,3.98,250.0,1.74,47.91,7.255,0.431,0.453,12.4,oxide,4.551,0.5510000000000002,0.86225,0.01591936322547098,0.24628571428571427,979.08,0.62,1.5,1.1111111111111112,39.9546,0.329715,0.449,0.4,0.4939166666666666,0.09126927034958113,0.10012794844900234,-0.04008908685968826,-0.018000000000000016,-0.039000000000000035
2020-01-05 14:00:00,jig_01,90.5,19.6,43.47,16.0,227.0,3.87,216.0,1.84,48.0,6.091,0.579,0.6,8.3,oxide,3.632,0.3679999999999999,0.908,0.017915837229757883,0.31297297297297294,878.49,0.41500000000000004,1.5,0.96,54.3,0.465516,0.431,0.4,0.501375,0.09057200474472374,0.09931431585291892,0.34338747099767963,0.14799999999999996,0.16599999999999998
2020-01-05 16:30:00,jig_04,74.8,26.8,43.86,21.8,193.0,2.18,153.0,2.06,48.0,4.83,0.547,0.685,22.0,carbonate,4.207400000000001,0.2074000000000007,0.9481499999999998,0.014247434808182474,0.26425120772946864,420.74,1.1,1.5,0.68,51.238,0.40040400000000004,0.579,0.572,0.5003333333333333,0.08986543885971555,0.0860247938184984,-0.05526770293609662,-0.03199999999999992,-0.17999999999999988
2020-01-05 19:00:00,jig_04,70.2,31.8,44.31,23.3,187.0,3.08,160.0,1.05,48.0,3.049,0.592,0.803,23.9,carbonate,4.3571,0.3571,0.910725,0.019248796950190616,0.5584905660377358,575.96,1.1949999999999998,1.5,0.7111111111111111,56.3706,0.403744,0.547,0.4,0.5083333333333333,0.08908797150382686,0.07504599599679868,0.08226691042047518,0.04499999999999993,0.07699999999999985
2020-01-05 21:30:00,jig_02,81.7,14.8,35.37,15.6,234.0,3.24,209.0,1.59,45.11,6.164,0.452,0.502,14.8,carbonate,3.6504000000000003,0.3495999999999997,0.9126000000000001,0.015501650638725422,0.2825,758.1600000000001,0.74,1.5,0.9288888888888889,41.013400000000004,0.38510400000000006,0.592,0.532,0.505,0.0896587734255489,0.07076096124533388,-0.2364864864864864,-0.13999999999999996,-0.1849999999999999
2020-01-06 00:00:00,jig_04,72.1,16.5,44.55,22.7,207.0,3.86,225.0,1.32,48.0,3.127,0.648,0.799,24.0,oxide,4.6989,0.6989000000000001,0.825275,0.017154793120305763,0.48721804511278194,799.02,1.2,1.5,1.0,57.6079,0.54108,0.452,0.494,0.5114166666666666,0.0942314065002454,0.08084829602222286,0.4336283185840708,0.196,0.33599999999999997
2020-01-06 02:30:00,jig_03,87.2,12.7,48.26,16.4,185.0,2.68,218.0,1.09,48.0,6.369,0.531,0.623,19.4,oxide,3.0339999999999994,0.9660000000000006,0.7584999999999998,0.012293014081922848,0.4827272727272727,495.8,0.97,1.5,0.9688888888888889,54.3256,0.46356299999999995,0.648,0.58,0.509375,0.09320608885689818,0.07466450213312806,-0.18055555555555558,-0.11699999999999999,-0.313
2020-01-06 05:00:00,jig_02,78.9,21.6,35.81,22.0,230.0,3.4,218.0,1.3,46.16,5.561,0.421,0.556,19.7,carbonate,5.06,1.0599999999999996,0.7350000000000001,0.015595614880051374,0.3213740458015267,782.0,0.985,1.5,0.9688888888888889,43.86840000000001,0.33006399999999997,0.531,0.4,0.51025,0.09222809625667461,0.07709655496764298,-0.20715630885122416,-0.11000000000000004,0.006999999999999951
2020-01-06 07:30:00,jig_01,95.4,2.8,37.54,23.4,150.0,3.95,248.0,2.05,48.0,1.577,0.613,0.88,22.7,carbonate,3.51,0.4900000000000002,0.8775,0.01592677714608282,0.29757281553398063,592.5,1.135,1.5,1.1022222222222222,83.95200000000001,0.595836,0.421,0.458,0.5167083333333333,0.09382336742710912,0.08056899922652411,0.4560570071258907,0.192,0.30200000000000005
2020-01-06 10:00:00,jig_02,64.8,18.8,39.34,15.3,207.0,3.64,191.0,2.16,48.0,7.573,0.4,0.45,10.6,oxide,3.1671000000000005,0.8328999999999995,0.7917750000000001,0.01905659389560756,0.18433179723502305,753.48,0.53,1.5,0.8488888888888889,29.16,0.32480000000000003,0.613,0.456,0.5143749999999999,0.09606827848168606,0.08683784086480162,-0.3474714518760196,-0.21299999999999997,-0.40499999999999997
2020-01-06 12:30:00,jig_04,77.8,11.6,36.39,20.6,208.0,2.22,265.0,1.18,47.74,4.486,0.53,0.648,11.7,oxide,4.284800000000001,0.2848000000000006,0.9287999999999998,0.008377042375759406,0.44537815126050423,461.76000000000005,0.585,1.5,1.1777777777777778,50.4144,0.46852000000000005,0.4,0.418,0.5190416666666667,0.0938784964805534,0.08325804174463582,0.32499999999999996,0.13,0.34299999999999997
2020-01-06 15:00:00,jig_04,73.1,38.1,48.2,19.1,245.0,3.4,208.0,1.67,48.0,9.072,0.4,0.462,17.4,oxide,4.6795,0.6795,0.830125,0.01634536801115331,0.2380952380952381,833.0,0.8699999999999999,1.5,0.9244444444444444,33.7722,0.24760000000000001,0.53,0.625,0.5096666666666666,0.0940715114971707,0.08791835055115836,-0.24528301886792447,-0.13,-0.26
2020-01-06 17:30:00,jig_02,58.4,39.6,42.54,23.5,175.0,2.3,213.0,1.22,48.0,8.189,0.409,0.45,16.2,carbonate,4.1125,0.11249999999999982,0.971875,0.01079761513543965,0.33252032520325203,402.49999999999994,0.8099999999999999,1.5,0.9466666666666667,26.28,0.24703599999999998,0.4,0.613,0.5011666666666666,0.09354360372094635,0.08996649207882733,0.022499999999999964,0.008999999999999952,0.13899999999999996
2020-01-06 20:00:00,jig_02,94.5,0.0,49.23,22.3,223.0,3.56,202.0,2.47,48.0,6.408,0.561,0.628,19.3,oxide,4.972900000000001,0.972900000000001,0.7567749999999998,0.017622889955942776,0.22620967741935485,793.88,0.9650000000000001,1.5,0.8977777777777778,59.346000000000004,0.561,0.409,0.409,0.5075,0.09216761668404685,0.08885773443936647,0.3716381418092911,0.15200000000000008,0.14300000000000013
2020-01-06 22:30:00,jig_04,87.3,3.0,41.91,21.5,229.0,3.98,249.0,2.22,48.0,8.068,0.4,0.45,12.5,oxide,4.9235,0.9234999999999998,0.7691250000000001,0.01598329384362074,0.17937219730941706,911.42,0.625,1.5,1.1066666666666667,39.285,0.38800000000000007,0.561,0.672,0.49616666666666664,0.08767413314763027,0.093123045027273,-0.28698752228163993,-0.16100000000000003,-0.3130000000000001
2020-01-07 01:00:00,jig_01,80.3,17.2,37.85,19.2,179.0,2.83,265.0,1.92,48.0,5.228,0.572,0.605,20.5,carbonate,3.4368,0.5632000000000001,0.8592,0.01067884230783744,0.29637305699481864,506.57,1.025,1.5,1.1777777777777778,48.5815,0.473616,0.4,0.664,0.4923333333333333,0.08183369491345481,0.0914202334875004,0.4299999999999997,0.17199999999999993,0.33299999999999996
2020-01-07 03:30:00,jig_03,74.1,25.5,36.42,24.4,158.0,2.27,215.0,1.75,48.0,4.089,0.591,0.679,23.8,oxide,3.8552,0.14480000000000004,0.9638,0.01055764848146598,0.3357954545454545,358.66,1.19,1.5,0.9555555555555556,50.3139,0.440295,0.572,0.4,0.5002916666666667,0.08175120218058576,0.09427265421814184,0.03321678321678334,0.019000000000000017,-0.1529999999999999
2020-01-07 06:00:00,jig_02,86.5,15.3,39.4,22.7,206.0,2.14,194.0,1.86,48.0,1.655,0.663,0.88,23.1,oxide,4.6762,0.6761999999999997,0.8309500000000001,0.011030359259831968,0.35454545454545455,440.84000000000003,1.155,1.5,0.8622222222222222,76.12,0.561561,0.591,0.574,0.504,0.0870846664484327,0.0963973390177186,0.12182741116751283,0.07200000000000006,0.05300000000000005
2020-01-07 08:30:00,jig_02,83.9,12.9,45.16,18.8,201.0,3.17,195.0,2.19,48.0,7.099,0.4,0.551,14.2,carbonate,3.7788000000000004,0.22119999999999962,0.9447000000000001,0.016255576637095533,0.18181818181818185,637.17,0.71,1.5,0.8666666666666667,46.22890000000001,0.3484,0.663,0.4,0.504,0.0870846664484327,0.10082057269619073,-0.3966817496229261,-0.263,-0.3350000000000001
2020-01-07 11:00:00,jig_03,53.6,36.9,42.77,22.1,165.0,3.43,274.0,2.3,48.0,8.232,0.422,0.45,17.7,carbonate,3.6465000000000005,0.3534999999999995,0.9116250000000001,0.012517791321484619,0.1826839826839827,565.95,0.885,1.5,1.2177777777777778,24.12,0.266282,0.4,0.561,0.4982083333333333,0.08774864258415804,0.1007527351309315,0.05499999999999994,0.021999999999999964,0.285
2020-01-07 13:30:00,jig_02,68.7,32.6,47.06,24.7,161.0,2.24,155.0,2.45,48.0,4.578,0.676,0.722,23.5,carbonate,3.9766999999999997,0.02330000000000032,0.9941749999999999,0.014450680601251535,0.2747967479674797,360.64000000000004,1.175,1.5,0.6888888888888889,49.6014,0.45562400000000003,0.422,0.435,0.50825,0.09378293624340614,0.10868971683399743,0.6018957345971565,0.25400000000000006,0.2320000000000001
