timestamp,dms_cyclone_id,cyclone_health_score,cyclone_wear_rate_pct,feed_grade_pct,feed_size_mm,media_density_sg,cyclone_pressure_kpa,media_consumption_kg_t,media_recovery_pct,sink_grade_pct,float_grade_pct,sink_yield_pct,dms_recovery,separation_efficiency,ore_density_sg,density_differential,separation_sharpness_dms,media_efficiency,cyclone_health_efficiency_product,wear_impact_on_separation,pressure_utilization,media_consumption_efficiency,size_suitability_for_dms,coarse_fraction_ratio,size_density_interaction,sink_float_separation,yield_recovery_product,dms_upgrade_factor,dms_recovery_lag_1h,dms_recovery_lag_24h,dms_recovery_rolling_mean_24h,dms_recovery_rolling_std_24h,dms_recovery_variability_12h,dms_recovery_change_rate,dms_recovery_change_1h,dms_recovery_acceleration
2020-01-02 16:00:00,dms_cyclone_02,90.8,2.5,45.43,23.9,2.93,117.0,0.66,98.37,50.0,4.758,66.3,0.73,0.738,4.13,1.1999999999999997,2.3999999999999995,0.9837,67.01039999999999,0.71955,0.975,1.08955223880597,1,0.956,28.679999999999993,10.486577181208053,0.4839899999999999,1.1003521126760565,0.727,,0.7466363636363635,0.026534026182517937,0.026534026182517937,0.004126547455295837,0.0030000000000000027,0.008000000000000007
2020-01-02 20:00:00,dms_cyclone_01,75.1,20.0,42.33,9.5,3.02,93.0,0.6,98.23,50.0,6.773,63.9,0.754,0.6,4.16,1.1400000000000001,2.2800000000000002,0.9823000000000001,45.059999999999995,0.48,0.775,1.2360655737704918,0,0.38,10.830000000000002,7.371369600471768,0.481806,1.1809163911195089,0.73,,0.7472500000000001,0.025388347362878576,0.025388347362878576,0.03287671232876721,0.02400000000000002,0.02100000000000002
2020-01-03 00:00:00,dms_cyclone_03,52.5,62.7,49.02,21.9,2.89,89.0,1.29,99.45,50.0,7.843,69.2,0.706,0.6,4.06,1.1699999999999995,2.339999999999999,0.9945,31.5,0.2238,0.7416666666666667,0.543076923076923,1,0.8759999999999999,25.622999999999987,6.366993505666624,0.48855200000000004,1.0197838058331634,0.754,,0.7440769230769231,0.026865285960577297,0.028030692052992533,-0.06366047745358094,-0.04800000000000004,-0.07200000000000006
2020-01-03 04:00:00,dms_cyclone_02,76.2,21.9,49.76,11.9,3.19,111.0,0.64,99.21,50.0,7.603,69.8,0.701,0.618,3.9,0.71,1.42,0.9921,47.0916,0.482658,0.925,1.0784615384615384,1,0.47600000000000003,8.449,6.567713122290819,0.48929799999999996,1.004621257785815,0.706,,0.741,0.028262505741162312,0.0301340439712397,-0.007082152974504208,-0.0050000000000000044,0.04300000000000004
2020-01-03 08:00:00,dms_cyclone_01,88.9,10.3,49.75,15.1,2.87,93.0,0.97,99.35,50.0,6.48,69.8,0.701,0.674,3.87,1.0,2.0,0.9934999999999999,59.918600000000005,0.6045780000000001,0.775,0.7153061224489795,1,0.604,15.1,7.704160246533128,0.48929799999999996,1.004823151125402,0.701,,0.7383333333333333,0.029126979801911392,0.031881765473338694,0.0,0.0,0.0050000000000000044
2020-01-03 12:00:00,dms_cyclone_03,71.3,32.1,47.49,20.8,2.98,116.0,1.44,98.66,50.0,5.733,68.0,0.716,0.698,3.85,0.8700000000000001,1.7400000000000002,0.9865999999999999,49.767399999999995,0.473942,0.9666666666666667,0.49379310344827587,1,0.8320000000000001,18.096000000000004,8.706251088281387,0.48688000000000003,1.0526315789473684,0.701,,0.7369375,0.028687903955035385,0.025841592032765322,0.021398002853067144,0.015000000000000013,0.015000000000000013
2020-01-03 16:00:00,dms_cyclone_01,85.1,29.5,37.09,9.3,3.12,84.0,1.44,99.15,50.0,4.31,59.7,0.804,0.71,4.15,1.0300000000000002,2.0600000000000005,0.9915,60.42099999999999,0.50055,0.7,0.5544827586206897,0,0.37200000000000005,9.579000000000002,11.574074074074076,0.479988,1.3477088948787062,0.716,,0.7408823529411765,0.032188667169015396,0.03287752755579137,0.1229050279329611,0.08800000000000008,0.07300000000000006
2020-01-03 20:00:00,dms_cyclone_03,50.0,48.3,43.9,10.0,3.09,89.0,2.1,99.24,50.0,6.212,65.1,0.742,0.646,4.13,1.04,2.08,0.9924,32.300000000000004,0.333982,0.7416666666666667,0.35165876777251187,1,0.4,10.4,8.036001285760205,0.4830419999999999,1.1386927806877705,0.804,,0.7409444444444444,0.031228705162779213,0.030326880765579878,-0.07711442786069655,-0.062000000000000055,-0.15000000000000013
2020-01-04 00:00:00,dms_cyclone_01,77.0,20.0,45.02,13.8,2.97,86.0,0.97,98.31,50.0,4.48,66.0,0.733,0.751,3.99,1.02,2.04,0.9831,57.827,0.6008,0.7166666666666667,0.7479591836734694,1,0.552,14.076,11.135857461024498,0.48378,1.1103708638685321,0.742,,0.7405263157894737,0.030403523957032517,0.029858631562546208,-0.0121293800539084,-0.009000000000000008,0.05300000000000005
2020-01-04 04:00:00,dms_cyclone_02,84.3,4.5,41.75,22.7,2.82,115.0,1.24,99.36,50.0,2.949,63.4,0.759,0.823,3.88,1.06,2.12,0.9936,69.37889999999999,0.7859649999999999,0.9583333333333334,0.6072,1,0.9079999999999999,24.062,16.897600540723218,0.481206,1.1973180076628354,0.733,,0.74145,0.02987953885362465,0.029145793396771244,0.03547066848567537,0.026000000000000023,0.03500000000000003
2020-01-04 08:00:00,dms_cyclone_02,72.0,24.1,38.43,21.0,2.84,117.0,1.19,98.75,50.0,4.689,60.7,0.79,0.695,3.93,1.0900000000000003,2.1800000000000006,0.9875,50.04,0.527505,0.975,0.6583333333333334,1,0.84,22.890000000000008,10.640561821664184,0.47953,1.3007284079084287,0.759,,0.7437619047619047,0.030990167411462592,0.03333700737327907,0.040843214756258295,0.031000000000000028,0.0050000000000000044
2020-01-04 12:00:00,dms_cyclone_01,81.0,30.1,47.88,10.2,3.17,97.0,0.76,98.98,50.0,7.661,68.3,0.713,0.6,4.05,0.8799999999999999,1.7599999999999998,0.9898,48.6,0.41940000000000005,0.8083333333333333,0.9259740259740259,1,0.408,8.975999999999999,6.518055012384305,0.48697899999999994,1.044059302568386,0.79,,0.7423636363636364,0.03094625980100015,0.03401726388797672,-0.09746835443037982,-0.07700000000000007,-0.1080000000000001
2020-01-04 16:00:00,dms_cyclone_02,64.2,32.1,37.2,13.5,3.04,86.0,1.77,98.32,50.0,5.338,59.8,0.803,0.641,4.04,1.0,2.0,0.9832,41.1522,0.43523900000000004,0.7166666666666667,0.451123595505618,1,0.54,13.5,9.349289454001497,0.480194,1.3437248051599031,0.713,,0.7450000000000001,0.032771939216347905,0.038766198960153236,0.12622720897615713,0.09000000000000008,0.16700000000000015
2020-01-04 20:00:00,dms_cyclone_01,94.2,9.4,36.78,24.2,3.08,114.0,2.02,98.89,50.0,2.219,59.4,0.808,0.849,4.01,0.9299999999999997,1.8599999999999994,0.9889,79.9758,0.7691939999999999,0.95,0.39802955665024636,1,0.968,22.505999999999993,22.431583669807093,0.479952,1.359064963305246,0.803,,0.7476250000000001,0.03453518999261606,0.042998942904554006,0.0062266500622665255,0.0050000000000000044,-0.08500000000000008
2020-01-05 00:00:00,dms_cyclone_01,90.6,0.0,45.34,17.3,3.16,92.0,0.66,99.18,50.0,7.254,66.3,0.731,0.6,3.95,0.79,1.58,0.9918,54.35999999999999,0.6,0.7666666666666667,1.0910447761194029,1,0.6920000000000001,13.667000000000002,6.883259911894274,0.48465299999999994,1.1025358324145533,0.808,0.74,0.7472500000000001,0.03467018516146743,0.041353153849898044,-0.09529702970297038,-0.07700000000000007,-0.08200000000000007
2020-01-05 04:00:00,dms_cyclone_03,85.8,11.8,43.46,14.2,3.15,120.0,1.5,98.63,50.0,5.087,64.8,0.745,0.707,3.93,0.7800000000000002,1.5600000000000005,0.9863,60.660599999999995,0.623574,1.0,0.49337748344370863,1,0.568,11.076000000000002,9.809691975671965,0.48276,1.1502185415228894,0.731,0.722,0.7482083333333334,0.034257311712933676,0.038454518590147556,0.019151846785225635,0.014000000000000012,0.09100000000000008
2020-01-05 08:00:00,dms_cyclone_01,81.3,16.3,40.2,8.5,2.95,100.0,1.33,98.25,50.0,6.432,62.2,0.773,0.6,4.02,1.0699999999999994,2.139999999999999,0.9825,48.779999999999994,0.5022,0.8333333333333334,0.576865671641791,0,0.34,9.094999999999995,7.76156473144986,0.480806,1.2434717731907485,0.745,0.72,0.7504166666666667,0.034067601167023245,0.034931426330090644,0.037583892617449655,0.028000000000000025,0.014000000000000012
2020-01-05 12:00:00,dms_cyclone_01,65.5,35.0,38.42,23.5,3.05,111.0,2.09,98.74,50.0,3.049,60.7,0.79,0.802,3.83,0.7800000000000002,1.5600000000000005,0.9873999999999999,52.531000000000006,0.5213,0.925,0.3761904761904763,1,0.94,18.330000000000005,16.345210853220006,0.47953,1.3010668748373666,0.773,0.803,0.749875,0.033289654353214945,0.03298335209088852,0.02199223803363526,0.017000000000000015,-0.01100000000000001
2020-01-05 16:00:00,dms_cyclone_02,61.1,60.7,36.04,10.9,3.18,94.0,0.78,98.76,50.0,4.852,58.8,0.816,0.663,4.04,0.8599999999999999,1.7199999999999998,0.9876,40.5093,0.260559,0.7833333333333333,1.0329113924050632,1,0.436,9.373999999999999,10.283833813245577,0.47980799999999996,1.3869625520110958,0.79,0.739,0.7530833333333332,0.0358109974202323,0.03439465691415498,0.032911392405063244,0.025999999999999912,0.008999999999999897
2020-01-05 20:00:00,dms_cyclone_02,67.4,24.6,36.2,14.2,3.01,114.0,1.99,99.47,49.96,5.792,59.0,0.814,0.6,3.84,0.8300000000000001,1.6600000000000001,0.9947,40.440000000000005,0.4524,0.95,0.407,1,0.568,11.786,8.610823853843502,0.48025999999999996,1.3797293565313449,0.816,0.78,0.7544999999999998,0.03755228239459591,0.03590000844095457,-0.002450980392156854,-0.0020000000000000018,-0.027999999999999914
2020-01-06 00:00:00,dms_cyclone_01,79.7,18.9,47.66,13.6,2.81,93.0,2.06,98.93,50.0,5.372,68.1,0.715,0.718,3.88,1.0699999999999998,2.1399999999999997,0.9893000000000001,57.2246,0.5822979999999999,0.775,0.3454106280193237,1,0.544,14.551999999999998,9.29022668153103,0.48691499999999993,1.0488777008600798,0.814,0.753,0.7529166666666666,0.03840959647600161,0.038032183341177944,-0.1216216216216216,-0.09899999999999998,-0.09699999999999998
2020-01-06 04:00:00,dms_cyclone_02,70.9,28.9,43.49,8.8,2.98,90.0,1.85,98.25,50.0,6.624,64.8,0.745,0.619,3.98,1.0,2.0,0.9825,43.887100000000004,0.440109,0.75,0.40053763440860213,0,0.35200000000000004,8.8,7.536930961712391,0.48276,1.1494252873563218,0.715,0.767,0.7519999999999999,0.038321296156712065,0.03865729379607899,0.04195804195804209,0.030000000000000027,0.129
2020-01-06 08:00:00,dms_cyclone_01,86.8,12.2,49.77,22.7,3.09,96.0,1.31,98.45,50.0,5.026,69.8,0.701,0.748,4.01,0.9199999999999999,1.8399999999999999,0.9845,64.9264,0.6567439999999999,0.8,0.531060606060606,1,0.9079999999999999,20.883999999999997,9.928514694201748,0.48929799999999996,1.004419445560466,0.745,0.732,0.7507083333333333,0.039528172855260627,0.04283548514816648,-0.059060402684563806,-0.04400000000000004,-0.07400000000000007
2020-01-06 12:00:00,dms_cyclone_02,81.5,22.7,45.08,18.7,3.02,92.0,1.45,98.14,50.0,6.447,66.1,0.733,0.642,3.83,0.81,1.62,0.9814,52.323,0.496266,0.7666666666666667,0.5020547945205479,1,0.748,15.147,7.7435341489855976,0.4845129999999999,1.1088933244621868,0.701,0.727,0.7509583333333333,0.039390441531645365,0.04107310555582574,0.04564907275320973,0.03200000000000003,0.07600000000000007
2020-01-06 16:00:00,dms_cyclone_01,95.7,24.2,36.16,21.3,2.87,93.0,0.68,98.89,50.0,4.407,58.9,0.815,0.695,4.04,1.17,2.34,0.9889,66.5115,0.52681,0.775,1.181159420289855,1,0.852,24.921,11.319900384876613,0.48003499999999993,1.3823610727121927,0.733,0.73,0.7544999999999998,0.04120363006380363,0.042225584661434855,0.11186903137789894,0.08199999999999996,0.04999999999999993
2020-01-06 20:00:00,dms_cyclone_03,91.5,15.2,40.42,23.0,3.15,110.0,1.25,99.48,50.0,2.965,62.3,0.771,0.817,3.88,0.73,1.46,0.9948,74.7555,0.692816,0.9166666666666666,0.611904761904762,1,0.92,16.79,16.80672268907563,0.480333,1.2367054167697256,0.815,0.754,0.7552083333333334,0.04134055716444404,0.04013943500379948,-0.053987730061349604,-0.04399999999999993,-0.1259999999999999
2020-01-07 00:00:00,dms_cyclone_02,76.3,35.5,37.01,9.9,3.07,116.0,1.48,99.41,50.0,5.922,59.6,0.805,0.6,3.84,0.77,1.54,0.9941,45.779999999999994,0.38699999999999996,0.9666666666666667,0.540268456375839,0,0.396,7.623,8.428860418071478,0.47978,1.3506212857914641,0.771,0.706,0.7593333333333333,0.04115576632076327,0.0405562646956128,0.044098573281452724,0.03400000000000003,0.07799999999999996
2020-01-07 04:00:00,dms_cyclone_01,58.0,36.8,37.49,12.7,3.05,84.0,1.47,98.6,50.0,5.998,60.0,0.8,0.6,4.2,1.1500000000000004,2.3000000000000007,0.986,34.8,0.37920000000000004,0.7,0.5405405405405406,1,0.508,14.605000000000004,8.322237017310252,0.48,1.3333333333333333,0.805,0.701,0.7634583333333333,0.039999977355066,0.04075611127255163,-0.006211180124223614,-0.0050000000000000044,-0.039000000000000035
2020-01-07 08:00:00,dms_cyclone_02,89.8,18.9,42.88,24.3,3.19,97.0,2.06,99.5,50.0,5.497,64.3,0.75,0.68,3.88,0.69,1.38,0.995,61.064,0.5514800000000001,0.8083333333333333,0.3623188405797102,1,0.972,16.767,9.079353550027239,0.48225,1.165772907437631,0.8,0.701,0.7655,0.03786704429287103,0.04130182694616442,-0.0625,-0.050000000000000044,-0.04500000000000004
2020-01-07 12:00:00,dms_cyclone_02,77.4,7.0,48.41,11.3,3.0,105.0,1.36,99.49,50.0,4.466,68.7,0.71,0.769,4.13,1.13,2.26,0.9948999999999999,59.52060000000001,0.71517,0.875,0.5182481751824817,1,0.452,12.769,11.170688114387847,0.48777000000000004,1.0326311441553078,0.75,0.716,0.76525,0.03822615767291787,0.04434463856766646,-0.053333333333333344,-0.040000000000000036,0.010000000000000009
2020-01-07 16:00:00,dms_cyclone_02,86.6,23.1,36.2,10.4,2.93,95.0,2.0,98.58,50.0,5.281,59.0,0.814,0.635,4.06,1.1299999999999994,2.259999999999999,0.9858,54.991,0.48831500000000005,0.7916666666666666,0.40497512437810945,1,0.41600000000000004,11.751999999999995,9.450009450009452,0.48025999999999996,1.3808340237503451,0.71,0.804,0.7656666666666667,0.038718231484345424,0.04413709701977844,0.14647887323943665,0.10399999999999998,0.14400000000000002
2020-01-07 20:00:00,dms_cyclone_02,72.2,25.1,43.96,15.9,2.96,120.0,1.44,98.97,50.0,6.432,65.2,0.741,0.634,3.96,1.0,2.0,0.9897,45.7748,0.474866,1.0,0.5110344827586207,1,0.636,15.9,7.76156473144986,0.483132,1.137138958380714,0.814,0.742,0.765625,0.038745336325247154,0.04164205333626821,-0.08968058968058967,-0.07299999999999995,-0.17699999999999994
2020-01-08 00:00:00,dms_cyclone_03,83.8,19.1,42.55,15.6,3.18,112.0,1.46,99.5,50.0,4.253,64.0,0.753,0.75,4.1,0.9199999999999995,1.839999999999999,0.995,62.849999999999994,0.60675,0.9333333333333333,0.5122448979591837,1,0.624,14.351999999999991,11.728829462819611,0.48192,1.174812030075188,0.741,0.733,0.7664583333333334,0.03822471220543591,0.03943348830626073,0.0161943319838056,0.01200000000000001,0.08499999999999996
2020-01-08 04:00:00,dms_cyclone_01,56.3,49.5,38.03,10.1,3.19,118.0,0.77,98.13,50.0,6.084,60.4,0.794,0.6,4.16,0.9700000000000002,1.9400000000000004,0.9813,33.779999999999994,0.303,0.9833333333333333,1.0179487179487179,1,0.40399999999999997,9.797000000000002,8.204791598293404,0.479576,1.3144058885383807,0.753,0.759,0.7679166666666667,0.03859366547106855,0.040100914370290064,0.05444887118193886,0.041000000000000036,0.029000000000000026
2020-01-08 08:00:00,dms_cyclone_03,89.7,20.3,42.44,20.9,3.09,99.0,1.31,99.22,50.0,6.79,64.0,0.753,0.6,3.92,0.8300000000000001,1.6600000000000001,0.9922,53.82,0.4782,0.825,0.5704545454545454,1,0.836,17.347,7.352941176470589,0.48192,1.1778563015312133,0.794,0.79,0.766375,0.038411742430170155,0.03496870895615979,-0.05163727959697739,-0.041000000000000036,-0.08200000000000007
2020-01-08 12:00:00,dms_cyclone_02,58.5,39.7,43.33,19.8,2.86,116.0,1.22,98.67,50.0,5.639,64.7,0.746,0.675,4.15,1.2900000000000005,2.580000000000001,0.9867,39.487500000000004,0.407025,0.9666666666666667,0.6065040650406505,1,0.792,25.54200000000001,8.85112409275978,0.48266200000000004,1.1536686663590219,0.753,0.713,0.7677499999999999,0.03698207556429835,0.033906287966045,-0.009296148738379806,-0.007000000000000006,0.03400000000000003
2020-01-08 16:00:00,dms_cyclone_02,97.6,32.4,40.88,14.2,2.81,114.0,0.73,98.75,50.0,4.304,62.7,0.767,0.737,4.16,1.35,2.7,0.9875,71.93119999999999,0.498212,0.95,1.0364864864864864,1,0.568,19.17,11.590171534538712,0.48090900000000003,1.2227928588897041,0.746,0.803,0.7662499999999999,0.03621223670192877,0.030945700244724917,0.028150134048257502,0.02100000000000002,0.028000000000000025
2020-01-08 20:00:00,dms_cyclone_02,93.5,15.6,37.86,18.5,3.05,100.0,0.54,98.17,50.0,4.311,60.3,0.796,0.715,4.12,1.0700000000000003,2.1400000000000006,0.9817,66.85249999999999,0.60346,0.8333333333333334,1.4472727272727273,1,0.74,19.795000000000005,11.571395510298542,0.479988,1.320306311064167,0.767,0.808,0.76575,0.03568978662818275,0.03206090321796191,0.03780964797913944,0.029000000000000026,0.008000000000000007
2020-01-09 00:00:00,dms_cyclone_03,58.3,37.2,38.06,17.7,2.92,84.0,0.96,98.17,50.0,4.928,60.4,0.794,0.676,4.11,1.1900000000000004,2.380000000000001,0.9817,39.4108,0.424528,0.7,0.8185567010309279,1,0.708,21.063000000000006,10.12555690562981,0.479576,1.3133701076963489,0.796,0.731,0.7683749999999999,0.035337887661090056,0.031082977900315785,-0.002512562814070307,-0.0020000000000000018,-0.031000000000000028
2020-01-09 04:00:00,dms_cyclone_01,85.0,26.0,36.7,22.1,3.18,85.0,1.71,98.6,50.0,5.123,59.4,0.809,0.651,3.99,0.81,1.62,0.986,55.335,0.48174,0.7083333333333334,0.4703488372093024,1,0.884,17.901000000000003,9.74089226573154,0.48054600000000003,1.362026695723236,0.794,0.745,0.7710416666666666,0.03590746460685784,0.03201550287348973,0.018891687657430767,0.015000000000000013,0.017000000000000015
2020-01-09 08:00:00,dms_cyclone_02,51.9,46.0,45.69,20.1,3.08,109.0,2.02,98.46,50.0,6.253,66.6,0.728,0.658,3.89,0.81,1.62,0.9845999999999999,34.1502,0.35532,0.9083333333333333,0.35862068965517246,1,0.804,16.281000000000002,7.983394539358136,0.48484799999999995,1.0940919037199126,0.809,0.773,0.7691666666666667,0.036960221468688305,0.03377857936980815,-0.10012360939431408,-0.08100000000000007,-0.09600000000000009
2020-01-09 12:00:00,dms_cyclone_03,57.9,37.7,36.77,17.2,2.94,91.0,2.18,98.56,50.0,5.659,59.4,0.808,0.615,4.06,1.1199999999999997,2.2399999999999993,0.9856,35.6085,0.38314499999999996,0.7583333333333333,0.3689497716894978,1,0.688,19.263999999999992,8.819897689186806,0.479952,1.3594344752582925,0.728,0.79,0.7699166666666667,0.037578806083571385,0.03040073264667406,0.10989010989010994,0.08000000000000007,0.16100000000000014
2020-01-09 16:00:00,dms_cyclone_03,99.3,0.0,36.08,15.8,3.11,112.0,0.72,98.31,50.0,5.01,58.9,0.816,0.653,4.14,1.0299999999999998,2.0599999999999996,0.9831,64.8429,0.653,0.9333333333333333,1.117808219178082,1,0.632,16.273999999999997,9.9601593625498,0.48062399999999994,1.3854253255749516,0.808,0.816,0.7699166666666667,0.037578806083571385,0.03063704926847226,0.009900990099009688,0.007999999999999896,-0.07200000000000017
2020-01-09 20:00:00,dms_cyclone_02,63.6,42.7,45.55,17.7,2.86,83.0,2.04,98.33,50.0,5.717,66.4,0.729,0.686,3.97,1.1100000000000003,2.2200000000000006,0.9833,43.6296,0.393078,0.6916666666666667,0.355609756097561,1,0.708,19.647000000000006,8.730574471800246,0.484056,1.0974539069359088,0.816,0.814,0.766375,0.03724748313644823,0.03202685899319047,-0.10661764705882348,-0.08699999999999997,-0.09499999999999986
2020-01-10 00:00:00,dms_cyclone_03,75.2,29.0,44.55,24.0,2.86,116.0,0.68,98.72,50.0,3.765,65.6,0.737,0.789,4.15,1.2900000000000005,2.580000000000001,0.9872,59.332800000000006,0.5601900000000001,0.9666666666666667,1.0681159420289854,1,0.96,30.96000000000001,13.245033112582782,0.48347199999999996,1.1220825852782765,0.729,0.715,0.7672916666666668,0.03618368496948604,0.03330699717185668,0.010973936899862924,0.008000000000000007,0.09499999999999997
2020-01-10 04:00:00,dms_cyclone_01,95.2,3.2,48.2,18.6,2.88,84.0,1.77,98.01,50.0,5.996,68.6,0.711,0.689,4.04,1.1600000000000001,2.3200000000000003,0.9801000000000001,65.5928,0.666952,0.7,0.399438202247191,1,0.7440000000000001,21.576000000000004,8.325008325008325,0.48774599999999996,1.0371292263015972,0.737,0.745,0.765875,0.037727066169252095,0.03698361635627165,-0.03527815468113982,-0.026000000000000023,-0.03400000000000003
2020-01-10 08:00:00,dms_cyclone_02,53.0,60.9,43.32,9.4,3.08,117.0,2.1,98.82,50.0,5.966,64.7,0.746,0.656,3.97,0.8900000000000001,1.7800000000000002,0.9882,34.768,0.25649600000000006,0.975,0.3535545023696683,0,0.376,8.366000000000001,8.366800535475234,0.48266200000000004,1.1539349180706209,0.711,0.701,0.76775,0.035409713725007036,0.037264309840365925,0.049226441631504914,0.03500000000000003,0.061000000000000054
2020-01-10 12:00:00,dms_cyclone_03,85.8,0.0,36.96,19.3,2.93,115.0,1.57,98.59,50.0,2.598,59.6,0.806,0.824,3.89,0.96,1.92,0.9859,70.69919999999999,0.824,0.9583333333333334,0.5101265822784811,1,0.772,18.528,19.171779141104295,0.480376,1.352447930754666,0.746,0.733,0.7707916666666667,0.03543024888752377,0.03840563011125363,0.08042895442359255,0.06000000000000005,0.025000000000000022
2020-01-10 16:00:00,dms_cyclone_01,76.9,4.3,41.15,16.1,3.08,117.0,2.0,98.03,50.0,6.583,62.9,0.765,0.6,3.94,0.8599999999999999,1.7199999999999998,0.9803000000000001,46.14,0.5742,0.975,0.3805970149253732,1,0.644,13.846,7.583801001061732,0.48118500000000003,1.2147716229348884,0.806,0.815,0.7687083333333332,0.034165173173438035,0.03842692790061151,-0.05086848635235741,-0.041000000000000036,-0.10100000000000009
