timestamp,thickener_id,filter_id,thickener_health_score,filter_health_score,source_circuit,feed_grade_pct,feed_solids_pct,flocculant_dosage_gt,retention_time_hr,underflow_solids_pct,overflow_clarity_ntu,thickening_efficiency,filter_pressure_kpa,cycle_time_min,cake_moisture_pct,water_recovery_pct,solid_recovery_pct,thickening_ratio,flocculant_efficiency,retention_adequacy,overflow_quality_index,thickener_health_impact,filter_pressure_efficiency,moisture_reduction,cycle_time_efficiency,filter_health_moisture_impact,dewatering_energy_intensity,water_recovery_efficiency,solid_loss,overall_dewatering_efficiency
2020-01-09 16:00:00,thickener_01,filter_press_01,93.2,91.7,flotation,50.73,20.1,60.4,2.4,57.5,48.0,0.748,381.0,78.0,8.1,80.9,91.38,2.859273993038289,0.01238205595100149,0.6,0.02040816326530612,0.697136,0.095,-71.80000000000001,0.8652736828611716,0.6722999999999998,29718.0,0.809,8.620000000000005,0.8235999999999999
2020-01-09 20:00:00,thickener_02,vacuum_filter_02,71.3,56.5,flotation,52.0,19.3,50.3,4.9,61.3,46.0,0.828,299.0,65.0,9.0,65.1,55.7,3.1745209735888134,0.016457960644007157,1.225,0.02127659574468085,0.5903639999999999,0.505,-71.7,1.0383017997231194,3.915,19435.0,0.6509999999999999,44.3,0.6786666666666666
2020-01-10 00:00:00,thickener_01,vacuum_filter_01,75.2,64.5,flotation,51.95,15.4,69.8,5.8,64.0,44.0,0.891,209.0,95.0,8.4,70.1,64.11,4.153147306943543,0.012763214439192093,1.45,0.022222222222222223,0.6700320000000001,0.955,-76.19999999999999,0.7104515314177454,2.9819999999999998,19855.0,0.701,35.89,0.7443666666666667
2020-01-10 04:00:00,thickener_01,filter_press_02,62.7,51.4,flotation,52.0,23.5,52.9,5.3,58.3,14.0,0.749,228.0,95.0,8.4,53.7,50.96,2.4797958315610376,0.014156114156114157,1.325,0.06666666666666667,0.469623,0.86,-68.1,0.7104515314177454,4.0824,21660.0,0.537,49.04,0.5985333333333334
2020-01-10 08:00:00,thickener_02,filter_press_02,65.4,53.4,flotation,51.07,17.7,35.1,3.5,55.0,58.0,0.714,302.0,72.0,9.7,59.3,53.3,3.105590062111801,0.020336086585018513,0.875,0.01694915254237288,0.466956,0.49,-72.6,0.9373698097486459,4.5202,21744.0,0.593,46.7,0.6133333333333333
2020-01-10 12:00:00,thickener_01,filter_press_02,79.4,91.5,flotation,52.0,15.4,24.4,5.2,59.4,11.0,0.805,330.0,55.0,10.5,68.4,89.64,3.854639844256976,0.03297828758705449,1.3,0.08333333333333333,0.6391700000000001,0.35,-74.1,1.2270496273404836,0.8925,18150.0,0.684,10.36,0.7951333333333334
2020-01-10 16:00:00,thickener_02,vacuum_filter_03,92.9,91.4,flotation,52.0,15.3,25.4,3.4,68.8,38.0,0.95,384.0,93.0,10.7,88.2,90.75,4.49379490529066,0.03738685556867375,0.85,0.02564102564102564,0.88255,0.08,-74.0,0.7257284162993226,0.9201999999999994,35712.0,0.882,9.25,0.9131666666666666
2020-01-10 20:00:00,thickener_02,vacuum_filter_01,67.4,79.4,flotation,51.99,21.7,71.4,2.9,57.6,46.0,0.744,299.0,48.0,10.1,63.4,77.97,2.6531552280055273,0.010418708864304717,0.725,0.02127659574468085,0.501456,0.505,-68.2,1.4059570922724434,2.0805999999999996,14352.0,0.634,22.03,0.7192333333333334
2020-01-11 00:00:00,thickener_01,vacuum_filter_01,88.9,89.6,flotation,52.0,24.6,27.8,4.3,62.9,30.0,0.844,300.0,81.0,11.2,82.2,88.67,2.555871596911824,0.030348795397339083,1.075,0.03225806451612903,0.750316,0.5,-64.19999999999999,0.8332304653746451,1.1648000000000005,24300.0,0.8220000000000001,11.329999999999998,0.8508999999999999
2020-01-11 04:00:00,thickener_01,filter_press_02,79.7,62.0,flotation,52.0,19.2,20.7,3.4,61.7,17.0,0.837,200.0,91.0,9.9,73.8,61.66,3.2118688183237896,0.040415258329309506,0.85,0.05555555555555555,0.667089,1.0,-70.89999999999999,0.7416767388199098,3.762,18200.0,0.738,38.34,0.7305333333333333
2020-01-11 08:00:00,thickener_02,filter_press_02,89.8,89.2,flotation,52.0,16.6,31.3,4.9,56.1,11.0,0.739,233.0,69.0,9.4,83.5,87.51,3.3774834437086088,0.02360268284893005,1.225,0.08333333333333333,0.663622,0.835,-74.0,0.978119113172004,1.0151999999999999,16077.0,0.835,12.489999999999995,0.8163666666666667
2020-01-11 12:00:00,thickener_01,vacuum_filter_02,65.7,65.7,flotation,50.47,22.4,75.9,2.2,57.5,41.0,0.737,204.0,58.0,10.1,57.4,65.16,2.565818830879072,0.00970886576208668,0.55,0.023809523809523808,0.48420900000000006,0.98,-67.5,1.1635924840544734,3.4642999999999997,11832.0,0.574,34.84,0.6542
2020-01-11 16:00:00,thickener_02,vacuum_filter_03,73.4,77.0,flotation,52.0,15.2,50.7,4.2,55.2,32.0,0.73,273.0,56.0,10.7,66.9,76.31,3.629191321499014,0.01439558272530073,1.05,0.030303030303030304,0.53582,0.635,-74.1,1.205141938939475,2.461,15288.0,0.669,23.689999999999998,0.7207
2020-01-11 20:00:00,thickener_01,filter_press_02,96.1,55.4,flotation,52.0,16.4,67.4,5.9,63.9,15.0,0.886,345.0,75.0,11.8,91.2,55.1,3.893967093235832,0.013143450526628095,1.475,0.0625,0.8514459999999999,0.275,-71.80000000000001,0.8998800159978669,5.262800000000001,25875.0,0.912,44.9,0.783
2020-01-12 00:00:00,thickener_02,vacuum_filter_01,94.9,51.3,flotation,52.0,21.5,41.9,2.7,62.0,48.0,0.836,272.0,79.0,10.7,82.0,50.65,2.8823802882380285,0.01994750656167979,0.675,0.02040816326530612,0.793364,0.64,-67.8,0.8543222376914315,5.2109000000000005,21488.0,0.82,49.35,0.7208333333333332
2020-01-12 04:00:00,thickener_02,vacuum_filter_02,93.9,51.1,flotation,52.0,16.5,51.2,5.8,63.9,45.0,0.887,302.0,72.0,9.3,81.1,50.95,3.8703815869170195,0.017320835774262838,1.45,0.021739130434782608,0.8328930000000001,0.49,-74.2,0.9373698097486459,4.547700000000001,21744.0,0.8109999999999999,49.05,0.7358333333333333
2020-01-12 08:00:00,thickener_01,vacuum_filter_02,52.5,88.0,flotation,52.0,22.3,64.6,2.7,54.7,22.0,0.68,260.0,56.0,9.2,45.6,87.87,2.4518153294486775,0.01052468658102461,0.675,0.043478260869565216,0.35700000000000004,0.7,-68.5,1.205141938939475,1.1039999999999999,14560.0,0.456,12.129999999999995,0.6715666666666668
2020-01-12 12:00:00,thickener_01,vacuum_filter_03,83.7,63.9,flotation,51.58,21.6,33.4,3.5,54.8,50.0,0.687,200.0,53.0,10.9,78.7,63.7,2.535863026376677,0.020562705776713562,0.875,0.0196078431372549,0.5750190000000001,1.0,-67.5,1.2733446519524618,3.9349000000000003,10600.0,0.787,36.3,0.7036666666666668
2020-01-12 16:00:00,thickener_01,vacuum_filter_01,62.3,68.9,flotation,52.0,15.1,44.5,4.9,59.0,30.0,0.799,270.0,59.0,9.6,58.7,67.88,3.9046988749172735,0.017951022242192766,1.225,0.03225806451612903,0.497777,0.65,-75.30000000000001,1.1438739196746315,2.9855999999999994,15930.0,0.5870000000000001,32.120000000000005,0.6882666666666667
2020-01-12 20:00:00,thickener_02,filter_press_01,63.9,88.7,flotation,52.0,17.6,72.9,2.8,53.5,17.0,0.685,331.0,61.0,11.3,54.8,87.14,3.0380465644520154,0.009395144698943902,0.7,0.05555555555555555,0.437715,0.345,-71.1,1.1063760039337813,1.2768999999999997,20191.0,0.5479999999999999,12.86,0.7014666666666667
2020-01-13 00:00:00,thickener_01,filter_press_01,66.2,65.9,flotation,52.0,16.1,44.6,2.7,53.0,13.0,0.685,249.0,89.0,8.3,56.5,65.81,3.289882060831781,0.015355301501905404,0.675,0.07142857142857142,0.4534700000000001,0.755,-75.6,0.7583417593528816,2.8303,22161.0,0.565,34.19,0.6360333333333333
2020-01-13 04:00:00,thickener_02,filter_press_01,94.3,91.6,flotation,52.0,24.9,44.1,4.2,56.1,17.0,0.693,398.0,72.0,10.8,81.5,90.17,2.2521075873143315,0.015710723192019948,1.05,0.05555555555555555,0.6534989999999999,0.01,-64.30000000000001,0.9373698097486459,0.9072000000000007,28656.0,0.815,9.829999999999998,0.8032333333333334
2020-01-13 08:00:00,thickener_02,filter_press_01,58.6,83.6,flotation,52.0,21.7,37.8,4.2,52.1,17.0,0.629,231.0,78.0,8.7,53.2,82.64,2.3998157531091664,0.01663581063210791,1.05,0.05555555555555555,0.36859400000000003,0.845,-69.6,0.8652736828611716,1.4268000000000003,18018.0,0.532,17.36,0.6624666666666666
2020-01-13 12:00:00,thickener_01,vacuum_filter_03,99.7,59.5,flotation,52.0,24.3,35.6,4.1,64.7,21.0,0.883,295.0,66.0,10.2,85.8,59.08,2.6614561908679555,0.02479640550407189,1.025,0.045454545454545456,0.880351,0.525,-65.5,1.0225723375246174,4.130999999999999,19470.0,0.858,40.92,0.7772666666666668
