timestamp,jig_id,jig_health_score,jig_wear_rate_pct,feed_grade_pct,stroke_length_mm,stroke_frequency_spm,water_flow_m3h_m2,bed_height_mm,hutch_water_m3h,concentrate_grade_pct,tailings_grade_pct,jig_recovery,separation_efficiency,feed_size_mm,ore_type,stroke_work_index,stroke_deviation_from_optimal,stroke_efficiency,water_to_bed_ratio,hutch_water_efficiency,hydraulic_regime,particle_size_jigging_factor,density_stratification_potential,bed_height_optimization,jig_health_separation_product,screen_wear_impact
2020-01-02 06:00:00,jig_01,93.9,21.7,48.01,18.3,226.0,2.03,281.0,1.68,48.0,2.834,0.759,0.831,24.1,carbonate,4.135800000000001,0.1358000000000006,0.9660499999999999,0.007223942208462332,0.449112426035503,458.78,1.205,1.5,1.248888888888889,78.0309,0.594297
2020-01-02 08:30:00,jig_03,57.7,39.4,45.94,16.7,213.0,2.8,173.0,1.29,48.0,8.844,0.4,0.45,8.5,silicate,3.5570999999999997,0.4429000000000003,0.8892749999999999,0.01618403560487833,0.3076923076923077,596.4,0.425,1.5,0.7688888888888888,25.965000000000003,0.24240000000000003
2020-01-02 11:00:00,jig_02,57.8,19.9,44.51,21.0,178.0,2.35,206.0,1.5,48.0,4.616,0.592,0.704,20.9,oxide,3.738,0.262,0.9345,0.011407213242075628,0.3920529801324503,418.3,1.045,1.5,0.9155555555555556,40.691199999999995,0.47419199999999995
2020-01-02 13:30:00,jig_01,78.0,12.2,44.37,19.3,173.0,2.54,294.0,1.29,48.0,6.933,0.4,0.554,19.5,oxide,3.3389,0.6610999999999998,0.834725,0.008639161933267577,0.3076923076923077,439.42,0.975,1.5,1.3066666666666666,43.212,0.35119999999999996
2020-01-02 16:00:00,jig_02,72.8,18.2,35.27,24.3,202.0,2.76,168.0,1.6,44.53,6.79,0.4,0.45,8.4,silicate,4.908600000000001,0.9086000000000007,0.7728499999999998,0.016427593595619308,0.2484472049689441,557.52,0.42000000000000004,1.5,0.7466666666666667,32.76,0.3272
2020-01-02 18:30:00,jig_02,57.1,45.3,42.85,17.7,173.0,3.76,169.0,2.35,48.0,8.249,0.4,0.45,10.2,oxide,3.0621,0.9379,0.765525,0.02224720430743743,0.16949152542372883,650.48,0.51,1.5,0.7511111111111111,25.695,0.21880000000000002
2020-01-02 21:00:00,jig_02,96.8,0.0,46.47,20.3,223.0,2.04,217.0,1.36,48.0,5.906,0.509,0.637,8.9,carbonate,4.5269,0.5269000000000004,0.8682749999999999,0.009400488456753146,0.37153284671532844,454.92,0.445,1.5,0.9644444444444444,61.6616,0.509
2020-01-02 23:30:00,jig_03,88.1,3.7,43.29,21.5,163.0,2.83,186.0,2.47,48.0,8.333,0.4,0.45,12.7,oxide,3.5045,0.49549999999999983,0.876125,0.01521423579377453,0.16129032258064518,461.29,0.635,1.5,0.8266666666666667,39.644999999999996,0.38520000000000004
2020-01-03 02:00:00,jig_03,52.3,50.9,44.35,15.0,224.0,2.47,300.0,1.67,48.0,8.537,0.4,0.45,9.8,oxide,3.36,0.6400000000000001,0.84,0.008233058898036733,0.2380952380952381,553.2800000000001,0.49000000000000005,1.5,1.3333333333333333,23.535,0.19640000000000002
2020-01-03 04:30:00,jig_04,74.7,18.5,45.28,15.3,214.0,3.94,280.0,1.34,48.0,6.123,0.572,0.614,21.6,carbonate,3.2742000000000004,0.7257999999999996,0.8185500000000001,0.014070926038355773,0.42370370370370364,843.16,1.08,1.5,1.2444444444444445,45.8658,0.46617999999999993
2020-01-03 07:00:00,jig_02,62.7,40.3,48.58,19.5,198.0,2.63,233.0,2.01,48.0,9.287,0.4,0.454,11.6,oxide,3.861,0.1389999999999998,0.96525,0.011287069224496803,0.19801980198019808,520.74,0.58,1.5,1.0355555555555556,28.4658,0.2388
2020-01-03 09:30:00,jig_02,63.8,51.8,47.86,24.5,175.0,2.93,285.0,1.01,48.0,7.394,0.532,0.559,11.0,carbonate,4.2875,0.28749999999999964,0.9281250000000001,0.01028034104066524,0.5215686274509804,512.75,0.55,1.5,1.2666666666666666,35.6642,0.25642400000000004
2020-01-03 12:00:00,jig_02,88.3,0.0,49.2,21.0,187.0,2.14,264.0,2.16,48.0,7.472,0.494,0.566,8.5,silicate,3.927,0.07299999999999995,0.98175,0.008105753569940533,0.22764976958525346,400.18,0.425,1.5,1.1733333333333333,49.977799999999995,0.494
2020-01-03 14:30:00,jig_03,94.4,0.0,46.28,20.9,218.0,2.74,159.0,1.28,48.0,6.121,0.58,0.622,15.4,oxide,4.5562,0.5561999999999996,0.8609500000000001,0.017231620652789135,0.44961240310077516,597.32,0.77,1.5,0.7066666666666667,58.716800000000006,0.58
2020-01-03 17:00:00,jig_03,63.4,40.1,38.65,20.7,208.0,2.39,285.0,1.93,48.0,7.44,0.4,0.45,15.7,silicate,4.305599999999999,0.3055999999999992,0.9236000000000002,0.008385670678221817,0.2061855670103093,497.12,0.7849999999999999,1.5,1.2666666666666666,28.53,0.2396
2020-01-03 19:30:00,jig_02,94.8,10.8,48.77,20.8,246.0,3.69,185.0,1.17,48.0,8.996,0.458,0.473,13.0,oxide,5.1168000000000005,1.1168000000000005,0.7207999999999999,0.019944867844981354,0.388135593220339,907.74,0.65,1.5,0.8222222222222222,44.840399999999995,0.408536
2020-01-03 22:00:00,jig_03,95.6,0.0,37.41,22.6,162.0,3.6,202.0,2.15,48.0,6.014,0.456,0.541,11.0,oxide,3.6612000000000005,0.33879999999999955,0.9153000000000001,0.01782089995544775,0.21111111111111114,583.2,0.55,1.5,0.8977777777777778,51.7196,0.456
2020-01-04 00:30:00,jig_04,90.5,0.0,40.28,23.0,246.0,2.46,221.0,2.12,48.0,7.755,0.418,0.45,13.0,carbonate,5.658,1.6580000000000004,0.5854999999999999,0.01113071806705579,0.19624413145539907,605.16,0.65,1.5,0.9822222222222222,40.725,0.418
2020-01-04 03:00:00,jig_02,86.7,17.7,47.86,19.7,179.0,3.88,285.0,1.65,48.0,5.089,0.625,0.696,18.8,oxide,3.5262999999999995,0.47370000000000045,0.8815749999999999,0.013613557419037928,0.37650602409638556,694.52,0.9400000000000001,1.5,1.2666666666666666,60.343199999999996,0.514375
2020-01-04 05:30:00,jig_03,53.6,51.6,47.22,15.5,202.0,2.7,227.0,2.23,48.0,5.513,0.613,0.666,21.8,oxide,3.131,0.8690000000000002,0.78275,0.011893749174045197,0.2736607142857143,545.4000000000001,1.09,1.5,1.008888888888889,35.6976,0.296692
2020-01-04 08:00:00,jig_04,72.0,24.3,37.99,21.6,232.0,3.68,291.0,2.34,48.0,6.307,0.409,0.526,14.9,oxide,5.0112000000000005,1.0112000000000005,0.7471999999999999,0.012645613552798874,0.17404255319148937,853.76,0.745,1.5,1.2933333333333332,37.872,0.30961299999999997
2020-01-04 10:30:00,jig_04,57.6,29.0,36.98,21.4,163.0,3.31,294.0,2.01,48.0,3.654,0.672,0.718,21.0,carbonate,3.4882,0.5118,0.87205,0.011258120472092787,0.33267326732673275,539.53,1.05,1.5,1.3066666666666666,41.3568,0.47712000000000004
2020-01-04 13:00:00,jig_02,55.3,59.9,48.09,23.6,155.0,2.8,221.0,1.22,48.0,4.406,0.664,0.738,21.1,oxide,3.658,0.3420000000000001,0.9145,0.01266910999502285,0.5398373983739838,434.0,1.0550000000000002,1.5,0.9822222222222222,40.8114,0.26626400000000006
2020-01-04 15:30:00,jig_04,91.9,9.8,35.96,22.5,229.0,3.56,171.0,1.49,45.4,6.922,0.4,0.45,14.5,oxide,5.1525,1.1524999999999999,0.711875,0.020817496052862407,0.26666666666666666,815.24,0.725,1.5,0.76,41.355000000000004,0.36080000000000007
2020-01-04 18:00:00,jig_03,62.6,32.1,44.11,19.1,239.0,3.33,173.0,2.4,48.0,3.485,0.574,0.774,21.7,carbonate,4.564900000000001,0.5649000000000006,0.8587749999999998,0.01924744234437316,0.23817427385892118,795.87,1.085,1.5,0.7688888888888888,48.452400000000004,0.38974600000000004
2020-01-04 20:30:00,jig_02,56.0,21.1,37.53,21.6,243.0,2.26,291.0,1.44,47.82,6.621,0.4,0.496,9.9,oxide,5.2488,1.2488000000000001,0.6878,0.00776605614927322,0.27586206896551724,549.18,0.495,1.5,1.2933333333333332,27.776,0.31560000000000005
2020-01-04 23:00:00,jig_02,90.5,0.0,49.2,16.0,198.0,2.08,250.0,1.6,48.0,4.414,0.561,0.744,18.4,carbonate,3.168,0.8319999999999999,0.792,0.008319667213311469,0.3484472049689441,411.84000000000003,0.9199999999999999,1.5,1.1111111111111112,67.332,0.561
2020-01-05 01:30:00,jig_04,60.7,47.4,36.18,16.5,202.0,3.2,174.0,1.52,45.68,6.965,0.435,0.45,19.8,oxide,3.333,0.6669999999999998,0.83325,0.018389747715648528,0.28431372549019607,646.4000000000001,0.99,1.5,0.7733333333333333,27.315,0.22881
2020-01-05 04:00:00,jig_03,68.4,31.3,40.95,22.7,228.0,2.56,173.0,1.71,48.0,5.637,0.483,0.607,22.0,carbonate,5.175599999999999,1.1755999999999993,0.7061000000000002,0.014796832553031618,0.28081395348837207,583.6800000000001,1.1,1.5,0.7688888888888888,41.5188,0.331821
2020-01-05 06:30:00,jig_04,70.0,22.2,35.15,16.6,154.0,3.95,255.0,1.02,44.7,6.317,0.428,0.487,12.1,oxide,2.5564,1.4436,0.6391,0.015489588643582606,0.4155339805825243,608.3000000000001,0.605,1.5,1.1333333333333333,34.089999999999996,0.332984
2020-01-05 09:00:00,jig_04,87.7,7.6,44.93,19.0,217.0,3.91,205.0,1.52,48.0,6.361,0.449,0.596,8.3,oxide,4.123,0.12300000000000022,0.96925,0.019072240378518124,0.2934640522875817,848.47,0.41500000000000004,1.5,0.9111111111111111,52.2692,0.414876
2020-01-05 11:30:00,jig_01,88.2,23.5,37.92,18.5,246.0,3.98,250.0,1.74,47.91,7.255,0.431,0.453,12.4,oxide,4.551,0.5510000000000002,0.86225,0.01591936322547098,0.24628571428571427,979.08,0.62,1.5,1.1111111111111112,39.9546,0.329715
2020-01-05 14:00:00,jig_01,90.5,19.6,43.47,16.0,227.0,3.87,216.0,1.84,48.0,6.091,0.579,0.6,8.3,oxide,3.632,0.3679999999999999,0.908,0.017915837229757883,0.31297297297297294,878.49,0.41500000000000004,1.5,0.96,54.3,0.465516
2020-01-05 16:30:00,jig_04,74.8,26.8,43.86,21.8,193.0,2.18,153.0,2.06,48.0,4.83,0.547,0.685,22.0,carbonate,4.207400000000001,0.2074000000000007,0.9481499999999998,0.014247434808182474,0.26425120772946864,420.74,1.1,1.5,0.68,51.238,0.40040400000000004
2020-01-05 19:00:00,jig_04,70.2,31.8,44.31,23.3,187.0,3.08,160.0,1.05,48.0,3.049,0.592,0.803,23.9,carbonate,4.3571,0.3571,0.910725,0.019248796950190616,0.5584905660377358,575.96,1.1949999999999998,1.5,0.7111111111111111,56.3706,0.403744
2020-01-05 21:30:00,jig_02,81.7,14.8,35.37,15.6,234.0,3.24,209.0,1.59,45.11,6.164,0.452,0.502,14.8,carbonate,3.6504000000000003,0.3495999999999997,0.9126000000000001,0.015501650638725422,0.2825,758.1600000000001,0.74,1.5,0.9288888888888889,41.013400000000004,0.38510400000000006
2020-01-06 00:00:00,jig_04,72.1,16.5,44.55,22.7,207.0,3.86,225.0,1.32,48.0,3.127,0.648,0.799,24.0,oxide,4.6989,0.6989000000000001,0.825275,0.017154793120305763,0.48721804511278194,799.02,1.2,1.5,1.0,57.6079,0.54108
2020-01-06 02:30:00,jig_03,87.2,12.7,48.26,16.4,185.0,2.68,218.0,1.09,48.0,6.369,0.531,0.623,19.4,oxide,3.0339999999999994,0.9660000000000006,0.7584999999999998,0.012293014081922848,0.4827272727272727,495.8,0.97,1.5,0.9688888888888889,54.3256,0.46356299999999995
2020-01-06 05:00:00,jig_02,78.9,21.6,35.81,22.0,230.0,3.4,218.0,1.3,46.16,5.561,0.421,0.556,19.7,carbonate,5.06,1.0599999999999996,0.7350000000000001,0.015595614880051374,0.3213740458015267,782.0,0.985,1.5,0.9688888888888889,43.86840000000001,0.33006399999999997
2020-01-06 07:30:00,jig_01,95.4,2.8,37.54,23.4,150.0,3.95,248.0,2.05,48.0,1.577,0.613,0.88,22.7,carbonate,3.51,0.4900000000000002,0.8775,0.01592677714608282,0.29757281553398063,592.5,1.135,1.5,1.1022222222222222,83.95200000000001,0.595836
2020-01-06 10:00:00,jig_02,64.8,18.8,39.34,15.3,207.0,3.64,191.0,2.16,48.0,7.573,0.4,0.45,10.6,oxide,3.1671000000000005,0.8328999999999995,0.7917750000000001,0.01905659389560756,0.18433179723502305,753.48,0.53,1.5,0.8488888888888889,29.16,0.32480000000000003
2020-01-06 12:30:00,jig_04,77.8,11.6,36.39,20.6,208.0,2.22,265.0,1.18,47.74,4.486,0.53,0.648,11.7,oxide,4.284800000000001,0.2848000000000006,0.9287999999999998,0.008377042375759406,0.44537815126050423,461.76000000000005,0.585,1.5,1.1777777777777778,50.4144,0.46852000000000005
2020-01-06 15:00:00,jig_04,73.1,38.1,48.2,19.1,245.0,3.4,208.0,1.67,48.0,9.072,0.4,0.462,17.4,oxide,4.6795,0.6795,0.830125,0.01634536801115331,0.2380952380952381,833.0,0.8699999999999999,1.5,0.9244444444444444,33.7722,0.24760000000000001
2020-01-06 17:30:00,jig_02,58.4,39.6,42.54,23.5,175.0,2.3,213.0,1.22,48.0,8.189,0.409,0.45,16.2,carbonate,4.1125,0.11249999999999982,0.971875,0.01079761513543965,0.33252032520325203,402.49999999999994,0.8099999999999999,1.5,0.9466666666666667,26.28,0.24703599999999998
2020-01-06 20:00:00,jig_02,94.5,0.0,49.23,22.3,223.0,3.56,202.0,2.47,48.0,6.408,0.561,0.628,19.3,oxide,4.972900000000001,0.972900000000001,0.7567749999999998,0.017622889955942776,0.22620967741935485,793.88,0.9650000000000001,1.5,0.8977777777777778,59.346000000000004,0.561
2020-01-06 22:30:00,jig_04,87.3,3.0,41.91,21.5,229.0,3.98,249.0,2.22,48.0,8.068,0.4,0.45,12.5,oxide,4.9235,0.9234999999999998,0.7691250000000001,0.01598329384362074,0.17937219730941706,911.42,0.625,1.5,1.1066666666666667,39.285,0.38800000000000007
2020-01-07 01:00:00,jig_01,80.3,17.2,37.85,19.2,179.0,2.83,265.0,1.92,48.0,5.228,0.572,0.605,20.5,carbonate,3.4368,0.5632000000000001,0.8592,0.01067884230783744,0.29637305699481864,506.57,1.025,1.5,1.1777777777777778,48.5815,0.473616
2020-01-07 03:30:00,jig_03,74.1,25.5,36.42,24.4,158.0,2.27,215.0,1.75,48.0,4.089,0.591,0.679,23.8,oxide,3.8552,0.14480000000000004,0.9638,0.01055764848146598,0.3357954545454545,358.66,1.19,1.5,0.9555555555555556,50.3139,0.440295
2020-01-07 06:00:00,jig_02,86.5,15.3,39.4,22.7,206.0,2.14,194.0,1.86,48.0,1.655,0.663,0.88,23.1,oxide,4.6762,0.6761999999999997,0.8309500000000001,0.011030359259831968,0.35454545454545455,440.84000000000003,1.155,1.5,0.8622222222222222,76.12,0.561561
2020-01-07 08:30:00,jig_02,83.9,12.9,45.16,18.8,201.0,3.17,195.0,2.19,48.0,7.099,0.4,0.551,14.2,carbonate,3.7788000000000004,0.22119999999999962,0.9447000000000001,0.016255576637095533,0.18181818181818185,637.17,0.71,1.5,0.8666666666666667,46.22890000000001,0.3484
2020-01-07 11:00:00,jig_03,53.6,36.9,42.77,22.1,165.0,3.43,274.0,2.3,48.0,8.232,0.422,0.45,17.7,carbonate,3.6465000000000005,0.3534999999999995,0.9116250000000001,0.012517791321484619,0.1826839826839827,565.95,0.885,1.5,1.2177777777777778,24.12,0.266282
2020-01-07 13:30:00,jig_02,68.7,32.6,47.06,24.7,161.0,2.24,155.0,2.45,48.0,4.578,0.676,0.722,23.5,carbonate,3.9766999999999997,0.02330000000000032,0.9941749999999999,0.014450680601251535,0.2747967479674797,360.64000000000004,1.175,1.5,0.6888888888888889,49.6014,0.45562400000000003
2020-01-07 16:00:00,jig_02,70.3,22.7,44.14,16.4,215.0,3.07,237.0,2.13,48.0,5.263,0.444,0.659,19.0,carbonate,3.5259999999999994,0.47400000000000064,0.8814999999999998,0.012953039956119995,0.20747663551401874,660.05,0.95,1.5,1.0533333333333332,46.3277,0.34321199999999996
2020-01-07 18:30:00,jig_04,87.1,3.5,38.89,16.3,220.0,3.16,281.0,2.37,48.0,4.552,0.549,0.666,22.5,oxide,3.586,0.41400000000000015,0.8965,0.011245151418099002,0.23067226890756307,695.2,1.125,1.5,1.248888888888889,58.0086,0.5297850000000001
2020-01-07 21:00:00,jig_02,99.3,0.0,36.0,16.2,246.0,2.25,298.0,1.19,48.0,3.352,0.628,0.734,21.5,carbonate,3.9852,0.014800000000000146,0.9963,0.007550082212006309,0.5233333333333333,553.5,1.075,1.5,1.3244444444444445,72.8862,0.628
2020-01-07 23:30:00,jig_02,94.1,15.8,47.74,22.8,170.0,3.94,181.0,2.37,48.0,9.115,0.4,0.454,11.8,oxide,3.876,0.12400000000000011,0.969,0.02176675321805425,0.16806722689075632,669.8,0.5900000000000001,1.5,0.8044444444444444,42.721399999999996,0.3368
2020-01-08 02:00:00,jig_04,82.9,25.3,42.31,19.5,157.0,3.6,204.0,2.21,48.0,5.907,0.506,0.601,14.0,oxide,3.0615,0.9384999999999999,0.765375,0.017646193814028724,0.22792792792792796,565.2,0.7,1.5,0.9066666666666666,49.822900000000004,0.37798200000000004
2020-01-08 04:30:00,jig_01,70.4,31.0,40.99,17.5,173.0,3.91,241.0,2.33,48.0,7.89,0.425,0.45,18.0,oxide,3.0275,0.9725000000000001,0.756875,0.016223393220198334,0.18162393162393162,676.4300000000001,0.9,1.5,1.0711111111111111,31.680000000000003,0.29325
2020-01-08 07:00:00,jig_01,81.7,36.8,36.31,16.9,218.0,3.07,232.0,1.88,48.0,1.525,0.722,0.88,24.2,carbonate,3.6841999999999997,0.3158000000000003,0.9210499999999999,0.01323218826774708,0.382010582010582,669.26,1.21,1.5,1.031111111111111,71.896,0.45630400000000004
2020-01-08 09:30:00,jig_03,96.3,0.7,39.45,16.6,157.0,2.99,175.0,1.67,48.0,4.614,0.556,0.666,21.0,oxide,2.6062000000000003,1.3937999999999997,0.6515500000000001,0.017084738014970575,0.330952380952381,469.43,1.05,1.5,0.7777777777777778,64.1358,0.552108
2020-01-08 12:00:00,jig_02,72.6,12.4,35.14,17.9,165.0,3.85,232.0,2.4,44.36,6.764,0.4,0.45,11.5,silicate,2.9534999999999996,1.0465000000000004,0.7383749999999999,0.01659411232274471,0.16597510373443985,635.25,0.575,1.5,1.031111111111111,32.67,0.3504
2020-01-08 14:30:00,jig_02,52.9,32.9,39.85,24.7,194.0,2.53,254.0,2.35,48.0,7.463,0.4,0.465,13.5,oxide,4.7918,0.7918000000000003,0.8020499999999999,0.00996023778591394,0.16949152542372883,490.81999999999994,0.675,1.5,1.1288888888888888,24.5985,0.26839999999999997
2020-01-08 17:00:00,jig_02,50.8,63.6,43.42,18.3,236.0,2.8,212.0,1.12,48.0,8.359,0.437,0.45,9.6,oxide,4.3188,0.3188000000000004,0.9202999999999999,0.0132069242016886,0.3867256637168141,660.8,0.48,1.5,0.9422222222222222,22.86,0.159068
2020-01-08 19:30:00,jig_02,82.3,21.7,44.54,15.4,246.0,2.83,259.0,1.21,48.0,8.575,0.4,0.45,13.5,carbonate,3.7884,0.2115999999999998,0.9471,0.01092621906490097,0.3278688524590164,696.1800000000001,0.675,1.5,1.1511111111111112,37.035,0.3132
2020-01-08 22:00:00,jig_02,63.6,44.6,36.53,17.6,238.0,2.19,287.0,1.93,46.12,7.032,0.4,0.45,11.2,silicate,4.1888000000000005,0.18880000000000052,0.9527999999999999,0.007630396153444131,0.2061855670103093,521.22,0.5599999999999999,1.5,1.2755555555555556,28.62,0.2216
2020-01-09 00:30:00,jig_03,56.0,51.2,45.17,19.8,223.0,3.16,249.0,1.12,48.0,3.563,0.615,0.775,21.3,oxide,4.415400000000001,0.4154000000000009,0.8961499999999998,0.012690253403477772,0.5442477876106194,704.6800000000001,1.065,1.5,1.1066666666666667,43.4,0.30011999999999994
2020-01-09 03:00:00,jig_02,55.1,39.2,46.62,18.6,190.0,3.11,164.0,2.21,48.0,1.98,0.714,0.879,24.4,oxide,3.5340000000000003,0.46599999999999975,0.8835000000000001,0.018962258398878117,0.32162162162162167,590.9,1.22,1.5,0.7288888888888889,48.432900000000004,0.43411199999999994
2020-01-09 05:30:00,jig_04,98.3,0.0,46.05,24.2,205.0,3.76,179.0,1.25,48.0,8.864,0.419,0.45,9.5,oxide,4.961,0.9610000000000003,0.7597499999999999,0.021004413161275905,0.3325396825396825,770.8,0.475,1.5,0.7955555555555556,44.235,0.419
2020-01-09 08:00:00,jig_01,69.1,15.7,39.05,22.1,161.0,2.65,169.0,1.42,48.0,5.327,0.543,0.61,22.6,carbonate,3.5581000000000005,0.4418999999999995,0.8895250000000001,0.015679545589018403,0.3797202797202798,426.65,1.1300000000000001,1.5,0.7511111111111111,42.150999999999996,0.457749
2020-01-09 10:30:00,jig_04,79.9,21.3,41.06,23.4,210.0,2.19,201.0,1.95,48.0,4.8,0.604,0.666,24.5,oxide,4.914,0.9139999999999997,0.7715000000000001,0.010894980349236357,0.3081632653061224,459.9,1.225,1.5,0.8933333333333333,53.21340000000001,0.475348
2020-01-09 13:00:00,jig_04,70.8,22.8,47.94,24.7,214.0,2.72,229.0,1.31,48.0,5.337,0.6,0.682,19.0,oxide,5.2858,1.2858,0.67855,0.011877210602157112,0.45454545454545453,582.08,0.95,1.5,1.0177777777777777,48.2856,0.4632
2020-01-09 15:30:00,jig_02,99.6,0.0,38.93,22.3,217.0,2.47,198.0,2.17,48.0,2.331,0.764,0.829,24.2,carbonate,4.8391,0.8391000000000002,0.790225,0.012474117468814707,0.35045871559633035,535.99,1.21,1.5,0.88,82.5684,0.764
2020-01-09 18:00:00,jig_03,75.2,38.8,45.95,24.9,156.0,3.16,198.0,1.56,48.0,4.215,0.55,0.738,23.8,oxide,3.8844,0.11560000000000015,0.9711,0.015958789960103026,0.35031847133757965,492.96000000000004,1.19,1.5,0.88,55.4976,0.3366
2020-01-09 20:30:00,jig_03,98.5,12.2,36.33,18.6,232.0,2.21,249.0,1.53,46.35,6.314,0.4,0.503,10.8,oxide,4.315200000000001,0.3152000000000008,0.9211999999999998,0.008875145576482873,0.25974025974025977,512.72,0.54,1.5,1.1066666666666667,49.5455,0.35119999999999996
2020-01-09 23:00:00,jig_03,83.0,16.2,41.43,20.6,208.0,3.18,250.0,1.72,48.0,6.213,0.532,0.572,17.5,oxide,4.284800000000001,0.2848000000000006,0.9287999999999998,0.012719491220351186,0.30751445086705204,661.44,0.875,1.5,1.1111111111111112,47.476,0.445816
2020-01-10 01:30:00,jig_01,76.4,33.5,43.75,19.6,225.0,2.25,203.0,1.68,48.0,8.421,0.4,0.45,14.4,oxide,4.41,0.41000000000000014,0.8975,0.01108319787202601,0.2366863905325444,506.25,0.72,1.5,0.9022222222222223,34.38,0.266
2020-01-10 04:00:00,jig_03,71.0,40.6,49.77,17.7,153.0,2.24,216.0,2.04,48.0,9.142,0.435,0.475,10.8,oxide,2.7081,1.2919,0.677025,0.010369890282857277,0.21219512195121953,342.72,0.54,1.5,0.96,33.725,0.25839
2020-01-10 06:30:00,jig_01,96.3,20.2,37.32,17.6,167.0,3.0,299.0,1.61,47.88,6.113,0.488,0.532,15.6,oxide,2.9392000000000005,1.0607999999999995,0.7348000000000001,0.010033109260559848,0.30123456790123454,501.0,0.78,1.5,1.3288888888888888,51.2316,0.389424
2020-01-10 09:00:00,jig_03,93.7,5.9,39.49,17.5,153.0,3.52,167.0,1.86,48.0,5.772,0.509,0.582,17.5,oxide,2.6775,1.3224999999999998,0.669375,0.021076582240584396,0.2721925133689839,538.5600000000001,0.875,1.5,0.7422222222222222,54.5334,0.478969
