timestamp,feed_grade_pct,spiral_speed_rpm,wash_water_m3h,feed_density_pct_solids,spiral_concentrate_grade_pct,spiral_tailings_grade_pct,spiral_recovery,magnetic_intensity_t,belt_speed_ms,final_concentrate_grade_pct,overall_recovery,ore_type
2020-01-04 14:00:00,49.75,189.0,1.12,19.2,48.0,4.06,0.653,1.2,1.03,48.0,0.477,oxide
2020-01-04 16:00:00,39.42,199.0,1.13,24.5,48.0,1.47,0.9,1.1,1.18,48.0,0.639,oxide
2020-01-04 18:00:00,42.14,204.0,1.19,23.2,48.0,1.74,0.868,0.94,0.97,48.0,0.588,oxide
2020-01-04 20:00:00,31.93,207.0,0.83,21.0,48.0,2.01,0.9,1.16,1.02,48.0,0.651,oxide
2020-01-04 22:00:00,33.14,203.0,1.09,25.0,48.0,2.11,0.9,1.45,1.16,48.0,0.703,oxide
2020-01-05 00:00:00,36.17,210.0,1.45,19.0,48.0,0.72,0.9,1.33,0.9,48.0,0.681,oxide
2020-01-05 02:00:00,39.49,193.0,1.08,17.8,48.0,1.63,0.9,1.45,0.98,48.0,0.704,oxide
2020-01-05 04:00:00,52.0,207.0,0.9,22.1,48.0,2.27,0.699,1.21,0.93,48.0,0.569,carbonate
2020-01-05 06:00:00,36.68,183.0,0.94,24.3,48.0,2.89,0.893,1.5,0.9,48.0,0.785,carbonate
2020-01-05 08:00:00,37.48,204.0,1.11,17.6,48.0,2.12,0.9,1.26,0.99,48.0,0.669,oxide
2020-01-05 10:00:00,37.37,196.0,1.39,24.8,48.0,0.75,0.9,1.18,0.81,48.0,0.653,oxide
2020-01-05 12:00:00,22.1,192.0,1.13,16.1,48.0,1.18,0.9,1.47,1.1,48.0,0.707,oxide
2020-01-05 14:00:00,34.73,186.0,1.41,18.9,48.0,2.07,0.9,0.94,1.0,48.0,0.677,carbonate
2020-01-05 16:00:00,40.28,218.0,0.98,17.9,48.0,2.38,0.863,0.87,1.13,48.0,0.635,carbonate
2020-01-05 18:00:00,37.96,207.0,0.81,18.6,48.0,1.79,0.9,1.49,1.03,48.0,0.71,oxide
2020-01-05 20:00:00,36.09,208.0,1.44,20.2,48.0,2.16,0.9,0.82,1.09,48.0,0.652,carbonate
2020-01-05 22:00:00,43.67,214.0,1.18,20.4,48.0,2.63,0.793,1.17,0.99,48.0,0.639,carbonate
2020-01-06 00:00:00,30.57,218.0,0.8,15.2,48.0,2.49,0.9,0.81,1.11,48.0,0.585,oxide
2020-01-06 02:00:00,39.93,183.0,0.95,22.4,48.0,2.13,0.886,1.26,0.89,48.0,0.658,oxide
2020-01-06 04:00:00,52.0,200.0,1.17,22.2,48.0,1.04,0.745,1.18,0.81,48.0,0.542,oxide
2020-01-06 06:00:00,43.3,181.0,1.2,16.6,48.0,3.07,0.775,1.33,0.92,48.0,0.652,carbonate
2020-01-06 08:00:00,39.76,184.0,1.41,18.8,48.0,4.24,0.753,1.28,1.0,48.0,0.562,oxide
2020-01-06 10:00:00,52.0,203.0,1.12,21.7,48.0,3.86,0.639,1.32,0.89,48.0,0.483,oxide
2020-01-06 12:00:00,52.0,219.0,1.07,18.7,48.0,3.27,0.661,1.16,1.02,48.0,0.477,oxide
2020-01-06 14:00:00,29.4,207.0,0.98,19.4,48.0,1.61,0.9,0.82,1.07,48.0,0.586,oxide
2020-01-06 16:00:00,52.0,206.0,1.17,20.1,48.0,1.29,0.736,1.0,1.17,48.0,0.507,oxide
2020-01-06 18:00:00,32.91,199.0,0.91,20.7,48.0,2.01,0.9,1.35,0.8,48.0,0.686,oxide
2020-01-06 20:00:00,30.62,207.0,1.43,21.8,48.0,2.35,0.9,1.01,1.18,48.0,0.622,oxide
2020-01-06 22:00:00,40.88,182.0,0.97,24.8,48.0,3.15,0.806,0.8,1.04,48.0,0.523,oxide
2020-01-07 00:00:00,52.0,190.0,1.0,20.3,48.0,1.2,0.739,1.07,0.92,48.0,0.579,silicate
2020-01-07 02:00:00,38.69,191.0,1.13,23.0,48.0,3.19,0.837,1.1,1.0,48.0,0.661,carbonate
2020-01-07 04:00:00,38.55,197.0,0.87,16.5,48.0,1.63,0.9,1.02,0.9,48.0,0.694,silicate
2020-01-07 06:00:00,45.96,200.0,1.41,22.9,48.0,1.58,0.812,1.32,0.83,48.0,0.681,carbonate
2020-01-07 08:00:00,35.22,212.0,1.39,16.6,48.0,3.95,0.833,1.08,1.06,48.0,0.589,oxide
2020-01-07 10:00:00,30.93,206.0,1.4,19.7,48.0,1.0,0.9,0.97,0.99,48.0,0.615,oxide
2020-01-07 12:00:00,26.52,204.0,1.25,17.2,48.0,1.59,0.9,1.27,1.04,48.0,0.67,oxide
2020-01-07 14:00:00,34.9,183.0,0.97,19.0,48.0,2.88,0.9,1.12,0.89,48.0,0.713,silicate
2020-01-07 16:00:00,52.0,218.0,1.27,23.8,48.0,2.65,0.685,1.25,0.99,48.0,0.507,oxide
2020-01-07 18:00:00,38.12,196.0,1.02,16.3,48.0,1.3,0.9,1.19,0.96,48.0,0.655,oxide
2020-01-07 20:00:00,36.73,208.0,1.19,19.9,48.0,2.55,0.9,1.34,1.08,48.0,0.682,oxide
2020-01-07 22:00:00,25.39,195.0,1.26,18.7,48.0,1.26,0.9,1.09,0.87,48.0,0.638,oxide
2020-01-08 00:00:00,52.0,208.0,1.34,23.2,48.0,2.28,0.699,1.19,1.11,48.0,0.509,oxide
2020-01-08 02:00:00,35.08,194.0,1.48,16.9,48.0,0.97,0.9,0.86,0.8,48.0,0.594,oxide
2020-01-08 04:00:00,52.0,197.0,0.9,21.7,48.0,2.81,0.679,1.35,1.17,48.0,0.574,carbonate
2020-01-08 06:00:00,52.0,182.0,1.05,23.9,48.0,3.3,0.66,1.43,0.86,48.0,0.571,carbonate
2020-01-08 08:00:00,16.23,182.0,1.49,16.8,48.0,1.78,0.9,1.44,1.07,48.0,0.701,oxide
2020-01-08 10:00:00,36.84,201.0,1.36,24.2,48.0,2.29,0.9,1.41,0.89,48.0,0.774,carbonate
2020-01-08 12:00:00,35.37,219.0,0.86,17.1,48.0,1.72,0.9,1.21,0.93,48.0,0.659,oxide
2020-01-08 14:00:00,35.22,194.0,1.42,19.9,48.0,1.21,0.9,1.43,0.92,48.0,0.701,oxide
2020-01-08 16:00:00,48.65,185.0,0.87,17.6,48.0,1.72,0.765,1.01,1.05,48.0,0.587,silicate
2020-01-08 18:00:00,44.23,183.0,0.88,15.8,48.0,3.31,0.75,1.23,1.18,48.0,0.552,oxide
2020-01-08 20:00:00,35.4,201.0,1.11,15.5,48.0,0.71,0.9,1.4,1.13,48.0,0.694,oxide
2020-01-08 22:00:00,36.46,211.0,0.98,17.6,48.0,1.96,0.9,1.2,0.89,48.0,0.73,carbonate
2020-01-09 00:00:00,52.0,211.0,1.23,24.8,48.0,2.49,0.691,1.03,0.99,48.0,0.533,carbonate
2020-01-09 02:00:00,37.1,204.0,1.22,17.6,48.0,1.91,0.9,1.34,1.02,48.0,0.683,oxide
2020-01-09 04:00:00,22.76,194.0,1.44,19.9,48.0,1.88,0.9,0.85,0.83,48.0,0.592,oxide
2020-01-09 06:00:00,25.13,217.0,1.3,20.8,48.0,2.28,0.9,1.48,0.98,48.0,0.788,carbonate
2020-01-09 08:00:00,38.64,206.0,0.85,15.4,48.0,1.47,0.9,0.93,1.17,48.0,0.674,silicate
2020-01-09 10:00:00,27.16,190.0,1.11,18.2,48.0,1.15,0.9,1.13,1.17,48.0,0.715,carbonate
2020-01-09 12:00:00,42.05,201.0,1.22,15.4,48.0,2.41,0.831,0.9,1.08,48.0,0.555,oxide
2020-01-09 14:00:00,49.16,195.0,0.81,16.9,48.0,3.06,0.701,1.14,0.88,48.0,0.503,oxide
2020-01-09 16:00:00,36.43,210.0,1.17,17.7,48.0,2.18,0.9,1.15,1.19,48.0,0.648,oxide
2020-01-09 18:00:00,52.0,184.0,1.45,18.1,48.0,2.91,0.675,1.2,1.14,48.0,0.548,carbonate
2020-01-09 20:00:00,39.68,192.0,1.32,15.9,48.0,2.51,0.865,0.96,0.85,48.0,0.655,carbonate
2020-01-09 22:00:00,36.19,204.0,1.01,22.4,48.0,2.08,0.9,1.36,0.89,48.0,0.688,oxide
2020-01-10 00:00:00,41.39,193.0,1.28,17.4,48.0,3.13,0.8,0.92,0.87,48.0,0.539,oxide
2020-01-10 02:00:00,52.0,209.0,1.15,21.0,48.0,1.04,0.745,0.96,0.98,48.0,0.507,oxide
2020-01-10 04:00:00,29.04,183.0,1.37,17.0,48.0,1.35,0.9,0.98,0.9,48.0,0.685,carbonate
2020-01-10 06:00:00,41.91,193.0,1.11,23.1,48.0,1.77,0.871,1.48,0.96,48.0,0.685,oxide
2020-01-10 08:00:00,52.0,189.0,1.02,19.2,48.0,1.04,0.745,1.43,1.12,48.0,0.579,oxide
2020-01-10 10:00:00,39.68,184.0,1.43,21.5,48.0,3.6,0.795,0.97,1.09,48.0,0.603,carbonate
2020-01-10 12:00:00,36.67,216.0,1.31,21.3,48.0,2.96,0.888,1.47,1.03,48.0,0.698,oxide
2020-01-10 14:00:00,32.25,190.0,0.88,18.4,48.0,2.54,0.9,0.96,0.93,48.0,0.613,oxide
2020-01-10 16:00:00,22.33,208.0,1.47,23.6,48.0,1.88,0.9,1.12,0.96,48.0,0.714,carbonate
2020-01-10 18:00:00,33.1,190.0,0.92,22.9,48.0,1.39,0.9,1.1,0.99,48.0,0.709,carbonate
2020-01-10 20:00:00,39.65,188.0,1.45,19.2,48.0,0.79,0.9,1.12,0.87,48.0,0.643,oxide
2020-01-10 22:00:00,33.96,214.0,0.84,22.7,48.0,1.6,0.9,1.37,1.11,48.0,0.766,carbonate
2020-01-11 00:00:00,39.17,208.0,1.04,17.6,48.0,1.22,0.9,1.29,1.03,48.0,0.674,oxide
2020-01-11 02:00:00,35.7,204.0,1.32,18.2,48.0,2.23,0.9,0.89,0.88,48.0,0.666,silicate
2020-01-11 04:00:00,34.6,193.0,1.34,15.2,48.0,1.76,0.9,1.47,0.89,48.0,0.786,carbonate
2020-01-11 06:00:00,52.0,208.0,0.89,24.4,48.0,1.91,0.712,1.18,0.96,48.0,0.517,oxide
2020-01-11 08:00:00,52.0,208.0,1.03,17.4,48.0,3.4,0.656,0.99,0.97,48.0,0.451,oxide
2020-01-11 10:00:00,29.81,206.0,1.12,24.1,48.0,2.49,0.9,1.14,0.81,48.0,0.717,carbonate
2020-01-11 12:00:00,45.71,194.0,0.92,16.9,48.0,2.53,0.769,1.36,1.05,48.0,0.587,oxide
2020-01-11 14:00:00,47.47,195.0,1.19,19.6,48.0,0.95,0.817,1.23,1.17,48.0,0.601,oxide
2020-01-11 16:00:00,40.82,187.0,1.18,21.8,48.0,1.99,0.878,1.41,1.17,48.0,0.754,silicate
2020-01-11 18:00:00,45.54,203.0,1.06,16.5,48.0,2.89,0.754,0.91,1.09,48.0,0.505,oxide
2020-01-11 20:00:00,47.76,205.0,1.5,20.7,48.0,1.6,0.783,0.83,1.02,48.0,0.513,oxide
2020-01-11 22:00:00,26.55,208.0,1.26,24.7,48.0,1.2,0.9,0.97,0.81,48.0,0.614,oxide
2020-01-12 00:00:00,52.0,213.0,0.97,16.3,48.0,1.04,0.745,0.97,1.0,48.0,0.566,carbonate
2020-01-12 02:00:00,52.0,182.0,1.47,16.9,48.0,2.26,0.699,1.23,1.1,48.0,0.516,oxide
2020-01-12 04:00:00,52.0,196.0,1.1,19.7,48.0,2.4,0.694,1.11,1.02,48.0,0.494,oxide
2020-01-12 06:00:00,52.0,210.0,1.16,18.7,48.0,2.19,0.702,1.32,1.01,48.0,0.589,carbonate
2020-01-12 08:00:00,42.96,200.0,1.18,15.8,48.0,2.49,0.812,1.17,0.82,48.0,0.654,carbonate
2020-01-12 10:00:00,42.28,212.0,0.99,23.6,48.0,2.47,0.824,1.13,1.1,48.0,0.656,carbonate
2020-01-12 12:00:00,44.09,219.0,0.83,24.2,48.0,2.04,0.818,1.11,1.1,48.0,0.582,oxide
2020-01-12 14:00:00,26.62,190.0,1.07,24.9,48.0,1.99,0.9,0.97,0.98,48.0,0.614,oxide
2020-01-12 16:00:00,20.55,216.0,1.28,22.0,48.0,1.56,0.9,1.47,1.09,48.0,0.707,oxide
2020-01-12 18:00:00,47.7,184.0,1.13,22.0,48.0,1.24,0.8,0.81,1.05,48.0,0.52,oxide
2020-01-12 20:00:00,49.2,184.0,1.04,22.9,48.0,1.58,0.763,1.35,0.98,48.0,0.58,oxide
2020-01-12 22:00:00,33.51,216.0,1.19,21.9,48.0,2.24,0.9,0.89,0.84,48.0,0.666,carbonate
2020-01-13 00:00:00,35.16,188.0,1.21,17.2,48.0,2.27,0.9,1.17,0.86,48.0,0.724,carbonate
2020-01-13 02:00:00,35.74,194.0,1.42,20.4,48.0,1.81,0.9,1.07,0.9,48.0,0.634,oxide
2020-01-13 04:00:00,41.54,184.0,1.0,17.6,48.0,2.99,0.805,1.11,1.17,48.0,0.573,oxide
2020-01-13 06:00:00,42.28,203.0,0.93,16.5,48.0,1.62,0.873,1.39,1.18,48.0,0.745,carbonate
2020-01-13 08:00:00,39.92,181.0,1.2,15.1,48.0,3.64,0.789,0.9,1.02,48.0,0.527,oxide
2020-01-13 10:00:00,44.57,212.0,1.35,16.7,48.0,1.78,0.824,1.49,0.82,48.0,0.651,oxide
2020-01-13 12:00:00,25.33,196.0,1.2,15.8,48.0,1.86,0.9,1.27,0.82,48.0,0.745,carbonate
2020-01-13 14:00:00,33.85,185.0,0.92,17.7,48.0,2.08,0.9,0.8,0.93,48.0,0.584,oxide
2020-01-13 16:00:00,28.79,210.0,1.46,15.2,48.0,1.39,0.9,1.37,0.94,48.0,0.69,oxide
2020-01-13 18:00:00,33.92,209.0,0.99,20.0,48.0,2.71,0.9,1.46,0.87,48.0,0.783,carbonate
2020-01-13 20:00:00,28.35,193.0,1.25,19.7,48.0,1.0,0.9,0.89,0.85,48.0,0.667,silicate
2020-01-13 22:00:00,52.0,207.0,1.2,23.6,48.0,1.88,0.714,1.22,1.06,48.0,0.525,oxide
2020-01-14 00:00:00,27.42,203.0,1.09,16.0,48.0,2.74,0.9,1.29,0.94,48.0,0.748,carbonate
2020-01-14 02:00:00,52.0,205.0,1.32,23.5,48.0,1.2,0.739,1.45,0.98,48.0,0.643,carbonate
2020-01-14 04:00:00,24.69,196.0,1.24,19.7,48.0,1.72,0.9,1.2,1.1,48.0,0.658,oxide
2020-01-14 06:00:00,46.01,217.0,1.1,16.2,48.0,2.37,0.773,1.18,0.99,48.0,0.624,carbonate
2020-01-14 08:00:00,38.12,183.0,1.23,15.3,48.0,2.56,0.89,1.43,0.99,48.0,0.691,oxide
2020-01-14 10:00:00,41.76,188.0,1.02,19.2,48.0,3.16,0.792,0.8,0.99,48.0,0.514,oxide
2020-01-14 12:00:00,38.24,188.0,1.44,21.6,48.0,1.02,0.9,1.29,1.13,48.0,0.749,carbonate
2020-01-14 14:00:00,26.8,209.0,0.82,19.8,48.0,1.56,0.9,0.92,0.82,48.0,0.605,oxide
2020-01-14 16:00:00,52.0,182.0,1.06,22.2,48.0,1.95,0.711,1.2,0.97,48.0,0.52,oxide
2020-01-14 18:00:00,46.46,214.0,0.93,15.3,48.0,1.94,0.786,1.31,0.81,48.0,0.657,carbonate
2020-01-14 20:00:00,48.45,211.0,0.92,17.8,48.0,2.8,0.72,1.09,1.02,48.0,0.509,oxide
2020-01-14 22:00:00,45.49,200.0,1.06,19.4,48.0,2.93,0.753,1.43,1.17,48.0,0.585,oxide
2020-01-15 00:00:00,45.45,197.0,1.48,19.4,48.0,2.35,0.782,1.19,0.89,48.0,0.57,oxide
2020-01-15 02:00:00,39.21,199.0,1.01,23.8,48.0,1.47,0.9,1.21,0.88,48.0,0.732,carbonate
2020-01-15 04:00:00,34.96,210.0,1.3,22.4,48.0,2.74,0.9,1.37,0.84,48.0,0.764,carbonate
2020-01-15 06:00:00,38.22,203.0,0.82,18.5,48.0,1.3,0.9,0.94,0.99,48.0,0.609,oxide
2020-01-15 08:00:00,35.77,182.0,1.01,23.3,48.0,1.66,0.9,0.82,0.89,48.0,0.587,oxide
2020-01-15 10:00:00,44.41,218.0,0.94,24.3,48.0,1.54,0.839,1.32,1.17,48.0,0.704,silicate
2020-01-15 12:00:00,37.87,184.0,1.24,23.1,48.0,2.1,0.9,1.26,1.04,48.0,0.669,oxide
2020-01-15 14:00:00,32.43,197.0,1.11,15.5,48.0,1.41,0.9,1.17,0.87,48.0,0.652,oxide
2020-01-15 16:00:00,27.48,219.0,0.87,21.5,48.0,1.86,0.9,1.31,0.98,48.0,0.678,oxide
2020-01-15 18:00:00,40.23,214.0,1.44,22.2,48.0,2.54,0.854,1.1,0.95,48.0,0.606,oxide
2020-01-15 20:00:00,31.18,193.0,0.99,21.2,48.0,1.46,0.9,1.5,0.95,48.0,0.791,carbonate
2020-01-15 22:00:00,29.35,202.0,1.26,19.8,48.0,2.28,0.9,0.88,1.07,48.0,0.664,carbonate
2020-01-16 00:00:00,42.34,216.0,1.27,23.7,48.0,1.39,0.884,1.22,0.87,48.0,0.649,oxide
2020-01-16 02:00:00,32.88,205.0,1.46,21.7,48.0,1.6,0.9,1.13,1.06,48.0,0.717,carbonate
2020-01-16 04:00:00,40.57,195.0,0.88,24.5,48.0,2.71,0.837,1.01,0.9,48.0,0.579,oxide
2020-01-16 06:00:00,42.51,192.0,1.3,18.8,48.0,1.01,0.9,1.03,0.97,48.0,0.696,carbonate
2020-01-16 08:00:00,25.01,192.0,1.15,17.3,48.0,1.55,0.9,1.01,0.87,48.0,0.623,oxide
2020-01-16 10:00:00,52.0,189.0,1.15,24.9,48.0,1.2,0.739,1.42,1.01,48.0,0.574,oxide
2020-01-16 12:00:00,27.74,220.0,0.83,16.0,48.0,1.75,0.9,1.45,1.04,48.0,0.703,oxide
2020-01-16 14:00:00,43.05,208.0,1.4,21.5,48.0,2.15,0.829,1.39,1.14,48.0,0.637,oxide
2020-01-16 16:00:00,52.0,181.0,0.87,21.8,48.0,2.74,0.681,1.33,1.08,48.0,0.573,carbonate
2020-01-16 18:00:00,38.4,216.0,1.45,19.8,48.0,2.41,0.896,1.16,0.99,48.0,0.718,carbonate
2020-01-16 20:00:00,50.98,188.0,1.07,20.9,48.0,1.02,0.76,1.08,1.14,48.0,0.537,oxide
2020-01-16 22:00:00,28.8,219.0,1.19,23.2,48.0,3.04,0.9,1.31,0.94,48.0,0.752,silicate
2020-01-17 00:00:00,41.05,209.0,0.81,17.3,48.0,1.19,0.9,1.45,0.99,48.0,0.782,carbonate
2020-01-17 02:00:00,35.95,183.0,1.35,18.8,48.0,2.66,0.9,1.2,1.12,48.0,0.658,oxide
2020-01-17 04:00:00,44.96,212.0,1.2,23.1,48.0,1.59,0.827,1.23,0.83,48.0,0.61,oxide
2020-01-17 06:00:00,29.24,202.0,1.44,20.3,48.0,2.04,0.9,1.25,1.01,48.0,0.741,carbonate
2020-01-17 08:00:00,34.6,193.0,1.01,17.7,48.0,3.13,0.9,0.83,0.89,48.0,0.655,carbonate
2020-01-17 10:00:00,46.76,194.0,1.44,17.5,48.0,3.01,0.732,0.93,0.96,48.0,0.495,oxide
2020-01-17 12:00:00,34.67,196.0,0.99,17.2,48.0,1.76,0.9,0.97,1.03,48.0,0.684,carbonate
2020-01-17 14:00:00,29.47,214.0,1.24,20.5,48.0,2.5,0.9,0.92,0.9,48.0,0.605,oxide
2020-01-17 16:00:00,31.22,215.0,1.03,24.5,48.0,1.93,0.9,0.81,0.91,48.0,0.586,oxide
2020-01-17 18:00:00,52.0,181.0,0.96,17.7,48.0,3.59,0.649,0.92,0.81,48.0,0.437,oxide
2020-01-17 20:00:00,26.21,208.0,1.04,19.4,48.0,1.76,0.9,1.14,0.97,48.0,0.647,oxide
2020-01-17 22:00:00,39.12,198.0,1.19,22.8,48.0,2.05,0.9,1.48,0.97,48.0,0.71,oxide
2020-01-18 00:00:00,34.57,216.0,1.23,18.1,48.0,3.53,0.879,1.26,1.05,48.0,0.725,carbonate
2020-01-18 02:00:00,32.01,215.0,0.93,18.3,48.0,1.19,0.9,1.37,0.9,48.0,0.765,carbonate
2020-01-18 04:00:00,25.11,213.0,1.1,17.6,48.0,2.18,0.9,1.12,1.09,48.0,0.714,carbonate
2020-01-18 06:00:00,33.15,182.0,1.1,22.0,48.0,2.39,0.9,1.04,0.9,48.0,0.698,carbonate
2020-01-18 08:00:00,39.39,187.0,1.44,22.1,48.0,2.9,0.845,1.21,0.89,48.0,0.618,oxide
2020-01-18 10:00:00,36.78,202.0,1.25,21.0,48.0,2.74,0.9,1.43,1.17,48.0,0.778,carbonate
2020-01-18 12:00:00,50.32,202.0,1.18,16.1,48.0,1.85,0.736,1.35,1.02,48.0,0.561,oxide
2020-01-18 14:00:00,39.53,210.0,1.4,22.7,48.0,1.7,0.9,1.43,0.96,48.0,0.777,silicate
2020-01-18 16:00:00,31.49,186.0,0.94,22.4,48.0,2.55,0.9,0.97,0.91,48.0,0.683,carbonate
2020-01-18 18:00:00,44.1,197.0,0.94,18.6,48.0,2.53,0.793,0.87,1.07,48.0,0.584,carbonate
2020-01-18 20:00:00,50.02,206.0,0.99,16.2,48.0,2.43,0.717,0.91,0.81,48.0,0.48,oxide
2020-01-18 22:00:00,38.15,214.0,0.96,15.9,48.0,2.3,0.9,1.25,0.81,48.0,0.74,silicate
2020-01-19 00:00:00,52.0,182.0,1.35,16.0,48.0,1.99,0.709,0.88,0.94,48.0,0.472,oxide
2020-01-19 02:00:00,38.77,216.0,1.43,20.2,48.0,1.82,0.9,0.82,1.1,48.0,0.586,oxide
2020-01-19 04:00:00,48.81,188.0,1.29,20.5,48.0,3.4,0.69,1.37,1.0,48.0,0.587,carbonate
2020-01-19 06:00:00,47.0,214.0,0.99,22.2,48.0,2.97,0.731,0.98,1.18,48.0,0.556,carbonate
2020-01-19 08:00:00,52.0,209.0,1.18,21.0,48.0,2.01,0.709,1.14,0.8,48.0,0.566,carbonate
2020-01-19 10:00:00,49.13,188.0,1.12,17.4,48.0,1.3,0.776,0.88,1.09,48.0,0.573,carbonate
2020-01-19 12:00:00,30.43,208.0,1.01,22.4,48.0,1.85,0.9,1.27,0.84,48.0,0.671,oxide
2020-01-19 14:00:00,37.93,212.0,1.49,18.6,48.0,2.5,0.898,1.01,0.9,48.0,0.689,carbonate
