timestamp,feed_rate_tph,crusher_gap_mm,power_draw_kw,product_p80_mm,liner_wear_pct,vibration_rms_mm_s,ore_hardness_wi,feed_moisture_pct
2020-01-02 01:00:00,124.3,12.5,200.0,11.1,92.3,2.3,22.0,9.7
2020-01-02 02:00:00,125.3,12.8,200.0,14.8,95.8,2.35,22.0,8.0
2020-01-02 03:00:00,103.5,21.4,200.0,19.1,96.5,2.13,22.0,8.8
2020-01-02 04:00:00,80.5,19.9,200.0,23.1,97.4,2.3,22.0,7.6
2020-01-02 05:00:00,118.2,21.0,200.0,20.2,95.8,2.16,22.0,8.2
2020-01-02 06:00:00,138.7,22.6,200.0,19.4,100.0,2.03,22.0,5.6
2020-01-02 07:00:00,109.2,20.1,200.0,22.3,92.2,2.29,22.0,9.5
2020-01-02 08:00:00,121.3,18.2,200.0,21.0,100.0,2.13,22.0,5.2
2020-01-02 09:00:00,111.6,22.6,200.0,28.3,89.8,2.64,22.0,5.4
2020-01-02 10:00:00,94.3,20.1,200.0,17.4,90.8,2.54,22.0,6.6
2020-01-02 11:00:00,100.4,21.1,200.0,27.0,86.7,3.24,22.0,5.4
2020-01-02 12:00:00,137.6,17.6,200.0,20.9,89.2,2.1,22.0,5.5
2020-01-02 13:00:00,115.7,17.9,200.0,22.5,83.5,2.3,22.0,5.5
2020-01-02 14:00:00,91.3,17.8,200.0,17.2,100.0,1.93,22.0,9.6
2020-01-02 15:00:00,83.0,15.7,200.0,16.8,93.3,2.07,22.0,7.4
2020-01-02 16:00:00,83.2,20.0,200.0,21.9,89.8,1.94,22.0,6.4
2020-01-02 17:00:00,110.0,17.7,200.0,20.0,93.2,2.78,22.0,6.4
2020-01-02 18:00:00,86.3,12.6,200.0,13.9,87.6,2.38,22.0,5.4
2020-01-02 19:00:00,130.0,21.1,200.0,23.6,97.8,2.25,22.0,5.6
2020-01-02 20:00:00,100.5,18.5,200.0,23.6,89.7,2.52,22.0,7.7
2020-01-02 21:00:00,103.0,14.5,236.0,13.1,93.3,2.72,22.0,5.2
2020-01-02 22:00:00,100.7,12.7,200.0,12.8,97.8,2.11,22.0,5.4
2020-01-02 23:00:00,112.1,14.5,200.0,16.7,94.4,2.2,22.0,6.5
2020-01-03 00:00:00,139.9,18.6,200.0,22.6,93.5,2.95,22.0,5.9
2020-01-03 01:00:00,133.8,12.8,216.0,14.8,86.9,3.13,22.0,7.9
2020-01-03 02:00:00,93.9,20.0,200.0,23.0,91.8,3.05,22.0,9.6
2020-01-03 03:00:00,133.9,15.5,200.0,18.7,97.0,2.02,22.0,7.2
2020-01-03 04:00:00,114.9,24.5,200.0,30.8,98.2,1.58,22.0,9.0
2020-01-03 05:00:00,123.9,22.3,200.0,24.2,92.8,2.56,22.0,7.9
2020-01-03 06:00:00,111.2,13.4,200.0,12.7,94.2,2.55,22.0,7.2
2020-01-03 07:00:00,119.7,21.3,200.0,26.2,93.3,2.61,22.0,8.2
2020-01-03 08:00:00,103.5,22.8,200.0,28.6,89.4,2.32,22.0,8.2
2020-01-03 09:00:00,96.9,23.3,200.0,29.2,78.9,2.92,22.0,7.3
2020-01-03 10:00:00,110.2,19.1,200.0,21.8,90.6,1.8,22.0,9.2
2020-01-03 11:00:00,108.5,23.2,200.0,26.5,95.6,2.12,22.0,5.8
2020-01-03 12:00:00,103.7,21.9,200.0,20.3,89.0,2.75,22.0,7.7
2020-01-03 13:00:00,127.3,19.4,200.0,17.4,83.2,3.09,22.0,5.1
2020-01-03 14:00:00,123.0,17.5,200.0,17.2,87.2,1.97,22.0,9.6
2020-01-03 15:00:00,97.2,12.0,240.0,11.3,93.6,2.53,22.0,6.2
2020-01-03 16:00:00,91.8,20.0,200.0,19.9,84.7,1.93,22.0,8.4
2020-01-03 17:00:00,80.3,15.2,200.0,15.7,93.5,2.18,22.0,7.1
2020-01-03 18:00:00,138.8,15.0,200.0,16.2,85.8,2.3,22.0,8.5
2020-01-03 19:00:00,101.1,13.9,210.0,14.9,98.3,1.77,22.0,6.3
2020-01-03 20:00:00,116.7,20.9,200.0,26.4,85.3,2.87,22.0,7.3
2020-01-03 21:00:00,124.9,20.8,200.0,25.7,96.9,1.91,22.0,6.7
2020-01-03 22:00:00,92.4,17.4,200.0,17.6,85.9,2.91,22.0,7.5
2020-01-03 23:00:00,120.0,18.1,200.0,22.4,81.8,2.92,22.0,8.0
2020-01-04 00:00:00,86.9,21.9,200.0,19.0,85.4,2.37,22.0,5.3
2020-01-04 01:00:00,85.8,14.0,200.0,17.1,86.9,2.75,22.0,6.8
2020-01-04 02:00:00,98.2,15.0,200.0,13.1,91.3,2.03,22.0,8.8
2020-01-04 03:00:00,99.2,24.3,200.0,23.1,94.4,2.42,22.0,6.4
2020-01-04 04:00:00,90.8,25.0,200.0,23.6,85.2,3.19,22.0,9.9
2020-01-04 05:00:00,108.0,18.7,200.0,18.5,86.5,2.65,22.0,5.5
2020-01-04 06:00:00,117.1,18.0,200.0,18.1,92.3,2.37,22.0,9.6
2020-01-04 07:00:00,135.6,13.1,200.0,15.0,84.6,2.55,22.0,8.3
2020-01-04 08:00:00,122.1,20.7,200.0,22.2,91.6,2.7,22.0,8.8
2020-01-04 09:00:00,111.4,18.1,200.0,22.9,84.6,2.76,22.0,9.6
2020-01-04 10:00:00,112.4,19.0,200.0,23.0,89.7,2.49,22.0,9.2
2020-01-04 11:00:00,114.5,24.1,200.0,28.1,79.6,2.89,22.0,8.9
2020-01-04 12:00:00,97.3,24.0,200.0,30.6,91.7,2.04,22.0,6.8
2020-01-04 13:00:00,124.7,23.9,200.0,28.1,84.8,2.98,22.0,6.4
2020-01-04 14:00:00,119.2,13.3,200.0,12.0,87.0,2.24,22.0,6.4
2020-01-04 15:00:00,109.3,17.0,200.0,18.2,92.2,2.93,22.0,6.5
2020-01-04 16:00:00,92.8,20.6,200.0,19.4,84.0,2.4,22.0,6.8
2020-01-04 17:00:00,131.0,13.8,245.0,12.1,94.6,2.59,22.0,8.9
2020-01-04 18:00:00,91.9,24.2,200.0,31.0,90.2,2.48,22.0,7.2
2020-01-04 19:00:00,91.8,19.5,200.0,24.3,93.0,2.41,22.0,6.5
2020-01-04 20:00:00,88.8,19.8,200.0,22.2,91.4,2.46,22.0,9.9
2020-01-04 21:00:00,139.8,13.6,534.0,15.6,86.3,2.3,22.0,9.4
2020-01-04 22:00:00,94.7,12.2,200.0,12.0,91.4,2.33,22.0,5.8
2020-01-04 23:00:00,131.1,20.4,200.0,18.0,82.3,3.13,22.0,6.6
2020-01-05 00:00:00,82.1,14.8,200.0,17.7,90.7,2.27,22.0,7.2
2020-01-05 01:00:00,122.4,22.6,200.0,24.9,89.3,2.65,22.0,7.7
2020-01-05 02:00:00,81.8,12.6,218.0,13.3,83.7,2.5,22.0,5.5
2020-01-05 03:00:00,117.5,14.2,200.0,16.3,81.7,2.87,22.0,9.3
2020-01-05 04:00:00,96.0,22.1,200.0,23.6,84.1,3.04,22.0,8.9
2020-01-05 05:00:00,84.1,12.2,200.0,12.5,77.8,2.66,22.0,8.4
2020-01-05 06:00:00,96.5,15.1,200.0,17.6,95.6,2.18,22.0,7.7
2020-01-05 07:00:00,87.5,21.4,200.0,23.2,92.7,1.94,22.0,6.6
2020-01-05 08:00:00,93.2,21.0,200.0,19.6,85.1,2.54,22.0,5.9
2020-01-05 09:00:00,121.2,14.7,200.0,17.0,91.5,2.54,22.0,8.4
2020-01-05 10:00:00,130.0,22.3,200.0,22.7,89.6,2.48,22.0,6.2
2020-01-05 11:00:00,106.3,17.5,200.0,20.7,86.3,2.48,22.0,8.9
2020-01-05 12:00:00,105.0,21.1,200.0,26.9,91.0,2.7,22.0,8.9
2020-01-05 13:00:00,107.7,18.0,200.0,19.3,84.4,2.65,22.0,6.5
2020-01-05 14:00:00,108.3,12.1,200.0,14.2,79.7,2.73,22.0,5.1
2020-01-05 15:00:00,94.1,12.1,221.0,13.1,87.2,2.33,22.0,6.4
2020-01-05 16:00:00,139.3,24.9,200.0,31.6,85.7,2.43,22.0,8.4
2020-01-05 17:00:00,120.1,14.6,200.0,16.1,87.9,2.7,22.0,7.1
2020-01-05 18:00:00,126.4,23.1,200.0,24.1,87.9,2.17,22.0,8.0
2020-01-05 19:00:00,106.5,15.0,200.0,15.1,76.3,3.29,22.0,5.2
2020-01-05 20:00:00,125.6,17.9,200.0,16.9,75.3,3.46,22.0,7.9
2020-01-05 21:00:00,121.0,24.8,200.0,25.1,89.8,2.35,22.0,6.7
2020-01-05 22:00:00,129.6,13.7,262.0,15.3,74.4,3.66,22.0,9.4
2020-01-05 23:00:00,82.7,19.2,200.0,16.9,81.4,2.48,22.0,9.8
2020-01-06 00:00:00,82.7,16.7,200.0,17.6,87.5,2.12,22.0,7.3
2020-01-06 01:00:00,114.2,19.4,200.0,19.2,80.5,2.87,22.0,5.8
2020-01-06 02:00:00,102.7,18.8,200.0,23.7,81.0,3.14,22.0,6.6
2020-01-06 03:00:00,128.2,13.7,282.0,15.7,82.2,2.51,22.0,9.6
2020-01-06 04:00:00,89.9,19.4,200.0,22.3,84.9,2.6,22.0,5.9
2020-01-06 05:00:00,95.0,16.7,200.0,19.0,82.5,2.09,22.0,6.5
2020-01-06 06:00:00,105.2,15.3,200.0,17.7,77.6,3.31,22.0,9.0
2020-01-06 07:00:00,133.6,13.8,200.0,13.5,86.6,2.85,22.0,6.8
2020-01-06 08:00:00,88.0,20.7,200.0,23.5,78.5,2.82,22.0,9.1
2020-01-06 09:00:00,126.6,21.3,200.0,22.5,87.2,3.21,22.0,9.5
2020-01-06 10:00:00,139.3,22.6,200.0,25.3,78.5,3.43,22.0,6.2
2020-01-06 11:00:00,125.0,22.6,200.0,23.8,89.8,3.29,22.0,5.4
2020-01-06 12:00:00,113.0,24.9,200.0,29.8,81.1,2.8,22.0,6.4
2020-01-06 13:00:00,113.5,15.1,200.0,15.3,79.2,3.15,22.0,5.0
2020-01-06 14:00:00,89.9,19.4,200.0,23.6,84.8,3.14,22.0,5.2
2020-01-06 15:00:00,106.3,19.4,200.0,18.5,78.9,2.87,22.0,7.1
2020-01-06 16:00:00,111.8,19.0,200.0,23.3,79.8,2.67,22.0,9.8
2020-01-06 17:00:00,109.9,16.6,200.0,17.7,76.2,3.24,22.0,6.9
2020-01-06 18:00:00,86.7,14.3,200.0,14.6,77.3,3.19,22.0,8.9
2020-01-06 19:00:00,89.1,19.5,200.0,20.3,81.2,2.8,22.0,7.7
2020-01-06 20:00:00,95.1,13.9,200.0,16.1,78.7,3.19,22.0,8.9
2020-01-06 21:00:00,111.3,12.2,200.0,11.7,70.6,3.31,22.0,8.6
2020-01-06 22:00:00,89.6,20.6,200.0,23.4,87.4,2.36,22.0,9.0
2020-01-06 23:00:00,96.7,17.7,200.0,19.4,89.1,2.59,22.0,6.4
2020-01-07 00:00:00,100.5,24.5,200.0,21.1,82.4,2.68,22.0,8.3
2020-01-07 01:00:00,120.2,16.4,200.0,14.8,87.0,2.84,22.0,9.1
2020-01-07 02:00:00,100.0,24.9,200.0,24.3,83.6,2.89,22.0,8.4
2020-01-07 03:00:00,121.9,12.1,308.0,13.9,74.4,3.24,22.0,9.6
2020-01-07 04:00:00,89.1,12.8,200.0,12.4,84.2,2.73,22.0,5.1
2020-01-07 05:00:00,97.0,20.6,200.0,25.3,81.5,2.62,22.0,7.0
2020-01-07 06:00:00,105.4,20.3,200.0,18.7,80.0,2.82,22.0,7.4
2020-01-07 07:00:00,95.9,19.1,200.0,16.3,71.6,2.67,22.0,7.1
2020-01-07 08:00:00,91.0,14.5,200.0,18.3,78.5,2.87,22.0,5.1
2020-01-07 09:00:00,138.3,13.2,200.0,13.0,76.0,2.97,22.0,8.3
2020-01-07 10:00:00,119.4,12.8,200.0,13.7,82.0,2.83,22.0,8.3
2020-01-07 11:00:00,81.3,22.1,200.0,24.1,76.4,3.39,22.0,7.4
2020-01-07 12:00:00,91.2,23.4,200.0,23.9,73.0,3.25,22.0,9.9
2020-01-07 13:00:00,119.6,22.7,200.0,19.9,76.5,3.17,22.0,7.3
2020-01-07 14:00:00,101.3,13.9,200.0,15.3,76.3,3.29,22.0,6.6
2020-01-07 15:00:00,110.6,22.1,200.0,28.4,78.7,2.97,22.0,7.2
2020-01-07 16:00:00,128.0,24.7,200.0,28.7,72.5,3.77,22.0,5.3
2020-01-07 17:00:00,86.9,20.0,200.0,20.7,84.1,3.05,22.0,9.8
2020-01-07 18:00:00,118.5,17.0,200.0,20.3,73.4,3.48,22.0,6.8
2020-01-07 19:00:00,109.4,13.2,234.0,16.2,70.3,3.29,22.0,8.4
2020-01-07 20:00:00,93.5,15.9,200.0,17.4,77.9,3.08,22.0,6.4
2020-01-07 21:00:00,99.3,19.6,200.0,22.8,70.0,3.3,22.0,8.0
2020-01-07 22:00:00,81.7,17.4,200.0,20.7,75.1,2.67,22.0,6.7
2020-01-07 23:00:00,138.9,18.7,200.0,18.0,77.5,3.01,22.0,5.8
2020-01-08 00:00:00,87.7,20.9,200.0,22.0,72.2,3.69,22.0,8.6
2020-01-08 01:00:00,124.8,17.6,200.0,21.9,81.6,2.63,22.0,8.4
2020-01-08 02:00:00,106.3,14.5,200.0,16.8,76.1,3.08,22.0,6.6
2020-01-08 03:00:00,108.1,13.0,200.0,13.6,76.7,3.35,22.0,7.6
2020-01-08 04:00:00,115.5,17.4,200.0,16.9,85.8,2.36,22.0,8.0
2020-01-08 05:00:00,134.7,23.4,200.0,21.3,78.9,3.13,22.0,5.9
2020-01-08 06:00:00,113.6,20.8,200.0,26.5,77.3,2.49,22.0,7.2
2020-01-08 07:00:00,128.2,15.1,200.0,19.3,72.9,3.39,22.0,8.5
2020-01-08 08:00:00,130.5,18.5,200.0,20.0,71.1,3.35,22.0,9.1
2020-01-08 09:00:00,119.0,14.8,200.0,12.7,71.1,3.74,22.0,8.6
2020-01-08 10:00:00,118.3,13.8,200.0,12.9,81.5,2.58,22.0,8.8
2020-01-08 11:00:00,131.8,22.1,200.0,21.6,69.8,3.61,22.0,5.2
2020-01-08 12:00:00,83.1,17.5,200.0,18.5,73.7,3.04,22.0,6.9
2020-01-08 13:00:00,118.2,12.7,200.0,14.8,71.6,2.94,22.0,9.6
2020-01-08 14:00:00,111.3,22.6,200.0,22.3,68.5,3.31,22.0,5.5
2020-01-08 15:00:00,96.0,24.2,200.0,24.1,71.6,4.19,22.0,8.6
2020-01-08 16:00:00,126.9,16.5,200.0,15.4,87.0,2.56,22.0,9.8
2020-01-08 17:00:00,97.8,18.4,200.0,20.2,67.1,3.59,22.0,9.4
2020-01-08 18:00:00,126.8,21.9,200.0,22.0,73.1,3.62,22.0,7.9
2020-01-08 19:00:00,134.7,12.5,200.0,11.3,76.5,3.28,22.0,9.4
2020-01-08 20:00:00,114.3,23.9,200.0,25.2,65.0,3.26,22.0,9.2
2020-01-08 21:00:00,128.2,25.0,200.0,28.5,78.0,3.06,22.0,9.9
2020-01-08 22:00:00,95.6,18.6,200.0,19.7,70.0,3.06,22.0,7.5
2020-01-08 23:00:00,89.4,18.9,200.0,22.1,73.7,3.36,22.0,7.9
2020-01-09 00:00:00,114.0,18.7,200.0,20.4,57.1,4.18,22.0,9.4
2020-01-09 01:00:00,105.6,22.7,200.0,24.0,78.8,3.07,22.0,7.9
2020-01-09 02:00:00,105.4,18.8,209.0,17.5,64.2,3.4,22.0,8.4
2020-01-09 03:00:00,87.7,20.5,200.0,21.1,75.7,3.53,22.0,6.9
2020-01-09 04:00:00,136.2,20.5,200.0,18.9,77.8,3.44,22.0,9.1
2020-01-09 05:00:00,86.5,18.9,200.0,16.9,72.2,3.32,22.0,6.4
2020-01-09 06:00:00,97.5,24.0,200.0,21.0,68.2,4.16,22.0,9.6
2020-01-09 07:00:00,108.3,23.1,200.0,21.2,67.7,4.07,22.0,8.3
2020-01-09 08:00:00,124.6,12.9,200.0,11.2,71.7,3.75,22.0,5.9
2020-01-09 09:00:00,117.7,17.3,200.0,21.0,72.8,3.31,22.0,9.6
2020-01-09 10:00:00,84.3,19.6,200.0,20.4,80.2,2.77,22.0,6.0
2020-01-09 11:00:00,82.7,22.2,200.0,20.7,66.5,3.73,22.0,5.7
2020-01-09 12:00:00,114.3,16.7,200.0,15.1,57.6,3.22,22.0,5.3
2020-01-09 13:00:00,80.7,20.0,200.0,24.6,68.6,3.48,22.0,9.9
2020-01-09 14:00:00,113.8,17.7,200.0,15.6,80.5,3.5,22.0,9.9
2020-01-09 15:00:00,90.9,13.6,200.0,15.7,69.0,3.1,22.0,9.8
2020-01-09 16:00:00,91.4,24.9,200.0,30.3,70.0,3.68,22.0,6.2
2020-01-09 17:00:00,90.7,20.8,200.0,26.4,71.6,3.58,22.0,6.1
2020-01-09 18:00:00,126.5,15.8,200.0,15.1,67.8,4.57,22.0,6.9
2020-01-09 19:00:00,108.4,20.5,200.0,22.5,69.2,3.63,22.0,7.8
2020-01-09 20:00:00,92.8,15.6,200.0,15.0,80.1,2.78,22.0,5.6
2020-01-09 21:00:00,83.8,21.4,200.0,23.5,72.0,3.1,22.0,5.0
2020-01-09 22:00:00,106.6,15.1,200.0,14.7,70.6,2.98,22.0,7.2
2020-01-09 23:00:00,111.7,24.6,200.0,29.9,69.6,3.18,22.0,5.7
2020-01-10 00:00:00,115.6,19.1,200.0,22.9,75.2,3.45,22.0,8.1
2020-01-10 01:00:00,85.2,22.5,200.0,26.1,71.9,3.44,22.0,9.3
2020-01-10 02:00:00,102.5,21.2,200.0,23.2,73.3,3.28,22.0,6.0
2020-01-10 03:00:00,100.7,23.3,200.0,27.5,63.4,3.66,22.0,8.3
2020-01-10 04:00:00,99.8,22.9,200.0,28.4,66.7,2.97,22.0,8.7
2020-01-10 05:00:00,133.3,12.8,382.0,11.3,70.0,3.16,22.0,9.4
2020-01-10 06:00:00,101.8,15.8,200.0,14.0,77.0,3.4,22.0,8.7
2020-01-10 07:00:00,118.2,19.2,200.0,17.5,74.7,3.1,22.0,8.9
2020-01-10 08:00:00,132.9,22.8,200.0,25.3,65.4,3.72,22.0,7.4
2020-01-10 09:00:00,80.3,23.4,200.0,22.2,68.5,3.21,22.0,8.0
2020-01-10 10:00:00,124.5,17.2,200.0,20.7,70.1,3.04,22.0,5.0
2020-01-10 11:00:00,119.0,21.8,200.0,19.9,71.3,3.46,22.0,5.8
2020-01-10 12:00:00,134.6,20.4,200.0,18.2,70.1,3.74,22.0,9.9
2020-01-10 13:00:00,107.3,23.9,200.0,24.9,64.8,3.52,22.0,9.6
2020-01-10 14:00:00,137.4,23.3,200.0,26.9,64.9,3.92,22.0,8.2
2020-01-10 15:00:00,107.9,15.2,200.0,17.7,72.7,3.33,22.0,5.2
2020-01-10 16:00:00,83.9,16.5,200.0,14.9,73.9,2.6,22.0,8.0
2020-01-10 17:00:00,126.0,15.6,200.0,13.9,63.3,3.84,22.0,9.0
2020-01-10 18:00:00,81.4,18.7,200.0,16.0,65.2,4.06,22.0,7.0
2020-01-10 19:00:00,138.0,12.9,219.0,11.6,65.6,3.66,22.0,6.9
2020-01-10 20:00:00,80.0,16.7,200.0,20.9,64.6,3.84,22.0,6.9
2020-01-10 21:00:00,122.3,24.0,200.0,23.9,63.7,3.57,22.0,9.6
2020-01-10 22:00:00,86.2,22.0,200.0,20.2,68.9,3.83,22.0,7.7
2020-01-10 23:00:00,110.2,16.3,200.0,19.6,69.6,3.57,22.0,9.8
2020-01-11 00:00:00,87.3,17.7,200.0,20.6,60.9,4.38,22.0,5.3
2020-01-11 01:00:00,114.4,21.2,200.0,27.0,63.8,3.72,22.0,5.4
2020-01-11 02:00:00,113.5,24.1,200.0,21.1,60.2,4.26,22.0,5.4
2020-01-11 03:00:00,84.1,22.0,200.0,20.2,64.2,4.12,22.0,8.8
2020-01-11 04:00:00,88.8,24.7,200.0,28.7,68.3,3.71,22.0,6.5
2020-01-11 05:00:00,122.8,24.9,200.0,24.8,66.3,3.66,22.0,9.7
2020-01-11 06:00:00,120.0,14.5,200.0,16.1,64.9,3.56,22.0,5.2
2020-01-11 07:00:00,97.4,12.3,200.0,13.8,71.6,3.44,22.0,8.1
2020-01-11 08:00:00,90.9,22.9,200.0,21.1,66.8,4.46,22.0,9.9
2020-01-11 09:00:00,120.6,23.6,200.0,24.3,64.6,3.58,22.0,7.2
2020-01-11 10:00:00,112.2,17.9,200.0,15.7,62.6,4.28,22.0,8.2
2020-01-11 11:00:00,95.1,12.8,200.0,12.7,63.1,3.83,22.0,9.7
2020-01-11 12:00:00,138.7,14.2,200.0,17.5,64.2,3.92,22.0,8.0
2020-01-11 13:00:00,102.7,13.5,200.0,12.4,63.5,3.63,22.0,9.5
2020-01-11 14:00:00,121.2,14.3,200.0,14.6,70.6,3.3,22.0,6.5
2020-01-11 15:00:00,133.0,13.1,319.0,16.1,64.3,3.44,22.0,7.7
2020-01-11 16:00:00,137.2,13.5,292.0,15.7,51.3,4.47,22.0,5.9
2020-01-11 17:00:00,133.8,21.2,200.0,21.5,60.8,4.15,22.0,8.6
2020-01-11 18:00:00,115.5,12.4,200.0,14.0,68.7,3.33,22.0,9.5
2020-01-11 19:00:00,92.6,23.2,200.0,28.7,53.3,3.92,22.0,7.5
2020-01-11 20:00:00,135.6,22.8,200.0,28.4,63.5,3.63,22.0,7.8
2020-01-11 21:00:00,138.6,20.0,200.0,19.8,69.7,3.74,22.0,7.5
2020-01-11 22:00:00,80.4,23.9,200.0,23.8,59.2,3.37,22.0,9.9
2020-01-11 23:00:00,134.7,13.2,339.0,15.0,49.9,4.41,22.0,8.2
2020-01-12 00:00:00,133.2,15.3,200.0,15.2,54.7,3.89,22.0,9.9
2020-01-12 01:00:00,107.1,18.2,200.0,18.4,62.5,3.66,22.0,7.4
2020-01-12 02:00:00,127.7,13.8,200.0,13.5,66.1,3.47,22.0,5.9
2020-01-12 03:00:00,137.0,20.1,200.0,17.9,67.2,3.56,22.0,8.0
2020-01-12 04:00:00,98.5,22.8,200.0,23.9,66.2,3.89,22.0,7.2
2020-01-12 05:00:00,108.2,23.0,200.0,25.7,63.2,3.75,22.0,7.9
2020-01-12 06:00:00,88.4,15.9,200.0,19.6,62.4,4.1,22.0,6.4
2020-01-12 07:00:00,97.5,14.0,200.0,16.9,61.2,3.84,22.0,8.6
2020-01-12 08:00:00,133.0,22.1,200.0,22.6,62.2,4.1,22.0,6.6
2020-01-12 09:00:00,90.8,16.6,200.0,21.2,60.7,3.26,22.0,5.4
2020-01-12 10:00:00,136.5,20.5,200.0,17.6,62.3,4.08,22.0,7.1
2020-01-12 11:00:00,113.5,13.0,200.0,15.3,60.3,4.29,22.0,9.1
2020-01-12 12:00:00,122.2,18.4,200.0,20.7,59.4,4.04,22.0,6.9
2020-01-12 13:00:00,103.6,15.9,200.0,17.0,66.5,3.93,22.0,8.5
2020-01-12 14:00:00,94.1,20.8,200.0,20.3,60.3,3.85,22.0,8.8
2020-01-12 15:00:00,108.9,19.9,200.0,20.1,59.8,4.33,22.0,9.9
2020-01-12 16:00:00,98.3,17.9,200.0,15.6,58.0,3.94,22.0,8.4
2020-01-12 17:00:00,111.2,24.1,200.0,29.3,60.4,4.01,22.0,9.9
2020-01-12 18:00:00,86.0,19.1,200.0,23.2,62.2,3.28,22.0,9.1
2020-01-12 19:00:00,135.1,12.2,200.0,11.6,55.7,3.59,22.0,8.6
2020-01-12 20:00:00,96.4,18.8,200.0,23.3,55.7,4.2,22.0,5.0
2020-01-12 21:00:00,118.1,12.8,200.0,16.4,63.1,3.6,22.0,7.2
2020-01-12 22:00:00,118.9,24.5,200.0,27.3,60.7,3.64,22.0,7.8
2020-01-12 23:00:00,95.0,21.6,200.0,24.6,58.8,4.13,22.0,9.9
2020-01-13 00:00:00,139.8,12.1,265.0,10.6,61.2,4.27,22.0,7.1
2020-01-13 01:00:00,109.0,18.3,200.0,20.9,53.3,4.17,22.0,5.2
2020-01-13 02:00:00,125.3,24.3,200.0,22.4,59.8,3.78,22.0,7.0
2020-01-13 03:00:00,81.9,22.4,200.0,25.4,58.4,4.39,22.0,8.0
2020-01-13 04:00:00,93.8,15.6,200.0,17.6,64.3,3.37,22.0,5.8
2020-01-13 05:00:00,86.3,20.8,200.0,19.5,59.1,4.16,22.0,7.3
2020-01-13 06:00:00,100.9,22.0,200.0,21.2,56.8,4.11,22.0,6.4
2020-01-13 07:00:00,124.6,20.4,200.0,19.2,61.7,3.76,22.0,5.5
2020-01-13 08:00:00,88.5,23.7,200.0,20.3,58.6,4.03,22.0,6.7
2020-01-13 09:00:00,104.8,15.0,200.0,18.0,58.0,4.04,22.0,9.0
2020-01-13 10:00:00,91.8,21.7,200.0,23.6,51.1,4.42,22.0,9.2
2020-01-13 11:00:00,93.6,19.8,200.0,21.6,62.0,3.91,22.0,8.6
2020-01-13 12:00:00,82.9,24.6,200.0,21.8,47.5,4.71,22.0,9.1
2020-01-13 13:00:00,110.5,20.9,200.0,22.8,59.5,3.89,22.0,7.1
2020-01-13 14:00:00,90.0,17.6,200.0,18.7,64.6,3.84,22.0,6.0
2020-01-13 15:00:00,98.5,13.5,200.0,15.6,59.1,4.22,22.0,7.1
2020-01-13 16:00:00,101.5,20.3,200.0,21.9,49.6,4.81,22.0,9.4
2020-01-13 17:00:00,93.7,24.5,200.0,29.7,51.9,4.03,22.0,7.7
2020-01-13 18:00:00,108.7,16.3,200.0,16.7,68.2,3.53,22.0,7.6
