timestamp,dms_cyclone_id,cyclone_health_score,cyclone_wear_rate_pct,feed_grade_pct,feed_size_mm,media_density_sg,cyclone_pressure_kpa,media_consumption_kg_t,media_recovery_pct,sink_grade_pct,float_grade_pct,sink_yield_pct,dms_recovery,separation_efficiency,ore_density_sg
2020-01-05 12:00:00,dms_cyclone_01,65.5,35.0,38.42,23.5,3.05,111.0,2.09,98.74,50.0,3.049,60.7,0.79,0.802,3.83
2020-01-05 16:00:00,dms_cyclone_02,61.1,60.7,36.04,10.9,3.18,94.0,0.78,98.76,50.0,4.852,58.8,0.816,0.663,4.04
2020-01-05 20:00:00,dms_cyclone_02,67.4,24.6,36.2,14.2,3.01,114.0,1.99,99.47,49.96,5.792,59.0,0.814,0.6,3.84
2020-01-06 00:00:00,dms_cyclone_01,79.7,18.9,47.66,13.6,2.81,93.0,2.06,98.93,50.0,5.372,68.1,0.715,0.718,3.88
2020-01-06 04:00:00,dms_cyclone_02,70.9,28.9,43.49,8.8,2.98,90.0,1.85,98.25,50.0,6.624,64.8,0.745,0.619,3.98
2020-01-06 08:00:00,dms_cyclone_01,86.8,12.2,49.77,22.7,3.09,96.0,1.31,98.45,50.0,5.026,69.8,0.701,0.748,4.01
2020-01-06 12:00:00,dms_cyclone_02,81.5,22.7,45.08,18.7,3.02,92.0,1.45,98.14,50.0,6.447,66.1,0.733,0.642,3.83
2020-01-06 16:00:00,dms_cyclone_01,95.7,24.2,36.16,21.3,2.87,93.0,0.68,98.89,50.0,4.407,58.9,0.815,0.695,4.04
2020-01-06 20:00:00,dms_cyclone_03,91.5,15.2,40.42,23.0,3.15,110.0,1.25,99.48,50.0,2.965,62.3,0.771,0.817,3.88
2020-01-07 00:00:00,dms_cyclone_02,76.3,35.5,37.01,9.9,3.07,116.0,1.48,99.41,50.0,5.922,59.6,0.805,0.6,3.84
2020-01-07 04:00:00,dms_cyclone_01,58.0,36.8,37.49,12.7,3.05,84.0,1.47,98.6,50.0,5.998,60.0,0.8,0.6,4.2
2020-01-07 08:00:00,dms_cyclone_02,89.8,18.9,42.88,24.3,3.19,97.0,2.06,99.5,50.0,5.497,64.3,0.75,0.68,3.88
2020-01-07 12:00:00,dms_cyclone_02,77.4,7.0,48.41,11.3,3.0,105.0,1.36,99.49,50.0,4.466,68.7,0.71,0.769,4.13
2020-01-07 16:00:00,dms_cyclone_02,86.6,23.1,36.2,10.4,2.93,95.0,2.0,98.58,50.0,5.281,59.0,0.814,0.635,4.06
2020-01-07 20:00:00,dms_cyclone_02,72.2,25.1,43.96,15.9,2.96,120.0,1.44,98.97,50.0,6.432,65.2,0.741,0.634,3.96
2020-01-08 00:00:00,dms_cyclone_03,83.8,19.1,42.55,15.6,3.18,112.0,1.46,99.5,50.0,4.253,64.0,0.753,0.75,4.1
2020-01-08 04:00:00,dms_cyclone_01,56.3,49.5,38.03,10.1,3.19,118.0,0.77,98.13,50.0,6.084,60.4,0.794,0.6,4.16
2020-01-08 08:00:00,dms_cyclone_03,89.7,20.3,42.44,20.9,3.09,99.0,1.31,99.22,50.0,6.79,64.0,0.753,0.6,3.92
2020-01-08 12:00:00,dms_cyclone_02,58.5,39.7,43.33,19.8,2.86,116.0,1.22,98.67,50.0,5.639,64.7,0.746,0.675,4.15
2020-01-08 16:00:00,dms_cyclone_02,97.6,32.4,40.88,14.2,2.81,114.0,0.73,98.75,50.0,4.304,62.7,0.767,0.737,4.16
2020-01-08 20:00:00,dms_cyclone_02,93.5,15.6,37.86,18.5,3.05,100.0,0.54,98.17,50.0,4.311,60.3,0.796,0.715,4.12
2020-01-09 00:00:00,dms_cyclone_03,58.3,37.2,38.06,17.7,2.92,84.0,0.96,98.17,50.0,4.928,60.4,0.794,0.676,4.11
2020-01-09 04:00:00,dms_cyclone_01,85.0,26.0,36.7,22.1,3.18,85.0,1.71,98.6,50.0,5.123,59.4,0.809,0.651,3.99
2020-01-09 08:00:00,dms_cyclone_02,51.9,46.0,45.69,20.1,3.08,109.0,2.02,98.46,50.0,6.253,66.6,0.728,0.658,3.89
2020-01-09 12:00:00,dms_cyclone_03,57.9,37.7,36.77,17.2,2.94,91.0,2.18,98.56,50.0,5.659,59.4,0.808,0.615,4.06
2020-01-09 16:00:00,dms_cyclone_03,99.3,0.0,36.08,15.8,3.11,112.0,0.72,98.31,50.0,5.01,58.9,0.816,0.653,4.14
2020-01-09 20:00:00,dms_cyclone_02,63.6,42.7,45.55,17.7,2.86,83.0,2.04,98.33,50.0,5.717,66.4,0.729,0.686,3.97
2020-01-10 00:00:00,dms_cyclone_03,75.2,29.0,44.55,24.0,2.86,116.0,0.68,98.72,50.0,3.765,65.6,0.737,0.789,4.15
2020-01-10 04:00:00,dms_cyclone_01,95.2,3.2,48.2,18.6,2.88,84.0,1.77,98.01,50.0,5.996,68.6,0.711,0.689,4.04
2020-01-10 08:00:00,dms_cyclone_02,53.0,60.9,43.32,9.4,3.08,117.0,2.1,98.82,50.0,5.966,64.7,0.746,0.656,3.97
2020-01-10 12:00:00,dms_cyclone_03,85.8,0.0,36.96,19.3,2.93,115.0,1.57,98.59,50.0,2.598,59.6,0.806,0.824,3.89
2020-01-10 16:00:00,dms_cyclone_01,76.9,4.3,41.15,16.1,3.08,117.0,2.0,98.03,50.0,6.583,62.9,0.765,0.6,3.94
2020-01-10 20:00:00,dms_cyclone_03,93.4,14.2,41.47,10.1,3.03,118.0,1.91,98.11,50.0,6.339,63.2,0.762,0.618,3.95
2020-01-11 00:00:00,dms_cyclone_01,74.9,12.4,47.57,16.2,3.18,114.0,1.35,99.03,50.0,7.611,68.1,0.715,0.6,3.97
2020-01-11 04:00:00,dms_cyclone_02,97.2,10.0,48.94,15.0,3.12,104.0,1.56,98.02,50.0,6.258,69.1,0.707,0.68,3.97
2020-01-11 08:00:00,dms_cyclone_03,54.4,34.5,40.34,12.4,2.9,91.0,1.2,98.61,50.0,6.454,62.3,0.772,0.6,4.08
2020-01-11 12:00:00,dms_cyclone_02,51.5,42.2,44.55,21.0,3.04,95.0,1.0,98.14,50.0,5.721,65.6,0.737,0.679,4.05
2020-01-11 16:00:00,dms_cyclone_03,92.8,6.1,37.43,21.1,3.05,101.0,1.89,98.67,50.0,5.989,59.9,0.801,0.6,4.13
2020-01-11 20:00:00,dms_cyclone_02,99.6,0.6,35.38,10.6,2.86,110.0,1.96,98.72,49.01,5.409,58.3,0.808,0.618,4.08
2020-01-12 00:00:00,dms_cyclone_02,72.2,22.9,48.32,12.1,2.89,98.0,1.42,99.11,50.0,5.695,68.7,0.71,0.705,4.14
2020-01-12 04:00:00,dms_cyclone_01,88.7,8.6,41.63,16.8,2.83,107.0,0.76,99.29,50.0,5.47,63.3,0.76,0.672,3.97
2020-01-12 08:00:00,dms_cyclone_03,64.6,33.7,48.76,16.6,2.81,110.0,0.92,98.31,50.0,7.802,69.0,0.708,0.6,4.17
2020-01-12 12:00:00,dms_cyclone_02,58.3,40.6,48.89,14.0,3.01,81.0,0.78,99.34,50.0,5.253,69.1,0.707,0.731,3.86
2020-01-12 16:00:00,dms_cyclone_01,77.0,18.2,49.71,19.4,2.99,81.0,1.9,98.66,50.0,5.946,69.8,0.702,0.701,4.08
2020-01-12 20:00:00,dms_cyclone_01,79.2,25.5,46.63,17.4,3.07,97.0,1.41,99.32,50.0,7.461,67.3,0.722,0.6,4.12
2020-01-13 00:00:00,dms_cyclone_01,50.2,55.0,49.94,12.6,3.13,104.0,2.31,98.0,50.0,7.99,69.9,0.7,0.6,4.16
2020-01-13 04:00:00,dms_cyclone_02,87.5,11.9,42.77,17.7,2.85,94.0,0.52,99.39,50.0,4.139,64.2,0.751,0.758,3.88
2020-01-13 08:00:00,dms_cyclone_01,64.8,30.9,43.18,23.5,3.07,117.0,1.71,99.36,50.0,3.185,64.5,0.747,0.816,4.03
2020-01-13 12:00:00,dms_cyclone_03,53.9,49.1,44.5,12.8,2.83,89.0,0.99,99.09,50.0,7.12,65.6,0.737,0.6,3.84
2020-01-13 16:00:00,dms_cyclone_02,79.1,17.3,46.0,23.2,3.06,97.0,0.7,99.03,50.0,3.563,66.8,0.726,0.806,3.92
2020-01-13 20:00:00,dms_cyclone_02,64.9,15.1,39.03,24.2,2.9,116.0,1.86,98.8,50.0,4.868,61.2,0.784,0.688,3.84
2020-01-14 00:00:00,dms_cyclone_01,71.9,40.1,49.88,23.2,2.9,89.0,1.49,98.73,50.0,2.933,69.9,0.701,0.853,4.11
2020-01-14 04:00:00,dms_cyclone_01,91.4,7.6,49.16,15.5,3.19,114.0,2.02,98.44,50.0,7.866,69.3,0.705,0.6,3.89
2020-01-14 08:00:00,dms_cyclone_03,70.1,41.8,45.13,13.7,2.86,92.0,1.16,98.76,50.0,4.438,66.1,0.732,0.754,4.12
2020-01-14 12:00:00,dms_cyclone_02,50.4,38.7,46.44,12.3,3.04,91.0,1.14,98.92,50.0,7.43,67.1,0.723,0.6,4.04
2020-01-14 16:00:00,dms_cyclone_02,91.2,7.7,41.36,11.6,3.17,86.0,0.67,98.66,50.0,6.278,63.1,0.763,0.621,4.13
2020-01-14 20:00:00,dms_cyclone_03,84.6,11.9,37.81,14.7,3.02,90.0,0.81,98.51,50.0,6.049,60.2,0.797,0.6,4.18
2020-01-15 00:00:00,dms_cyclone_03,92.8,10.4,42.59,13.1,3.04,92.0,0.76,98.71,50.0,5.758,64.1,0.752,0.662,3.94
2020-01-15 04:00:00,dms_cyclone_03,61.0,40.2,37.21,11.9,3.17,97.0,0.78,98.16,50.0,5.954,59.8,0.803,0.6,3.91
2020-01-15 08:00:00,dms_cyclone_02,67.6,15.8,40.26,19.6,3.02,88.0,0.96,98.47,50.0,6.442,62.2,0.773,0.6,3.84
2020-01-15 12:00:00,dms_cyclone_03,62.4,45.4,45.0,23.7,3.05,107.0,2.05,98.88,50.0,5.567,66.0,0.733,0.691,4.04
2020-01-15 16:00:00,dms_cyclone_03,83.9,22.3,47.29,15.8,2.8,94.0,0.94,99.02,50.0,6.381,67.8,0.717,0.663,3.95
2020-01-15 20:00:00,dms_cyclone_03,83.9,21.1,39.22,9.2,3.13,114.0,0.69,99.42,50.0,5.516,61.4,0.782,0.648,4.19
2020-01-16 00:00:00,dms_cyclone_03,76.6,23.3,35.23,16.2,2.96,90.0,1.16,98.79,50.0,3.534,58.2,0.826,0.749,4.04
2020-01-16 04:00:00,dms_cyclone_01,94.1,11.0,38.24,15.8,2.86,104.0,1.74,98.22,50.0,6.08,60.6,0.792,0.603,3.98
2020-01-16 08:00:00,dms_cyclone_01,57.1,42.9,40.44,15.7,3.11,103.0,0.6,98.52,50.0,6.471,62.4,0.771,0.6,4.0
2020-01-16 12:00:00,dms_cyclone_01,87.0,0.0,47.67,10.2,3.08,101.0,1.95,98.69,50.0,5.511,68.1,0.715,0.711,3.99
2020-01-16 16:00:00,dms_cyclone_03,76.6,28.3,40.98,21.7,3.06,98.0,1.59,98.94,50.0,4.657,62.8,0.766,0.716,4.14
2020-01-16 20:00:00,dms_cyclone_02,74.2,37.3,39.55,8.7,2.86,81.0,0.84,99.06,50.0,6.328,61.6,0.779,0.6,4.05
2020-01-17 00:00:00,dms_cyclone_01,81.9,7.5,39.88,24.8,2.96,95.0,0.72,98.31,50.0,2.939,61.9,0.776,0.816,3.89
2020-01-17 04:00:00,dms_cyclone_03,93.1,10.2,36.28,23.7,3.1,98.0,0.89,99.37,50.0,2.823,59.0,0.813,0.805,3.89
2020-01-17 08:00:00,dms_cyclone_02,82.9,21.5,37.06,9.5,3.14,90.0,0.79,99.39,50.0,3.176,59.6,0.805,0.786,4.02
2020-01-17 12:00:00,dms_cyclone_03,56.7,42.5,38.09,16.2,3.1,107.0,1.32,99.15,50.0,6.094,60.5,0.794,0.6,4.17
2020-01-17 16:00:00,dms_cyclone_03,60.4,44.2,44.68,15.6,2.96,98.0,1.23,98.55,50.0,5.016,65.7,0.736,0.719,3.87
2020-01-17 20:00:00,dms_cyclone_03,83.6,6.4,39.61,18.4,2.97,97.0,0.74,98.37,50.0,4.33,61.7,0.779,0.727,4.05
2020-01-18 00:00:00,dms_cyclone_03,55.3,37.4,47.8,16.1,3.06,99.0,1.6,98.78,50.0,7.452,68.2,0.714,0.61,3.81
2020-01-18 04:00:00,dms_cyclone_03,78.3,16.9,40.58,15.6,3.04,89.0,0.64,99.14,50.0,5.427,62.5,0.77,0.666,4.02
2020-01-18 08:00:00,dms_cyclone_02,86.6,25.8,41.88,15.1,3.15,119.0,0.61,98.1,50.0,6.51,63.5,0.758,0.611,3.99
2020-01-18 12:00:00,dms_cyclone_01,62.9,43.3,47.09,17.4,3.09,111.0,1.96,98.19,50.0,7.535,67.7,0.719,0.6,3.85
2020-01-18 16:00:00,dms_cyclone_01,63.2,12.9,44.72,18.5,3.04,103.0,1.46,99.17,50.0,6.94,65.8,0.735,0.612,4.19
2020-01-18 20:00:00,dms_cyclone_02,76.6,28.5,39.56,14.7,2.84,112.0,0.69,98.49,50.0,4.651,61.7,0.779,0.706,4.11
2020-01-19 00:00:00,dms_cyclone_02,67.3,45.0,36.7,15.1,3.14,93.0,1.2,98.65,50.0,5.094,59.4,0.809,0.653,4.04
2020-01-19 04:00:00,dms_cyclone_02,66.2,46.7,47.41,24.2,3.14,100.0,2.03,98.65,50.0,5.423,67.9,0.716,0.714,3.98
2020-01-19 08:00:00,dms_cyclone_01,56.7,54.1,40.06,21.9,3.01,115.0,2.13,98.99,50.0,4.641,62.0,0.774,0.71,3.85
2020-01-19 12:00:00,dms_cyclone_02,56.6,38.9,35.56,23.0,3.04,82.0,1.91,98.76,50.0,3.079,58.5,0.822,0.784,3.8
2020-01-19 16:00:00,dms_cyclone_02,92.7,0.0,48.44,23.7,2.87,85.0,1.32,98.97,50.0,5.457,68.8,0.71,0.718,3.9
2020-01-19 20:00:00,dms_cyclone_01,94.9,10.6,36.45,10.2,2.94,84.0,0.56,99.47,50.0,4.276,59.2,0.812,0.707,3.88
2020-01-20 00:00:00,dms_cyclone_02,92.8,15.2,39.76,13.5,2.82,82.0,1.84,99.21,50.0,4.717,61.8,0.777,0.703,4.1
2020-01-20 04:00:00,dms_cyclone_01,70.4,39.3,45.33,21.0,3.2,115.0,1.34,99.26,50.0,7.091,66.3,0.731,0.609,4.0
2020-01-20 08:00:00,dms_cyclone_01,90.2,22.6,41.14,14.7,2.96,95.0,1.56,98.82,50.0,6.583,62.9,0.765,0.6,3.92
2020-01-20 12:00:00,dms_cyclone_03,75.9,17.9,36.08,13.3,3.06,92.0,1.25,98.72,49.79,5.773,58.9,0.812,0.6,3.99
2020-01-20 16:00:00,dms_cyclone_03,79.9,19.2,36.77,12.1,2.82,117.0,1.15,99.46,50.0,3.835,59.4,0.808,0.739,3.81
2020-01-20 20:00:00,dms_cyclone_03,78.2,9.0,36.74,9.7,2.87,100.0,0.6,99.46,50.0,5.879,59.4,0.808,0.6,3.98
2020-01-21 00:00:00,dms_cyclone_02,68.2,32.8,48.11,19.6,2.94,120.0,2.02,98.01,50.0,7.697,68.5,0.712,0.6,3.89
2020-01-21 04:00:00,dms_cyclone_02,88.5,13.2,40.16,17.5,3.07,116.0,1.55,98.16,50.0,6.134,62.1,0.774,0.618,4.11
2020-01-21 08:00:00,dms_cyclone_03,61.2,26.0,43.86,20.2,3.2,87.0,1.51,99.24,50.0,7.018,65.1,0.742,0.6,3.86
2020-01-21 12:00:00,dms_cyclone_03,79.9,17.9,40.78,23.7,2.91,88.0,1.09,99.09,50.0,2.901,62.6,0.768,0.822,4.17
2020-01-21 16:00:00,dms_cyclone_01,50.8,44.5,37.12,14.3,2.81,117.0,1.0,98.77,50.0,5.939,59.7,0.804,0.6,4.2
2020-01-21 20:00:00,dms_cyclone_02,94.5,4.2,35.82,15.9,2.86,98.0,1.35,98.14,49.53,5.604,58.7,0.811,0.609,3.84
2020-01-22 00:00:00,dms_cyclone_03,78.4,19.3,47.16,13.4,3.05,119.0,1.25,99.12,50.0,7.546,67.7,0.718,0.6,4.18
2020-01-22 04:00:00,dms_cyclone_03,64.3,39.4,39.27,14.9,2.88,88.0,1.11,99.17,50.0,4.347,61.4,0.782,0.723,4.05
2020-01-22 08:00:00,dms_cyclone_02,54.1,44.7,41.52,18.3,3.12,112.0,1.78,98.46,50.0,6.643,63.2,0.761,0.6,4.05
2020-01-22 12:00:00,dms_cyclone_02,58.5,32.4,37.94,20.5,2.84,83.0,1.83,98.62,50.0,6.07,60.3,0.795,0.6,4.0
2020-01-22 16:00:00,dms_cyclone_03,95.6,10.5,48.79,15.7,2.87,92.0,1.86,98.67,50.0,7.381,69.0,0.707,0.622,4.06
2020-01-22 20:00:00,dms_cyclone_02,63.0,48.0,37.5,8.4,2.85,110.0,2.18,98.74,50.0,4.117,60.0,0.8,0.726,4.18
2020-01-23 00:00:00,dms_cyclone_03,58.4,41.7,36.77,12.1,2.85,120.0,0.68,98.45,50.0,5.225,59.4,0.808,0.645,3.81
2020-01-23 04:00:00,dms_cyclone_03,92.0,12.8,41.91,12.5,2.98,117.0,1.39,98.4,50.0,6.309,63.5,0.758,0.624,3.93
2020-01-23 08:00:00,dms_cyclone_02,78.8,30.9,49.16,15.5,3.15,88.0,1.11,98.28,50.0,7.855,69.3,0.705,0.601,3.89
2020-01-23 12:00:00,dms_cyclone_03,55.3,48.0,44.69,19.7,2.95,96.0,0.75,99.24,50.0,7.15,65.7,0.736,0.6,4.01
2020-01-23 16:00:00,dms_cyclone_02,51.9,52.0,46.39,14.5,3.06,111.0,0.71,99.02,50.0,7.422,67.1,0.723,0.6,3.91
2020-01-23 20:00:00,dms_cyclone_03,64.3,27.7,37.23,16.2,2.85,88.0,0.97,99.28,50.0,5.157,59.8,0.803,0.654,3.8
2020-01-24 00:00:00,dms_cyclone_01,99.6,0.0,42.8,12.4,2.95,91.0,1.57,98.44,50.0,3.359,64.2,0.75,0.804,3.92
2020-01-24 04:00:00,dms_cyclone_02,87.7,13.0,36.81,20.9,3.11,118.0,1.29,98.65,50.0,4.39,59.4,0.808,0.702,3.88
2020-01-24 08:00:00,dms_cyclone_02,96.9,26.5,44.89,11.2,2.88,85.0,1.03,98.73,50.0,5.681,65.9,0.734,0.684,4.08
2020-01-24 12:00:00,dms_cyclone_02,72.7,13.8,49.66,9.8,3.09,81.0,1.65,99.25,50.0,7.238,69.7,0.702,0.636,3.92
2020-01-24 16:00:00,dms_cyclone_01,86.4,30.7,40.76,19.5,2.8,109.0,1.93,98.02,50.0,2.445,62.6,0.768,0.85,4.15
2020-01-24 20:00:00,dms_cyclone_02,95.3,14.0,46.07,24.9,3.13,107.0,1.33,99.38,50.0,2.86,66.9,0.726,0.845,3.83
2020-01-25 00:00:00,dms_cyclone_01,66.4,47.5,39.71,14.7,2.87,118.0,0.73,99.2,50.0,6.353,61.8,0.778,0.6,3.86
2020-01-25 04:00:00,dms_cyclone_02,91.4,4.6,37.45,23.7,2.95,100.0,0.66,98.64,50.0,1.913,60.0,0.8,0.872,4.05
2020-01-25 08:00:00,dms_cyclone_02,61.5,39.7,35.1,22.8,2.85,81.0,0.74,98.9,49.62,4.034,58.1,0.821,0.713,4.03
2020-01-25 12:00:00,dms_cyclone_02,76.2,18.9,46.75,18.5,3.05,97.0,2.07,98.22,50.0,7.48,67.4,0.721,0.6,3.9
2020-01-25 16:00:00,dms_cyclone_01,91.2,16.5,48.76,18.2,2.91,103.0,2.05,98.78,50.0,6.973,69.0,0.708,0.642,3.94
2020-01-25 20:00:00,dms_cyclone_03,53.9,26.8,48.43,17.9,3.13,85.0,1.45,98.38,50.0,7.748,68.7,0.71,0.6,4.1
2020-01-26 00:00:00,dms_cyclone_01,85.7,21.4,38.25,9.3,2.98,99.0,1.06,99.19,50.0,6.12,60.6,0.792,0.6,4.11
2020-01-26 04:00:00,dms_cyclone_03,76.2,28.7,43.35,24.3,2.83,93.0,1.32,98.1,50.0,5.187,64.7,0.746,0.701,3.84
2020-01-26 08:00:00,dms_cyclone_03,98.0,1.1,43.68,18.6,2.84,82.0,1.13,98.99,50.0,6.988,64.9,0.743,0.6,3.87
2020-01-26 12:00:00,dms_cyclone_02,90.9,2.2,43.37,12.6,3.06,101.0,1.41,99.32,50.0,6.192,64.7,0.746,0.643,3.81
2020-01-26 16:00:00,dms_cyclone_03,92.2,15.8,38.03,8.6,2.81,107.0,1.59,98.28,50.0,6.085,60.4,0.794,0.6,3.88
2020-01-26 20:00:00,dms_cyclone_01,62.6,49.2,45.42,9.9,3.14,101.0,2.13,98.07,50.0,6.086,66.3,0.73,0.665,3.99
2020-01-27 00:00:00,dms_cyclone_03,92.8,1.0,43.33,8.6,2.9,95.0,1.22,98.52,50.0,6.933,64.7,0.746,0.6,4.13
2020-01-27 04:00:00,dms_cyclone_02,64.4,45.9,44.24,18.7,2.93,99.0,0.8,98.61,50.0,7.079,65.4,0.739,0.6,4.19
2020-01-27 08:00:00,dms_cyclone_01,65.9,31.7,40.9,10.9,2.83,93.0,1.09,99.22,50.0,6.281,62.7,0.767,0.616,4.12
2020-01-27 12:00:00,dms_cyclone_03,87.3,0.0,44.56,9.1,3.16,105.0,1.72,98.74,50.0,6.423,65.7,0.737,0.64,3.97
2020-01-27 16:00:00,dms_cyclone_03,57.4,45.7,44.96,9.0,2.88,112.0,1.62,99.04,50.0,7.033,66.0,0.734,0.609,4.14
2020-01-27 20:00:00,dms_cyclone_03,98.3,0.0,43.75,17.8,3.03,102.0,0.97,98.33,50.0,5.932,65.0,0.743,0.661,4.01
2020-01-28 00:00:00,dms_cyclone_01,60.6,31.0,36.25,19.8,3.07,85.0,0.87,98.44,50.0,3.046,59.0,0.814,0.79,4.12
2020-01-28 04:00:00,dms_cyclone_01,54.0,57.3,49.33,15.6,2.98,90.0,2.0,99.49,50.0,5.663,69.5,0.704,0.713,4.01
2020-01-28 08:00:00,dms_cyclone_03,52.9,60.7,40.75,16.8,2.97,102.0,1.4,98.1,50.0,6.52,62.6,0.768,0.6,3.99
2020-01-28 12:00:00,dms_cyclone_01,55.9,39.5,44.93,13.1,2.91,114.0,1.8,98.34,50.0,7.188,65.9,0.734,0.6,3.84
2020-01-28 16:00:00,dms_cyclone_03,75.7,36.5,36.2,19.8,3.01,114.0,1.85,98.01,50.0,5.612,59.0,0.814,0.612,3.94
2020-01-28 20:00:00,dms_cyclone_03,67.2,43.0,35.95,19.4,2.97,114.0,1.14,99.49,49.62,5.753,58.8,0.811,0.6,3.81
2020-01-29 00:00:00,dms_cyclone_03,75.1,22.5,41.6,15.5,3.18,85.0,1.18,99.4,50.0,4.74,63.3,0.761,0.715,3.85
2020-01-29 04:00:00,dms_cyclone_02,72.7,25.9,38.37,14.4,3.05,109.0,0.7,98.48,50.0,5.54,60.7,0.791,0.639,3.88
2020-01-29 08:00:00,dms_cyclone_02,86.5,22.8,40.26,23.8,3.15,83.0,0.91,99.29,50.0,4.912,62.2,0.773,0.695,3.82
2020-01-29 12:00:00,dms_cyclone_01,75.2,23.4,49.63,15.7,2.86,94.0,1.34,99.14,50.0,6.686,69.7,0.702,0.663,4.18
2020-01-29 16:00:00,dms_cyclone_01,99.7,0.0,44.84,23.5,2.99,115.0,1.41,98.6,50.0,6.359,65.9,0.735,0.645,3.81
