timestamp,thickener_id,filter_id,thickener_health_score,filter_health_score,source_circuit,feed_grade_pct,feed_solids_pct,flocculant_dosage_gt,retention_time_hr,underflow_solids_pct,overflow_clarity_ntu,thickening_efficiency,filter_pressure_kpa,cycle_time_min,cake_moisture_pct,water_recovery_pct,solid_recovery_pct
2020-01-05 12:00:00,thickener_01,filter_press_01,83.6,85.7,flotation,51.3,15.3,58.0,3.4,65.4,51.0,0.916,314.0,71.0,9.6,78.3,85.14
2020-01-05 16:00:00,thickener_02,filter_press_02,92.9,50.7,flotation,51.41,23.7,42.8,3.4,68.0,32.0,0.95,326.0,55.0,10.7,87.4,50.6
2020-01-05 20:00:00,thickener_01,vacuum_filter_01,96.4,75.6,flotation,52.0,19.6,77.8,3.6,69.1,16.0,0.95,282.0,63.0,9.5,89.4,74.57
2020-01-06 00:00:00,thickener_01,filter_press_01,54.2,55.5,flotation,52.0,24.9,25.9,4.7,62.4,32.0,0.831,313.0,85.0,9.5,50.3,54.84
2020-01-06 04:00:00,thickener_01,vacuum_filter_02,63.8,57.8,flotation,52.0,16.6,29.2,3.3,55.2,35.0,0.722,390.0,54.0,11.8,60.5,57.38
2020-01-06 08:00:00,thickener_01,vacuum_filter_03,55.0,95.2,flotation,52.0,21.3,56.3,3.8,56.3,43.0,0.719,294.0,56.0,8.9,51.5,93.88
2020-01-06 12:00:00,thickener_01,vacuum_filter_01,78.4,92.0,flotation,52.0,18.9,51.5,5.5,57.4,15.0,0.753,393.0,76.0,10.2,70.6,90.9
2020-01-06 16:00:00,thickener_02,filter_press_01,72.5,75.1,flotation,52.0,17.4,47.2,6.0,58.1,24.0,0.773,367.0,96.0,10.2,62.9,73.91
2020-01-06 20:00:00,thickener_01,vacuum_filter_01,51.9,97.3,flotation,51.39,16.0,50.3,3.5,59.2,39.0,0.8,285.0,50.0,10.2,44.8,97.04
2020-01-07 00:00:00,thickener_01,vacuum_filter_02,54.2,90.5,flotation,52.0,23.4,22.2,4.1,54.3,29.0,0.662,235.0,48.0,8.7,46.8,88.88
2020-01-07 04:00:00,thickener_01,filter_press_01,79.6,94.1,flotation,52.0,23.0,79.2,4.2,62.9,38.0,0.85,207.0,94.0,9.4,73.0,92.94
2020-01-07 08:00:00,thickener_02,vacuum_filter_02,56.4,53.5,flotation,52.0,17.6,23.5,3.7,57.1,16.0,0.754,263.0,64.0,11.5,50.3,52.61
2020-01-07 12:00:00,thickener_02,vacuum_filter_02,66.7,51.7,flotation,52.0,17.9,76.6,3.2,60.1,32.0,0.81,288.0,90.0,9.5,60.8,51.43
2020-01-07 16:00:00,thickener_01,filter_press_02,83.1,70.8,flotation,52.0,15.5,77.2,2.9,66.1,16.0,0.928,339.0,99.0,10.0,77.8,69.67
2020-01-07 20:00:00,thickener_02,vacuum_filter_01,85.7,70.2,flotation,52.0,23.1,56.5,2.8,68.3,33.0,0.95,207.0,89.0,8.7,74.1,69.38
2020-01-08 00:00:00,thickener_02,filter_press_02,86.6,55.9,flotation,52.0,19.4,78.3,3.6,55.5,43.0,0.712,314.0,75.0,8.5,81.2,55.35
2020-01-08 04:00:00,thickener_02,filter_press_02,61.8,90.3,flotation,52.0,21.8,68.0,2.5,65.0,51.0,0.895,389.0,83.0,11.4,53.6,89.31
2020-01-08 08:00:00,thickener_02,filter_press_02,74.4,59.6,flotation,52.0,15.3,74.1,4.6,53.7,49.0,0.703,363.0,94.0,10.6,68.4,58.99
2020-01-08 12:00:00,thickener_02,vacuum_filter_03,77.7,59.7,flotation,52.0,24.3,46.8,5.1,57.7,29.0,0.73,395.0,73.0,10.6,66.8,58.67
2020-01-08 16:00:00,thickener_02,filter_press_01,72.7,83.9,flotation,52.0,19.1,30.9,5.4,64.1,20.0,0.884,319.0,74.0,10.6,64.3,83.0
2020-01-08 20:00:00,thickener_01,filter_press_01,68.2,75.6,flotation,52.0,24.9,72.0,3.5,62.5,57.0,0.833,315.0,63.0,9.0,59.0,75.36
2020-01-09 00:00:00,thickener_01,filter_press_02,87.2,94.9,flotation,52.0,15.8,57.5,4.4,61.9,53.0,0.85,380.0,84.0,9.7,78.6,94.72
2020-01-09 04:00:00,thickener_01,filter_press_02,88.9,77.5,flotation,52.0,17.3,56.6,5.8,63.4,43.0,0.874,274.0,56.0,10.0,80.6,77.39
2020-01-09 08:00:00,thickener_02,vacuum_filter_01,51.7,50.7,flotation,52.0,19.9,32.9,4.7,59.2,57.0,0.784,254.0,82.0,10.6,49.1,50.3
2020-01-09 12:00:00,thickener_02,vacuum_filter_03,71.4,56.1,flotation,52.0,20.0,40.7,5.8,58.0,47.0,0.761,354.0,58.0,9.1,63.7,55.68
2020-01-09 16:00:00,thickener_01,filter_press_01,93.2,91.7,flotation,50.73,20.1,60.4,2.4,57.5,48.0,0.748,381.0,78.0,8.1,80.9,91.38
2020-01-09 20:00:00,thickener_02,vacuum_filter_02,71.3,56.5,flotation,52.0,19.3,50.3,4.9,61.3,46.0,0.828,299.0,65.0,9.0,65.1,55.7
2020-01-10 00:00:00,thickener_01,vacuum_filter_01,75.2,64.5,flotation,51.95,15.4,69.8,5.8,64.0,44.0,0.891,209.0,95.0,8.4,70.1,64.11
2020-01-10 04:00:00,thickener_01,filter_press_02,62.7,51.4,flotation,52.0,23.5,52.9,5.3,58.3,14.0,0.749,228.0,95.0,8.4,53.7,50.96
2020-01-10 08:00:00,thickener_02,filter_press_02,65.4,53.4,flotation,51.07,17.7,35.1,3.5,55.0,58.0,0.714,302.0,72.0,9.7,59.3,53.3
2020-01-10 12:00:00,thickener_01,filter_press_02,79.4,91.5,flotation,52.0,15.4,24.4,5.2,59.4,11.0,0.805,330.0,55.0,10.5,68.4,89.64
2020-01-10 16:00:00,thickener_02,vacuum_filter_03,92.9,91.4,flotation,52.0,15.3,25.4,3.4,68.8,38.0,0.95,384.0,93.0,10.7,88.2,90.75
2020-01-10 20:00:00,thickener_02,vacuum_filter_01,67.4,79.4,flotation,51.99,21.7,71.4,2.9,57.6,46.0,0.744,299.0,48.0,10.1,63.4,77.97
2020-01-11 00:00:00,thickener_01,vacuum_filter_01,88.9,89.6,flotation,52.0,24.6,27.8,4.3,62.9,30.0,0.844,300.0,81.0,11.2,82.2,88.67
2020-01-11 04:00:00,thickener_01,filter_press_02,79.7,62.0,flotation,52.0,19.2,20.7,3.4,61.7,17.0,0.837,200.0,91.0,9.9,73.8,61.66
2020-01-11 08:00:00,thickener_02,filter_press_02,89.8,89.2,flotation,52.0,16.6,31.3,4.9,56.1,11.0,0.739,233.0,69.0,9.4,83.5,87.51
2020-01-11 12:00:00,thickener_01,vacuum_filter_02,65.7,65.7,flotation,50.47,22.4,75.9,2.2,57.5,41.0,0.737,204.0,58.0,10.1,57.4,65.16
2020-01-11 16:00:00,thickener_02,vacuum_filter_03,73.4,77.0,flotation,52.0,15.2,50.7,4.2,55.2,32.0,0.73,273.0,56.0,10.7,66.9,76.31
2020-01-11 20:00:00,thickener_01,filter_press_02,96.1,55.4,flotation,52.0,16.4,67.4,5.9,63.9,15.0,0.886,345.0,75.0,11.8,91.2,55.1
2020-01-12 00:00:00,thickener_02,vacuum_filter_01,94.9,51.3,flotation,52.0,21.5,41.9,2.7,62.0,48.0,0.836,272.0,79.0,10.7,82.0,50.65
2020-01-12 04:00:00,thickener_02,vacuum_filter_02,93.9,51.1,flotation,52.0,16.5,51.2,5.8,63.9,45.0,0.887,302.0,72.0,9.3,81.1,50.95
2020-01-12 08:00:00,thickener_01,vacuum_filter_02,52.5,88.0,flotation,52.0,22.3,64.6,2.7,54.7,22.0,0.68,260.0,56.0,9.2,45.6,87.87
2020-01-12 12:00:00,thickener_01,vacuum_filter_03,83.7,63.9,flotation,51.58,21.6,33.4,3.5,54.8,50.0,0.687,200.0,53.0,10.9,78.7,63.7
2020-01-12 16:00:00,thickener_01,vacuum_filter_01,62.3,68.9,flotation,52.0,15.1,44.5,4.9,59.0,30.0,0.799,270.0,59.0,9.6,58.7,67.88
2020-01-12 20:00:00,thickener_02,filter_press_01,63.9,88.7,flotation,52.0,17.6,72.9,2.8,53.5,17.0,0.685,331.0,61.0,11.3,54.8,87.14
2020-01-13 00:00:00,thickener_01,filter_press_01,66.2,65.9,flotation,52.0,16.1,44.6,2.7,53.0,13.0,0.685,249.0,89.0,8.3,56.5,65.81
2020-01-13 04:00:00,thickener_02,filter_press_01,94.3,91.6,flotation,52.0,24.9,44.1,4.2,56.1,17.0,0.693,398.0,72.0,10.8,81.5,90.17
2020-01-13 08:00:00,thickener_02,filter_press_01,58.6,83.6,flotation,52.0,21.7,37.8,4.2,52.1,17.0,0.629,231.0,78.0,8.7,53.2,82.64
2020-01-13 12:00:00,thickener_01,vacuum_filter_03,99.7,59.5,flotation,52.0,24.3,35.6,4.1,64.7,21.0,0.883,295.0,66.0,10.2,85.8,59.08
2020-01-13 16:00:00,thickener_02,vacuum_filter_03,66.0,59.8,flotation,52.0,19.1,57.6,2.2,58.3,55.0,0.771,368.0,67.0,11.1,57.5,59.47
2020-01-13 20:00:00,thickener_02,filter_press_01,74.2,91.1,flotation,52.0,22.5,43.5,4.3,60.2,20.0,0.793,345.0,90.0,11.5,69.3,90.47
2020-01-14 00:00:00,thickener_02,filter_press_02,59.3,78.7,flotation,52.0,19.9,30.5,4.0,63.4,41.0,0.869,331.0,76.0,11.0,54.1,77.4
2020-01-14 04:00:00,thickener_02,filter_press_01,95.4,92.9,flotation,52.0,16.8,35.3,5.0,68.2,38.0,0.95,214.0,72.0,12.0,83.5,91.56
2020-01-14 08:00:00,thickener_02,vacuum_filter_01,71.8,52.1,flotation,52.0,22.1,64.5,5.6,62.9,35.0,0.851,340.0,61.0,9.9,63.0,51.94
2020-01-14 12:00:00,thickener_02,filter_press_01,89.0,60.5,flotation,52.0,20.8,67.6,4.5,68.1,14.0,0.95,317.0,85.0,10.8,76.6,60.4
2020-01-14 16:00:00,thickener_02,filter_press_01,68.5,67.0,flotation,52.0,19.3,21.7,3.2,53.9,40.0,0.683,373.0,93.0,11.8,61.4,65.76
2020-01-14 20:00:00,thickener_02,vacuum_filter_03,77.9,63.6,flotation,52.0,22.5,66.0,2.4,61.2,50.0,0.815,339.0,102.0,8.4,70.9,62.46
2020-01-15 00:00:00,thickener_01,vacuum_filter_03,50.7,87.4,flotation,52.0,24.9,27.0,4.6,51.9,49.0,0.6,219.0,66.0,9.6,46.0,87.06
2020-01-15 04:00:00,thickener_02,vacuum_filter_02,61.0,79.2,flotation,52.0,16.0,42.9,3.0,56.2,33.0,0.744,330.0,85.0,8.5,57.8,78.62
2020-01-15 08:00:00,thickener_02,vacuum_filter_01,98.4,94.1,flotation,50.28,18.6,23.6,2.3,55.4,24.0,0.715,290.0,68.0,9.8,88.1,93.05
2020-01-15 12:00:00,thickener_02,vacuum_filter_02,84.1,58.5,flotation,50.33,18.6,28.7,2.3,63.7,46.0,0.878,217.0,96.0,9.0,73.2,58.32
2020-01-15 16:00:00,thickener_02,vacuum_filter_01,64.5,67.5,flotation,50.99,19.9,41.7,5.5,56.5,51.0,0.731,297.0,82.0,8.7,59.1,67.27
2020-01-15 20:00:00,thickener_01,vacuum_filter_03,78.0,65.4,flotation,52.0,23.3,49.7,4.0,58.0,20.0,0.744,266.0,96.0,10.0,69.8,65.34
2020-01-16 00:00:00,thickener_02,vacuum_filter_02,82.6,95.3,flotation,52.0,21.3,20.6,2.3,59.4,34.0,0.782,228.0,51.0,9.1,72.6,94.91
2020-01-16 04:00:00,thickener_02,vacuum_filter_03,96.9,53.7,flotation,52.0,20.5,35.6,4.6,60.8,22.0,0.813,357.0,80.0,9.3,91.2,53.42
2020-01-16 08:00:00,thickener_02,vacuum_filter_03,76.4,68.9,flotation,52.0,15.6,56.3,4.0,54.3,59.0,0.711,279.0,51.0,9.3,67.4,68.77
2020-01-16 12:00:00,thickener_02,vacuum_filter_01,97.3,59.0,flotation,52.0,18.5,27.2,2.8,62.7,14.0,0.858,370.0,100.0,11.9,87.0,57.91
2020-01-16 16:00:00,thickener_01,filter_press_01,78.5,96.1,flotation,52.0,18.4,55.8,2.9,57.2,43.0,0.752,384.0,79.0,10.0,66.9,95.34
2020-01-16 20:00:00,thickener_02,filter_press_02,73.7,99.4,flotation,52.0,17.4,41.1,3.5,61.8,53.0,0.845,396.0,62.0,10.8,66.4,98.99
2020-01-17 00:00:00,thickener_01,vacuum_filter_01,55.4,73.6,flotation,52.0,22.8,67.3,2.0,59.5,45.0,0.778,222.0,74.0,8.6,51.0,72.28
2020-01-17 04:00:00,thickener_01,filter_press_01,62.6,76.6,flotation,52.0,19.7,71.2,3.8,59.8,26.0,0.797,225.0,72.0,9.8,56.2,75.89
2020-01-17 08:00:00,thickener_02,filter_press_02,79.9,69.7,flotation,52.0,17.2,49.5,2.6,59.4,15.0,0.799,234.0,85.0,10.1,72.9,68.93
2020-01-17 12:00:00,thickener_01,vacuum_filter_03,77.4,80.9,flotation,52.0,19.9,73.3,4.5,62.0,49.0,0.84,242.0,85.0,11.1,69.4,79.43
2020-01-17 16:00:00,thickener_01,vacuum_filter_03,97.1,92.1,flotation,52.0,17.3,23.6,2.6,58.5,35.0,0.781,237.0,48.0,11.7,86.4,90.98
2020-01-17 20:00:00,thickener_01,vacuum_filter_02,54.1,93.7,flotation,50.75,24.7,53.7,4.2,57.0,53.0,0.712,214.0,90.0,12.1,51.0,92.14
2020-01-18 00:00:00,thickener_02,filter_press_02,75.4,50.4,flotation,52.0,18.9,49.0,3.6,55.3,20.0,0.712,375.0,73.0,10.2,70.7,49.6
2020-01-18 04:00:00,thickener_02,filter_press_01,52.5,97.7,flotation,52.0,18.9,65.0,5.6,63.0,53.0,0.863,397.0,77.0,8.6,48.9,97.59
2020-01-18 08:00:00,thickener_01,vacuum_filter_03,68.5,77.3,flotation,52.0,22.4,27.1,3.8,65.1,53.0,0.896,371.0,57.0,11.9,64.1,75.77
2020-01-18 12:00:00,thickener_02,vacuum_filter_02,52.2,68.8,flotation,51.47,24.3,57.2,5.6,54.6,35.0,0.663,365.0,78.0,10.3,48.7,68.31
2020-01-18 16:00:00,thickener_02,vacuum_filter_03,84.2,86.3,flotation,52.0,18.7,51.1,3.3,60.5,17.0,0.814,229.0,47.0,9.9,76.9,85.64
2020-01-18 20:00:00,thickener_01,vacuum_filter_02,83.8,89.2,flotation,52.0,22.9,69.2,2.1,66.8,38.0,0.931,318.0,90.0,11.7,73.6,87.74
2020-01-19 00:00:00,thickener_01,vacuum_filter_03,98.5,59.3,flotation,50.82,23.7,43.2,3.6,64.1,47.0,0.874,334.0,54.0,12.0,92.2,58.51
2020-01-19 04:00:00,thickener_01,filter_press_01,88.5,67.7,flotation,52.0,18.1,79.1,4.7,64.6,32.0,0.897,298.0,98.0,9.7,76.2,66.6
2020-01-19 08:00:00,thickener_02,filter_press_01,69.3,92.7,flotation,52.0,15.2,48.6,4.1,59.7,29.0,0.813,371.0,96.0,10.3,61.1,91.14
2020-01-19 12:00:00,thickener_01,filter_press_02,82.8,56.5,flotation,52.0,15.3,57.9,2.1,66.4,16.0,0.934,319.0,76.0,9.3,75.0,56.38
2020-01-19 16:00:00,thickener_02,vacuum_filter_03,95.3,65.8,flotation,52.0,17.0,46.2,4.4,60.5,22.0,0.821,213.0,59.0,11.7,89.2,65.77
2020-01-19 20:00:00,thickener_01,vacuum_filter_02,79.6,73.6,flotation,52.0,24.0,63.5,4.4,59.5,55.0,0.772,398.0,57.0,9.8,69.4,73.06
2020-01-20 00:00:00,thickener_02,vacuum_filter_03,55.0,86.2,flotation,50.64,16.7,78.5,4.8,55.9,20.0,0.735,209.0,82.0,12.1,49.4,84.77
2020-01-20 04:00:00,thickener_02,vacuum_filter_03,90.4,74.9,flotation,52.0,21.5,69.0,5.5,66.7,45.0,0.932,211.0,56.0,10.2,79.3,73.63
2020-01-20 08:00:00,thickener_01,vacuum_filter_01,51.8,97.7,flotation,52.0,15.4,48.7,2.9,58.0,50.0,0.78,259.0,54.0,10.2,47.4,96.12
2020-01-20 12:00:00,thickener_02,vacuum_filter_01,55.6,93.9,flotation,52.0,24.2,71.8,3.0,54.5,52.0,0.662,311.0,83.0,9.5,48.8,92.35
2020-01-20 16:00:00,thickener_01,vacuum_filter_02,80.8,92.2,flotation,52.0,23.1,45.5,4.2,68.0,36.0,0.95,226.0,71.0,11.1,69.7,92.09
2020-01-20 20:00:00,thickener_01,vacuum_filter_01,97.5,97.1,flotation,52.0,23.5,74.2,3.0,68.2,12.0,0.95,232.0,87.0,10.0,86.6,96.67
2020-01-21 00:00:00,thickener_02,filter_press_01,83.1,67.4,flotation,52.0,21.1,59.3,2.2,59.1,12.0,0.777,306.0,68.0,9.7,73.4,66.86
2020-01-21 04:00:00,thickener_02,filter_press_01,82.0,52.4,flotation,52.0,22.9,79.4,3.0,61.7,19.0,0.824,307.0,93.0,8.8,71.0,52.12
2020-01-21 08:00:00,thickener_01,filter_press_02,80.5,50.4,flotation,52.0,23.6,33.9,5.7,67.5,29.0,0.946,233.0,74.0,10.8,71.7,50.36
2020-01-21 12:00:00,thickener_01,vacuum_filter_02,62.1,58.8,flotation,52.0,23.2,55.0,5.2,57.6,32.0,0.735,360.0,87.0,11.8,57.0,58.12
2020-01-21 16:00:00,thickener_01,filter_press_01,81.4,91.5,flotation,52.0,20.7,40.1,4.2,53.6,21.0,0.668,293.0,59.0,11.4,75.3,90.45
2020-01-21 20:00:00,thickener_01,vacuum_filter_01,59.8,60.1,flotation,52.0,17.6,58.2,4.0,59.1,27.0,0.791,257.0,73.0,9.3,51.6,59.44
2020-01-22 00:00:00,thickener_01,filter_press_02,82.7,66.1,flotation,52.0,23.6,73.1,3.9,65.5,23.0,0.904,321.0,50.0,12.1,72.2,65.72
2020-01-22 04:00:00,thickener_02,filter_press_01,99.6,58.8,flotation,51.24,21.4,38.3,3.9,58.3,32.0,0.759,279.0,70.0,11.5,88.5,57.7
2020-01-22 08:00:00,thickener_01,vacuum_filter_02,94.7,95.4,flotation,52.0,21.3,25.6,3.6,67.4,49.0,0.947,255.0,85.0,11.7,81.9,94.64
2020-01-22 12:00:00,thickener_02,filter_press_02,64.5,81.4,flotation,52.0,21.9,73.1,2.1,63.2,38.0,0.858,327.0,48.0,10.1,55.6,81.06
2020-01-22 16:00:00,thickener_01,vacuum_filter_03,72.2,92.0,flotation,51.07,20.0,48.8,5.9,53.6,21.0,0.672,290.0,64.0,11.9,65.9,90.55
2020-01-22 20:00:00,thickener_02,filter_press_02,85.4,97.3,flotation,52.0,20.0,65.3,4.7,63.1,19.0,0.862,242.0,78.0,9.5,75.1,95.81
2020-01-23 00:00:00,thickener_02,vacuum_filter_02,98.2,83.6,flotation,52.0,17.4,40.5,3.5,61.4,48.0,0.837,354.0,87.0,9.8,91.6,82.4
2020-01-23 04:00:00,thickener_02,filter_press_01,58.0,69.3,flotation,51.5,23.3,56.8,3.4,52.1,14.0,0.617,374.0,82.0,9.6,51.8,68.07
2020-01-23 08:00:00,thickener_01,filter_press_02,91.2,92.1,flotation,52.0,16.2,26.2,5.7,66.7,39.0,0.938,252.0,60.0,11.2,85.9,90.92
2020-01-23 12:00:00,thickener_01,vacuum_filter_03,89.1,73.6,flotation,51.37,22.7,50.1,5.3,60.4,29.0,0.797,244.0,53.0,9.8,77.2,73.47
2020-01-23 16:00:00,thickener_01,filter_press_02,50.8,56.2,flotation,52.0,18.7,76.7,5.8,53.3,31.0,0.674,317.0,94.0,9.5,44.0,55.91
2020-01-23 20:00:00,thickener_01,vacuum_filter_02,92.1,79.3,flotation,52.0,18.7,32.7,3.8,58.5,16.0,0.776,385.0,66.0,8.4,81.5,78.28
2020-01-24 00:00:00,thickener_02,vacuum_filter_02,74.0,69.1,flotation,52.0,18.2,30.5,5.6,61.3,25.0,0.831,202.0,99.0,10.8,63.0,68.5
2020-01-24 04:00:00,thickener_01,vacuum_filter_02,53.2,72.9,flotation,50.66,22.8,59.2,5.5,55.3,41.0,0.688,295.0,62.0,12.1,46.3,71.49
2020-01-24 08:00:00,thickener_02,filter_press_02,74.3,80.0,flotation,52.0,21.0,31.7,4.6,53.4,14.0,0.662,369.0,54.0,8.9,66.1,78.6
2020-01-24 12:00:00,thickener_02,vacuum_filter_01,77.1,64.0,flotation,52.0,21.5,73.9,5.0,55.8,34.0,0.707,367.0,64.0,11.6,70.0,62.81
2020-01-24 16:00:00,thickener_01,filter_press_02,97.8,67.2,flotation,52.0,22.9,57.5,4.2,57.9,39.0,0.743,396.0,78.0,8.7,89.1,66.52
2020-01-24 20:00:00,thickener_02,vacuum_filter_01,90.3,59.4,flotation,52.0,20.3,20.1,2.9,66.4,30.0,0.929,386.0,65.0,11.7,80.0,58.66
2020-01-25 00:00:00,thickener_01,filter_press_01,69.6,94.8,flotation,52.0,22.1,53.6,3.5,64.3,15.0,0.881,240.0,59.0,12.1,62.4,94.65
2020-01-25 04:00:00,thickener_01,filter_press_01,94.5,93.1,flotation,51.36,21.5,61.9,2.6,62.5,39.0,0.846,221.0,59.0,8.8,84.3,92.8
2020-01-25 08:00:00,thickener_01,filter_press_01,57.1,98.4,flotation,52.0,15.5,59.5,4.5,63.9,31.0,0.888,339.0,52.0,10.4,54.2,98.08
2020-01-25 12:00:00,thickener_01,vacuum_filter_02,64.1,87.2,flotation,50.84,23.2,35.0,2.9,62.6,23.0,0.843,212.0,88.0,10.7,59.8,86.3
2020-01-25 16:00:00,thickener_01,vacuum_filter_02,57.3,64.5,flotation,51.45,19.3,28.3,4.2,64.7,41.0,0.895,318.0,96.0,9.4,50.2,63.86
2020-01-25 20:00:00,thickener_01,filter_press_01,65.5,77.2,flotation,52.0,18.1,63.7,3.0,57.1,44.0,0.751,338.0,86.0,9.6,60.5,76.77
2020-01-26 00:00:00,thickener_02,vacuum_filter_01,92.0,92.3,flotation,52.0,15.7,20.7,5.9,67.2,24.0,0.948,303.0,73.0,9.5,83.3,90.52
2020-01-26 04:00:00,thickener_02,vacuum_filter_02,99.5,96.3,flotation,52.0,19.4,62.0,5.8,60.0,17.0,0.802,239.0,81.0,9.4,87.0,96.05
2020-01-26 08:00:00,thickener_02,vacuum_filter_01,86.0,91.0,flotation,52.0,20.1,75.7,5.5,58.0,35.0,0.76,373.0,73.0,10.2,81.5,90.55
2020-01-26 12:00:00,thickener_02,filter_press_02,88.7,73.0,flotation,50.41,20.7,71.2,5.0,63.9,43.0,0.876,310.0,92.0,8.7,83.3,72.27
2020-01-26 16:00:00,thickener_01,vacuum_filter_03,82.2,52.0,flotation,52.0,16.2,77.5,5.0,67.7,32.0,0.95,339.0,96.0,11.2,77.9,51.9
2020-01-26 20:00:00,thickener_02,filter_press_02,94.9,60.0,flotation,51.87,22.1,31.9,5.6,63.8,38.0,0.87,337.0,53.0,10.9,83.9,59.68
