timestamp,equipment_id,equipment_type,operating_hours,health_score,vibration_rms,temperature_c,power_factor,wear_rate_pct,failure_probability,rul_days,maintenance_priority
2021-05-20 08:00:00,magnetic_separator_hims_03,magnetic_separator_hims,31925.0,79.4,2.91,62.7,0.855,10.3,0.3887,1190.0,2
2020-08-09 01:00:00,shaking_table_02,shaking_table,36792.0,79.0,2.91,56.3,0.857,11.6,0.3978,1459.0,2
2021-06-20 18:00:00,hydrocyclone_05,hydrocyclone,24316.0,90.3,1.64,44.0,0.86,6.3,0.1911,1598.0,3
2021-08-19 17:00:00,reagent_dosing_pump_02,reagent_dosing_pump,40140.0,71.5,4.65,87.5,0.857,17.1,0.5301,1037.0,1
2021-01-01 13:00:00,conveyor_belt_11,conveyor_belt,27051.0,73.8,4.54,53.9,0.798,22.3,0.5057,1259.0,1
2020-11-04 00:00:00,flotation_cell_cleaner_03,flotation_cell_cleaner,21996.0,71.5,2.89,48.3,0.862,11.4,0.5159,1232.0,1
2021-10-08 18:00:00,air_blower_02,air_blower,14063.0,76.9,2.82,60.2,0.855,12.7,0.4346,1413.0,2
2021-09-09 09:00:00,transfer_pump_04,transfer_pump,1586.0,98.0,1.66,82.9,0.897,1.2,0.0389,1677.0,5
2021-06-26 10:00:00,sump_pump_01,sump_pump,28644.0,68.3,4.68,97.4,0.852,19.0,0.5841,1215.0,1
2021-03-01 00:00:00,spiral_concentrator_05,spiral_concentrator,48952.0,61.6,3.14,39.4,0.829,26.9,0.7037,1143.0,1
2021-06-15 10:00:00,tertiary_crusher_02,tertiary_crusher,15349.0,67.4,6.14,82.3,0.785,26.1,0.6165,1122.0,1
2021-05-15 06:00:00,reagent_dosing_pump_05,reagent_dosing_pump,20166.0,85.3,3.09,89.9,0.878,8.8,0.285,1234.0,3
2021-04-29 16:00:00,transfer_pump_06,transfer_pump,23464.0,76.7,4.01,80.2,0.865,14.0,0.4403,1308.0,2
2020-05-23 10:00:00,magnetic_separator_hims_03,magnetic_separator_hims,68147.0,55.3,4.42,64.7,0.826,22.3,0.7715,911.0,1
2020-06-25 08:00:00,flotation_cell_rougher_03,flotation_cell_rougher,35684.0,83.7,2.11,44.1,0.874,6.5,0.3097,1388.0,2
2021-03-16 06:00:00,magnetic_separator_lims_01,magnetic_separator_lims,57418.0,68.2,3.68,65.7,0.842,15.9,0.5769,1045.0,1
2020-02-18 09:00:00,hydrocyclone_04,hydrocyclone,17903.0,87.1,2.23,49.8,0.857,8.4,0.2508,1644.0,3
2020-02-09 19:00:00,vacuum_filter_02,vacuum_filter,34150.0,71.5,1.55,44.3,0.884,8.5,0.5093,1238.0,1
2021-07-08 01:00:00,transfer_pump_07,transfer_pump,41088.0,65.1,4.89,89.9,0.848,20.9,0.6359,975.0,1
2020-07-09 12:00:00,sump_pump_02,sump_pump,22909.0,71.2,4.34,102.7,0.857,17.3,0.5364,1152.0,1
2021-03-05 17:00:00,flotation_cell_cleaner_02,flotation_cell_cleaner,852.0,84.9,2.28,39.4,0.875,6.1,0.2883,1554.0,3
2021-03-21 08:00:00,transfer_pump_05,transfer_pump,19043.0,82.6,3.35,82.2,0.874,10.5,0.3348,1316.0,2
2020-11-12 06:00:00,conveyor_belt_05,conveyor_belt,53251.0,44.3,7.37,57.0,0.751,47.3,0.85,589.0,1
2021-03-18 20:00:00,dewatering_screen_02,dewatering_screen,53358.0,52.7,10.06,59.1,0.785,42.6,0.85,801.0,1
2020-12-05 02:00:00,conveyor_belt_10,conveyor_belt,39664.0,74.0,4.89,61.2,0.798,22.1,0.5032,1338.0,1
2020-06-15 05:00:00,spiral_concentrator_02,spiral_concentrator,39011.0,79.8,2.05,39.1,0.844,14.1,0.388,1380.0,2
2021-03-22 13:00:00,conveyor_belt_02,conveyor_belt,7295.0,100.0,2.23,48.5,0.84,0.0,0.0,2027.0,5
2020-06-28 16:00:00,sump_pump_02,sump_pump,14540.0,93.4,2.58,87.6,0.89,4.0,0.1307,1656.0,4
2021-02-12 05:00:00,slurry_pump_10,slurry_pump,30157.0,62.2,4.78,96.8,0.843,22.7,0.6824,1119.0,1
2021-09-12 08:00:00,shaking_table_03,shaking_table,54155.0,54.2,5.19,62.5,0.83,25.2,0.7953,857.0,1
2020-01-30 21:00:00,transfer_pump_06,transfer_pump,28743.0,71.4,4.45,94.9,0.857,17.2,0.5326,1139.0,1
2020-06-15 03:00:00,spiral_concentrator_02,spiral_concentrator,60324.0,63.6,2.78,36.2,0.831,25.5,0.671,1009.0,1
2021-02-02 21:00:00,conveyor_belt_07,conveyor_belt,38647.0,55.8,6.51,63.4,0.769,37.6,0.8186,764.0,1
2020-05-17 09:00:00,vibrating_screen_05,vibrating_screen,27699.0,75.9,7.36,52.3,0.827,21.6,0.469,1180.0,2
2021-07-19 01:00:00,slurry_pump_07,slurry_pump,28006.0,76.7,4.5,86.3,0.865,14.0,0.441,1371.0,2
2021-02-25 23:00:00,vibrating_screen_02,vibrating_screen,56279.0,54.7,9.76,61.2,0.788,40.8,0.8437,685.0,1
2020-02-03 14:00:00,slurry_pump_11,slurry_pump,29353.0,76.6,3.9,77.7,0.865,14.1,0.4431,1378.0,2
2020-08-23 18:00:00,apron_feeder_01,apron_feeder,30094.0,59.9,4.34,57.4,0.836,22.0,0.7112,1062.0,1
2021-06-18 23:00:00,flotation_cell_cleaner_02,flotation_cell_cleaner,7902.0,100.0,1.07,34.7,0.89,0.0,0.0,2008.0,5
2020-06-13 13:00:00,air_blower_02,air_blower,54593.0,54.3,4.51,64.3,0.83,25.1,0.7935,995.0,1
2021-09-23 16:00:00,jig_02,jig,54898.0,75.2,2.27,40.5,0.84,17.4,0.4721,1265.0,2
2020-11-18 03:00:00,flotation_cell_cleaner_01,flotation_cell_cleaner,51354.0,63.3,3.71,42.5,0.853,14.7,0.6435,1152.0,1
2020-05-13 02:00:00,spiral_concentrator_07,spiral_concentrator,51976.0,58.9,2.44,42.3,0.827,28.7,0.7464,838.0,1
2020-12-11 06:00:00,spiral_concentrator_07,spiral_concentrator,69836.0,55.2,2.98,39.7,0.824,31.3,0.8039,830.0,1
2020-08-12 02:00:00,conveyor_belt_14,conveyor_belt,32690.0,80.4,4.22,51.9,0.809,16.7,0.3839,1402.0,2
2020-10-08 20:00:00,apron_feeder_02,apron_feeder,51113.0,64.4,4.21,66.5,0.841,19.6,0.643,1015.0,1
2021-01-24 02:00:00,trommel_screen_02,trommel_screen,24065.0,72.6,7.33,63.9,0.821,24.6,0.5303,1111.0,1
2021-08-02 16:00:00,slurry_pump_03,slurry_pump,41355.0,39.8,7.54,98.1,0.81,36.1,0.85,619.0,1
2021-05-25 08:00:00,slurry_pump_10,slurry_pump,23913.0,68.0,4.5,97.2,0.852,19.2,0.5887,1185.0,1
2020-04-14 09:00:00,flotation_cell_rougher_04,flotation_cell_rougher,25202.0,65.0,3.54,43.3,0.855,14.0,0.6176,1089.0,1
2020-02-29 22:00:00,spiral_concentrator_06,spiral_concentrator,53846.0,59.6,2.92,38.7,0.828,28.3,0.7361,888.0,1
2020-04-17 20:00:00,vibrating_screen_03,vibrating_screen,8428.0,88.5,4.96,52.5,0.849,10.4,0.2282,1490.0,3
2020-05-21 19:00:00,shaking_table_03,shaking_table,7061.0,100.0,1.32,45.4,0.88,0.0,0.0,1833.0,5
2020-11-18 04:00:00,conveyor_belt_05,conveyor_belt,43651.0,79.5,4.33,48.3,0.807,17.4,0.3994,1397.0,2
2020-01-03 12:00:00,transfer_pump_03,transfer_pump,4819.0,99.6,2.93,79.6,0.899,0.3,0.009,1780.0,5
2020-05-29 18:00:00,slurry_pump_12,slurry_pump,9069.0,68.8,3.82,92.9,0.853,18.7,0.5763,1126.0,1
2021-02-18 01:00:00,reagent_dosing_pump_05,reagent_dosing_pump,832.0,100.0,2.08,71.3,0.9,0.0,0.0,1758.0,5
2021-01-26 12:00:00,conveyor_belt_15,conveyor_belt,54787.0,56.5,5.78,55.3,0.77,36.9,0.8061,962.0,1
2021-01-16 01:00:00,trommel_screen_01,trommel_screen,43457.0,49.0,11.99,66.3,0.778,45.9,0.85,754.0,1
2021-02-26 21:00:00,magnetic_separator_hims_01,magnetic_separator_hims,10696.0,88.6,2.28,54.6,0.866,5.7,0.2202,1537.0,3
2021-08-25 08:00:00,transfer_pump_08,transfer_pump,20864.0,63.9,5.55,101.4,0.846,21.6,0.6551,1128.0,1
2020-04-13 10:00:00,spiral_concentrator_03,spiral_concentrator,32840.0,84.1,2.03,36.3,0.847,11.2,0.3098,1447.0,2
2020-04-23 04:00:00,conveyor_belt_13,conveyor_belt,39835.0,79.8,4.13,51.6,0.808,17.2,0.395,1472.0,2
2021-05-22 20:00:00,vibrating_screen_02,vibrating_screen,51302.0,54.3,11.31,66.9,0.788,41.1,0.85,758.0,1
2021-05-21 14:00:00,thickener_02,thickener,55413.0,51.4,2.98,44.7,0.866,14.6,0.7891,934.0,1
2021-01-17 17:00:00,conveyor_belt_02,conveyor_belt,19377.0,79.7,3.28,55.8,0.808,17.2,0.3961,1387.0,2
2021-05-28 20:00:00,slurry_pump_04,slurry_pump,35195.0,68.4,4.39,93.9,0.853,19.0,0.583,1113.0,1
2020-12-21 22:00:00,slurry_pump_02,slurry_pump,6335.0,91.4,2.1,88.8,0.887,5.2,0.1689,1334.0,3
2021-02-25 22:00:00,dms_cyclone_02,dms_cyclone,55680.0,29.6,5.4,54.2,0.8,45.8,0.85,533.0,1
2020-02-13 22:00:00,conveyor_belt_06,conveyor_belt,30797.0,68.0,5.34,60.9,0.789,27.2,0.6108,1307.0,1
2021-02-28 01:00:00,dms_cyclone_02,dms_cyclone,64278.0,36.4,4.91,53.7,0.806,41.4,0.85,617.0,1
2020-05-02 09:00:00,air_blower_02,air_blower,32481.0,91.9,1.64,56.0,0.871,4.4,0.1582,1676.0,3
2021-03-20 02:00:00,dewatering_screen_02,dewatering_screen,60195.0,77.7,6.58,55.3,0.83,20.1,0.4358,1311.0,2
2020-04-15 04:00:00,jig_01,jig,22381.0,100.0,0.93,32.9,0.86,0.0,0.0,1666.0,5
2021-10-09 03:00:00,air_blower_01,air_blower,63406.0,49.5,4.86,63.0,0.824,27.8,0.85,718.0,1
2021-05-25 19:00:00,flotation_cell_cleaner_04,flotation_cell_cleaner,50600.0,70.0,2.87,44.8,0.86,12.0,0.5408,1355.0,1
2021-06-04 23:00:00,vibrating_feeder_01,vibrating_feeder,9283.0,90.8,2.22,60.2,0.87,5.1,0.1799,1617.0,3
2021-07-19 11:00:00,apron_feeder_04,apron_feeder,23242.0,95.1,1.24,49.2,0.875,2.7,0.0966,1549.0,4
2020-02-13 23:00:00,conveyor_belt_10,conveyor_belt,12868.0,90.5,3.42,47.6,0.825,8.1,0.1883,1551.0,3
2021-08-07 03:00:00,hydrocyclone_03,hydrocyclone,16840.0,88.1,2.18,45.3,0.858,7.7,0.2323,1555.0,3
2020-01-07 22:00:00,agitator_01,agitator,34520.0,78.3,2.76,59.1,0.856,11.9,0.4095,1359.0,2
2020-12-29 07:00:00,vibrating_screen_02,vibrating_screen,32793.0,89.4,4.72,51.1,0.851,9.5,0.2102,1676.0,3
2020-03-06 23:00:00,spiral_concentrator_08,spiral_concentrator,37570.0,56.7,3.39,41.8,0.825,30.3,0.7808,802.0,1
2020-05-30 13:00:00,slurry_pump_09,slurry_pump,32827.0,47.3,6.44,93.5,0.821,31.6,0.85,635.0,1
2021-10-18 03:00:00,agitator_02,agitator,43653.0,66.4,3.43,66.2,0.843,18.5,0.6105,1224.0,1
2021-01-19 15:00:00,magnetic_separator_lims_04,magnetic_separator_lims,41390.0,76.9,2.94,57.7,0.852,11.5,0.4317,1373.0,2
2020-04-29 01:00:00,flotation_cell_rougher_04,flotation_cell_rougher,7728.0,82.8,1.79,41.1,0.873,6.9,0.3257,1441.0,2
2020-01-21 23:00:00,primary_crusher_02,primary_crusher,11160.0,90.8,3.57,63.8,0.832,7.4,0.1829,1757.0,3
2020-01-06 22:00:00,conveyor_belt_14,conveyor_belt,34496.0,76.1,4.98,55.5,0.802,20.3,0.4633,1230.0,2
2020-10-03 01:00:00,thickener_01,thickener,9087.0,100.0,0.57,35.4,0.91,0.0,0.0,1870.0,5
2020-01-12 12:00:00,filter_press_01,filter_press,50890.0,42.0,2.99,42.2,0.858,17.4,0.85,637.0,1
2020-02-26 01:00:00,magnetic_separator_lims_01,magnetic_separator_lims,64952.0,46.2,5.71,79.9,0.815,26.9,0.85,707.0,1
2021-07-19 02:00:00,tertiary_crusher_01,tertiary_crusher,36035.0,53.0,8.7,96.0,0.756,37.6,0.85,896.0,1
2020-12-03 17:00:00,vibrating_screen_05,vibrating_screen,36249.0,84.7,6.06,58.7,0.842,13.8,0.3027,1573.0,2
2021-01-04 12:00:00,primary_crusher_01,primary_crusher,17172.0,87.8,3.76,61.0,0.826,9.7,0.2399,1471.0,3
2021-04-09 23:00:00,slurry_pump_01,slurry_pump,15173.0,78.7,3.91,71.7,0.868,12.8,0.4047,1544.0,2
2021-05-20 16:00:00,spiral_concentrator_02,spiral_concentrator,4067.0,98.7,1.07,35.9,0.859,0.9,0.0261,1825.0,5
2021-08-27 15:00:00,flotation_cell_rougher_05,flotation_cell_rougher,29884.0,74.1,2.96,41.3,0.864,10.3,0.4738,1210.0,2
2020-05-18 19:00:00,slurry_pump_02,slurry_pump,20023.0,67.2,4.55,95.3,0.851,19.7,0.6029,1309.0,1
2021-06-28 22:00:00,flotation_cell_rougher_05,flotation_cell_rougher,44013.0,62.4,3.62,42.9,0.852,15.0,0.6562,1149.0,1
2020-09-11 23:00:00,apron_feeder_02,apron_feeder,44861.0,88.8,1.82,52.7,0.868,6.2,0.2181,1527.0,3
2021-08-21 19:00:00,tertiary_crusher_02,tertiary_crusher,15410.0,99.8,1.96,63.6,0.85,0.2,0.0047,1793.0,5
2020-05-19 16:00:00,trommel_screen_02,trommel_screen,53999.0,57.1,10.29,64.9,0.793,38.6,0.8046,814.0,1
2020-03-24 02:00:00,slurry_pump_03,slurry_pump,5350.0,100.0,1.54,81.3,0.9,0.0,0.0,1899.0,5
2021-09-04 15:00:00,spiral_concentrator_04,spiral_concentrator,63748.0,57.5,2.94,37.4,0.826,29.7,0.7687,1025.0,1
2020-01-23 22:00:00,vibrating_screen_05,vibrating_screen,25080.0,76.8,7.36,49.4,0.828,20.9,0.4524,1318.0,2
2020-01-28 03:00:00,trommel_screen_01,trommel_screen,42379.0,55.1,11.22,59.5,0.789,40.4,0.8369,758.0,1
2021-01-15 17:00:00,shaking_table_01,shaking_table,62650.0,51.4,5.4,64.7,0.827,26.7,0.8337,741.0,1
2020-04-15 03:00:00,flotation_cell_rougher_03,flotation_cell_rougher,41386.0,60.5,3.65,46.8,0.85,15.8,0.6845,1069.0,1
2020-02-18 10:00:00,transfer_pump_07,transfer_pump,13637.0,85.3,2.77,82.9,0.878,8.8,0.2838,1312.0,3
2020-07-29 21:00:00,secondary_crusher_01,secondary_crusher,39487.0,29.0,10.04,90.0,0.708,56.8,0.85,354.0,1
2020-10-04 15:00:00,vibrating_screen_01,vibrating_screen,12312.0,97.6,3.39,46.9,0.866,2.2,0.0486,1945.0,5
2020-08-09 18:00:00,jig_03,jig,30552.0,75.4,2.31,35.5,0.84,17.2,0.4683,1308.0,2
2020-03-04 22:00:00,flotation_cell_cleaner_01,flotation_cell_cleaner,48509.0,48.3,4.38,49.8,0.838,20.7,0.8464,557.0,1
2021-08-10 17:00:00,spiral_concentrator_03,spiral_concentrator,41767.0,75.9,2.11,38.1,0.841,16.8,0.4589,1317.0,2
2021-07-10 06:00:00,dms_cyclone_02,dms_cyclone,5665.0,94.7,1.63,45.6,0.865,3.5,0.1056,1724.0,4
2020-12-04 14:00:00,magnetic_separator_lims_02,magnetic_separator_lims,30726.0,67.4,4.22,59.5,0.841,16.3,0.5899,1067.0,1
2020-09-08 01:00:00,slurry_pump_09,slurry_pump,7977.0,90.6,2.53,87.7,0.886,5.6,0.1842,1559.0,3
2021-09-12 20:00:00,slurry_pump_03,slurry_pump,915.0,99.3,2.12,73.0,0.899,0.4,0.0137,1847.0,5
2021-01-23 12:00:00,slurry_pump_12,slurry_pump,16472.0,84.3,2.95,73.5,0.877,9.4,0.3022,1375.0,2
2020-11-14 01:00:00,conveyor_belt_05,conveyor_belt,36626.0,74.1,4.8,51.4,0.799,22.0,0.4997,1158.0,2
2020-08-31 23:00:00,agitator_02,agitator,9755.0,88.2,2.32,55.5,0.867,6.5,0.2293,1408.0,3
2020-11-18 04:00:00,dms_cyclone_01,dms_cyclone,15728.0,84.9,2.11,47.2,0.855,9.8,0.2922,1505.0,3
2021-01-17 21:00:00,conveyor_belt_11,conveyor_belt,60380.0,25.5,8.96,60.6,0.721,63.4,0.85,157.0,1
2021-02-14 00:00:00,apron_feeder_01,apron_feeder,44505.0,65.4,3.93,57.0,0.842,19.0,0.6272,1067.0,1
2021-03-18 18:00:00,sump_pump_01,sump_pump,2601.0,88.7,3.31,70.3,0.883,6.8,0.2211,1390.0,3
2021-04-21 18:00:00,jig_04,jig,2431.0,100.0,1.26,33.6,0.86,0.0,0.0,1678.0,5
2020-11-24 19:00:00,flotation_cell_rougher_01,flotation_cell_rougher,46453.0,68.4,3.09,43.7,0.858,12.6,0.5656,1155.0,1
2020-11-24 16:00:00,thickener_02,thickener,11941.0,78.6,1.63,40.0,0.891,6.4,0.3948,1388.0,2
2020-11-01 22:00:00,vibrating_screen_04,vibrating_screen,41246.0,63.7,9.07,60.1,0.805,32.7,0.6911,1105.0,1
2020-10-01 19:00:00,thickener_02,thickener,48439.0,72.0,1.82,41.9,0.885,8.4,0.5024,1049.0,1
2020-05-16 01:00:00,slurry_pump_01,slurry_pump,15815.0,86.1,2.9,77.6,0.879,8.4,0.2699,1412.0,3
2021-02-22 08:00:00,air_blower_01,air_blower,50234.0,49.9,4.62,58.3,0.825,27.6,0.85,681.0,1
2020-10-29 01:00:00,flotation_cell_cleaner_03,flotation_cell_cleaner,53961.0,76.9,2.4,45.5,0.867,9.2,0.4272,1303.0,2
2020-09-26 09:00:00,hydrocyclone_03,hydrocyclone,57514.0,62.7,3.32,53.2,0.833,24.3,0.681,983.0,1
2020-05-17 12:00:00,transfer_pump_02,transfer_pump,36124.0,41.1,7.17,109.1,0.812,35.3,0.85,727.0,1
2021-01-05 09:00:00,apron_feeder_04,apron_feeder,51491.0,52.8,5.02,52.1,0.828,25.9,0.8144,990.0,1
2021-07-10 18:00:00,magnetic_separator_hims_02,magnetic_separator_hims,20350.0,73.0,2.98,59.2,0.848,13.5,0.4981,1147.0,2
2021-01-29 15:00:00,thickener_02,thickener,45630.0,72.5,1.69,42.4,0.885,8.3,0.4943,1277.0,2
2021-07-18 15:00:00,transfer_pump_05,transfer_pump,27189.0,64.2,4.72,88.5,0.846,21.5,0.6502,923.0,1
2021-10-20 20:00:00,vacuum_filter_02,vacuum_filter,33097.0,81.8,1.72,42.0,0.894,5.5,0.3404,1626.0,2
2021-05-18 21:00:00,transfer_pump_08,transfer_pump,43256.0,67.6,4.46,99.7,0.851,19.4,0.596,1131.0,1
2020-10-12 00:00:00,agitator_05,agitator,49398.0,71.4,3.28,56.8,0.849,15.7,0.529,1269.0,1
2021-05-19 13:00:00,thickener_02,thickener,13151.0,84.3,1.42,38.4,0.896,4.7,0.2962,1373.0,3
2020-08-14 05:00:00,conveyor_belt_05,conveyor_belt,41613.0,68.1,4.74,50.9,0.789,27.1,0.6096,1147.0,1
2021-08-12 06:00:00,slurry_pump_09,slurry_pump,29924.0,75.1,3.65,75.3,0.863,15.0,0.469,1235.0,2
2020-06-04 00:00:00,secondary_crusher_03,secondary_crusher,21960.0,80.3,5.09,57.4,0.811,15.7,0.3827,1154.0,2
2021-10-15 17:00:00,dms_cyclone_01,dms_cyclone,6584.0,87.1,2.1,43.6,0.857,8.4,0.2521,1565.0,3
2020-10-21 11:00:00,dewatering_screen_03,dewatering_screen,25327.0,62.4,9.5,61.6,0.802,33.8,0.7133,876.0,1
2021-01-13 06:00:00,slurry_pump_04,slurry_pump,13592.0,100.0,1.53,72.8,0.9,0.0,0.0,1775.0,5
2021-01-19 16:00:00,dewatering_screen_03,dewatering_screen,55531.0,59.9,10.16,58.0,0.798,36.1,0.7565,869.0,1
2021-08-15 18:00:00,magnetic_separator_hims_03,magnetic_separator_hims,64608.0,52.4,4.5,72.5,0.823,23.8,0.8122,964.0,1
2021-09-05 18:00:00,thickener_01,thickener,1335.0,100.0,0.44,38.1,0.91,0.0,0.0,1865.0,5
2020-03-14 05:00:00,spiral_concentrator_03,spiral_concentrator,1305.0,100.0,1.25,36.7,0.86,0.0,0.0,1927.0,5
2020-04-16 05:00:00,agitator_03,agitator,1094.0,98.5,1.38,42.7,0.878,0.8,0.029,1786.0,5
2020-10-22 06:00:00,flotation_cell_scavenger_03,flotation_cell_scavenger,24121.0,79.1,2.18,39.0,0.869,8.4,0.3904,1240.0,2
2021-04-14 08:00:00,conveyor_belt_04,conveyor_belt,52173.0,55.2,6.77,63.6,0.768,38.1,0.8279,908.0,1
2021-08-16 10:00:00,apron_feeder_02,apron_feeder,52382.0,77.8,3.24,53.2,0.856,12.2,0.4181,1347.0,2
2020-04-27 16:00:00,conveyor_belt_11,conveyor_belt,30284.0,63.5,5.72,55.4,0.782,31.0,0.6897,1001.0,1
2021-09-06 02:00:00,flotation_cell_scavenger_02,flotation_cell_scavenger,48586.0,51.5,3.84,49.5,0.841,19.4,0.8061,869.0,1
2020-10-20 19:00:00,secondary_crusher_03,secondary_crusher,10420.0,83.7,3.82,75.9,0.817,13.0,0.319,1415.0,2
2020-12-12 05:00:00,sump_pump_01,sump_pump,43275.0,62.0,4.87,82.4,0.843,22.8,0.6862,1101.0,1
2021-02-07 15:00:00,transfer_pump_08,transfer_pump,26078.0,79.1,3.86,82.7,0.869,12.5,0.3971,1462.0,2
2021-05-13 11:00:00,spiral_concentrator_04,spiral_concentrator,41385.0,72.8,2.37,37.6,0.838,19.0,0.5146,1201.0,1
2020-02-03 10:00:00,magnetic_separator_lims_02,magnetic_separator_lims,41974.0,58.2,4.59,67.5,0.83,20.9,0.73,984.0,1
2020-06-07 13:00:00,vibrating_screen_02,vibrating_screen,46716.0,46.2,11.88,72.2,0.773,48.4,0.85,670.0,1
2021-03-31 02:00:00,spiral_concentrator_04,spiral_concentrator,28117.0,79.4,2.24,36.2,0.844,14.4,0.396,1239.0,2
2020-02-16 03:00:00,sump_pump_06,sump_pump,29833.0,68.5,4.72,102.9,0.853,18.9,0.5807,1222.0,1
2021-08-30 07:00:00,reagent_dosing_pump_01,reagent_dosing_pump,40602.0,46.8,6.59,94.7,0.82,31.9,0.85,586.0,1
2021-10-22 15:00:00,vibrating_screen_02,vibrating_screen,53176.0,52.0,11.06,59.2,0.784,43.2,0.85,803.0,1
2020-02-22 11:00:00,magnetic_separator_hims_01,magnetic_separator_hims,4953.0,100.0,1.55,52.0,0.88,0.0,0.0,1826.0,5
2021-03-14 06:00:00,thickener_01,thickener,59542.0,34.5,3.27,44.4,0.851,19.7,0.85,670.0,1
2020-12-17 21:00:00,hydrocyclone_03,hydrocyclone,52993.0,68.8,3.06,47.9,0.839,20.3,0.5807,1239.0,1
