timestamp,total_power_kw,apparent_power_kva,reactive_power_kvar,plant_power_factor,crushing_power_kw,screening_power_kw,gravity_separation_power_kw,magnetic_separation_power_kw,flotation_power_kw,dms_power_kw,thickening_power_kw,filtration_power_kw,pumping_power_kw,conveying_power_kw,compressed_air_power_kw,water_treatment_power_kw,base_load_kw,operational_factor,is_peak_hours,is_off_peak,maintenance_mode,shift,energy_cost_kwh,hourly_energy_cost,demand_charge_exposure,hour_of_day,day_of_week,month,is_weekend
2020-01-01 14:00:00,3045.0,3661.0,2031.0,0.832,200.0,119.0,142.0,30.0,846.0,479.0,37.0,501.0,195.0,205.0,251.0,78.0,201.0,1.0,False,False,False,1,0.0802,244.26,63.45,14,2,1,False
2020-01-01 15:00:00,2884.0,3117.0,1182.0,0.925,200.0,106.0,168.0,24.0,831.0,331.0,35.0,447.0,329.0,106.0,181.0,93.0,201.0,1.0,False,False,False,1,0.0802,231.33,60.09,15,2,1,False
2020-01-01 16:00:00,3609.0,4220.0,2188.0,0.855,393.0,120.0,112.0,29.0,1057.0,460.0,60.0,556.0,413.0,113.0,251.0,79.0,201.0,1.0,False,False,False,2,0.0802,289.44,75.18,16,2,1,False
2020-01-01 17:00:00,3366.0,3822.0,1810.0,0.881,200.0,93.0,122.0,30.0,1263.0,391.0,56.0,426.0,328.0,172.0,258.0,66.0,201.0,1.0,True,False,False,2,0.1203,405.0,70.13,17,2,1,False
2020-01-01 18:00:00,3099.0,3655.0,1938.0,0.848,200.0,82.0,96.0,36.0,1227.0,344.0,38.0,366.0,264.0,138.0,221.0,88.0,201.0,1.0,True,False,False,2,0.1203,372.88,64.57,18,2,1,False
2020-01-01 19:00:00,2444.0,2754.0,1269.0,0.887,200.0,78.0,129.0,24.0,1120.0,459.0,32.0,290.0,405.0,219.0,242.0,78.0,201.0,0.75,True,False,False,2,0.1203,294.04,50.92,19,2,1,False
2020-01-01 20:00:00,2492.0,2746.0,1155.0,0.907,200.0,111.0,130.0,23.0,995.0,511.0,45.0,508.0,306.0,200.0,223.0,77.0,201.0,0.75,True,False,False,2,0.1203,299.8,51.91,20,2,1,False
2020-01-01 21:00:00,1947.0,2233.0,1094.0,0.872,200.0,110.0,121.0,21.0,756.0,293.0,44.0,263.0,302.0,217.0,195.0,51.0,201.0,0.75,True,False,False,2,0.1203,234.19,40.55,21,2,1,False
2020-01-01 22:00:00,2488.0,2839.0,1366.0,0.877,200.0,94.0,164.0,32.0,1192.0,344.0,58.0,424.0,334.0,199.0,198.0,53.0,201.0,0.75,False,False,False,2,0.0802,199.58,51.84,22,2,1,False
2020-01-01 23:00:00,2438.0,2900.0,1570.0,0.841,200.0,114.0,124.0,21.0,1243.0,391.0,33.0,392.0,323.0,109.0,222.0,85.0,201.0,0.75,False,True,False,2,0.0561,136.88,50.79,23,2,1,False
2020-01-02 00:00:00,2173.0,2400.0,1019.0,0.905,200.0,109.0,138.0,21.0,788.0,468.0,44.0,482.0,191.0,191.0,206.0,51.0,202.0,0.75,False,True,False,3,0.0563,122.32,45.27,0,3,1,False
2020-01-02 01:00:00,2179.0,2387.0,974.0,0.913,200.0,103.0,99.0,36.0,794.0,334.0,44.0,594.0,248.0,148.0,242.0,93.0,202.0,0.75,False,True,False,3,0.0563,122.68,45.4,1,3,1,False
2020-01-02 02:00:00,2566.0,3132.0,1796.0,0.819,200.0,113.0,146.0,34.0,1046.0,478.0,53.0,588.0,293.0,189.0,193.0,63.0,202.0,0.75,False,True,False,3,0.0563,144.43,53.45,2,3,1,False
2020-01-02 03:00:00,2339.0,2603.0,1141.0,0.899,200.0,124.0,149.0,34.0,698.0,499.0,59.0,467.0,398.0,217.0,212.0,59.0,202.0,0.75,False,True,False,3,0.0563,131.69,48.74,3,3,1,False
2020-01-02 04:00:00,2731.0,3063.0,1385.0,0.892,200.0,122.0,105.0,26.0,1160.0,507.0,46.0,589.0,410.0,183.0,214.0,68.0,202.0,0.75,False,True,False,3,0.0563,153.74,56.9,4,3,1,False
2020-01-02 05:00:00,2253.0,2587.0,1271.0,0.871,200.0,91.0,131.0,23.0,1065.0,396.0,54.0,256.0,401.0,106.0,186.0,62.0,202.0,0.75,False,True,False,3,0.0563,126.83,46.94,5,3,1,False
2020-01-02 06:00:00,3092.0,3564.0,1771.0,0.868,200.0,84.0,142.0,32.0,849.0,441.0,53.0,536.0,342.0,109.0,181.0,89.0,202.0,1.0,False,False,False,3,0.0804,248.67,64.43,6,3,1,False
2020-01-02 07:00:00,3158.0,3630.0,1788.0,0.87,200.0,77.0,129.0,37.0,1126.0,292.0,49.0,528.0,312.0,111.0,229.0,81.0,202.0,1.0,True,False,False,3,0.1206,380.97,65.8,7,3,1,False
2020-01-02 08:00:00,3387.0,3918.0,1969.0,0.864,200.0,99.0,113.0,21.0,1008.0,494.0,48.0,596.0,398.0,122.0,254.0,63.0,202.0,1.0,True,False,False,1,0.1206,408.52,70.56,8,3,1,False
2020-01-02 09:00:00,2902.0,3403.0,1777.0,0.853,200.0,95.0,138.0,25.0,958.0,358.0,30.0,439.0,180.0,192.0,238.0,71.0,202.0,1.0,True,False,False,1,0.1206,350.05,60.46,9,3,1,False
2020-01-02 10:00:00,3181.0,3763.0,2010.0,0.845,200.0,95.0,166.0,32.0,1237.0,334.0,48.0,302.0,240.0,224.0,255.0,84.0,202.0,1.0,True,False,False,1,0.1206,383.71,66.27,10,3,1,False
2020-01-02 11:00:00,3380.0,3836.0,1813.0,0.881,200.0,89.0,141.0,31.0,1121.0,467.0,40.0,528.0,345.0,123.0,238.0,81.0,202.0,1.0,True,False,False,1,0.1206,407.72,70.42,11,3,1,False
2020-01-02 12:00:00,2964.0,3404.0,1674.0,0.871,200.0,117.0,173.0,29.0,833.0,495.0,41.0,347.0,314.0,116.0,226.0,87.0,202.0,1.0,False,False,False,1,0.0804,238.33,61.75,12,3,1,False
2020-01-02 13:00:00,3298.0,3869.0,2023.0,0.852,200.0,110.0,174.0,34.0,1211.0,321.0,50.0,432.0,324.0,175.0,255.0,51.0,202.0,1.0,False,False,False,1,0.0804,265.23,68.71,13,3,1,False
2020-01-02 14:00:00,3018.0,3526.0,1824.0,0.856,200.0,91.0,142.0,26.0,875.0,368.0,36.0,543.0,281.0,150.0,223.0,88.0,202.0,1.0,False,False,False,1,0.0804,242.65,62.87,14,3,1,False
2020-01-02 15:00:00,3007.0,3587.0,1955.0,0.838,200.0,101.0,172.0,29.0,889.0,356.0,42.0,505.0,195.0,198.0,240.0,98.0,202.0,1.0,False,False,False,1,0.0804,241.83,62.65,15,3,1,False
2020-01-02 16:00:00,3487.0,3837.0,1601.0,0.909,200.0,80.0,168.0,22.0,1071.0,494.0,55.0,512.0,404.0,192.0,222.0,76.0,202.0,1.0,False,False,False,2,0.0804,280.41,72.65,16,3,1,False
2020-01-02 17:00:00,2518.0,2800.0,1224.0,0.899,200.0,89.0,136.0,34.0,703.0,363.0,47.0,337.0,198.0,124.0,234.0,66.0,202.0,1.0,True,False,False,2,0.1206,303.78,52.47,17,3,1,False
2020-01-02 18:00:00,2975.0,3432.0,1712.0,0.867,200.0,105.0,111.0,34.0,812.0,427.0,35.0,481.0,293.0,200.0,206.0,55.0,202.0,1.0,True,False,False,2,0.1206,358.82,61.98,18,3,1,False
2020-01-02 19:00:00,2542.0,2942.0,1481.0,0.864,200.0,103.0,172.0,28.0,1053.0,507.0,38.0,488.0,305.0,189.0,201.0,93.0,202.0,0.75,True,False,False,2,0.1206,306.64,52.96,19,3,1,False
2020-01-02 20:00:00,213.0,241.0,113.0,0.883,200.0,86.0,113.0,34.0,1113.0,298.0,46.0,275.0,224.0,149.0,198.0,82.0,202.0,0.75,True,False,True,2,0.1206,25.69,4.44,20,3,1,False
2020-01-02 21:00:00,2673.0,2861.0,1022.0,0.934,200.0,110.0,122.0,30.0,1202.0,473.0,52.0,573.0,338.0,173.0,186.0,74.0,202.0,0.75,True,False,False,2,0.1206,322.4,55.68,21,3,1,False
2020-01-02 22:00:00,2329.0,2690.0,1345.0,0.866,200.0,119.0,172.0,35.0,974.0,492.0,53.0,281.0,352.0,156.0,252.0,58.0,202.0,0.75,False,False,False,2,0.0804,187.32,48.53,22,3,1,False
2020-01-02 23:00:00,2519.0,2889.0,1416.0,0.872,200.0,100.0,126.0,23.0,1168.0,508.0,48.0,507.0,196.0,219.0,210.0,51.0,202.0,0.75,False,True,False,2,0.0563,141.79,52.48,23,3,1,False
2020-01-03 00:00:00,2697.0,3046.0,1415.0,0.886,200.0,98.0,132.0,30.0,1258.0,444.0,46.0,578.0,315.0,218.0,251.0,51.0,203.0,0.75,False,True,False,3,0.0564,152.21,56.19,0,4,1,False
2020-01-03 01:00:00,2395.0,2842.0,1530.0,0.843,200.0,83.0,104.0,30.0,1052.0,403.0,42.0,457.0,328.0,194.0,234.0,86.0,203.0,0.75,False,True,False,3,0.0564,135.15,49.89,1,4,1,False
2020-01-03 02:00:00,2252.0,2539.0,1171.0,0.887,200.0,98.0,163.0,29.0,705.0,423.0,34.0,582.0,345.0,145.0,204.0,67.0,203.0,0.75,False,True,False,3,0.0564,127.11,46.92,2,4,1,False
2020-01-03 03:00:00,2492.0,2700.0,1040.0,0.923,200.0,125.0,121.0,30.0,1052.0,357.0,32.0,577.0,378.0,156.0,191.0,81.0,203.0,0.75,False,True,False,3,0.0564,140.64,51.92,3,4,1,False
2020-01-03 04:00:00,2549.0,2859.0,1295.0,0.892,200.0,98.0,109.0,31.0,1096.0,448.0,49.0,524.0,393.0,150.0,199.0,81.0,203.0,0.75,False,True,False,3,0.0564,143.85,53.1,4,4,1,False
2020-01-03 05:00:00,2430.0,2799.0,1389.0,0.868,200.0,108.0,167.0,24.0,1137.0,508.0,53.0,262.0,264.0,207.0,231.0,90.0,203.0,0.75,False,True,False,3,0.0564,137.15,50.63,5,4,1,False
2020-01-03 06:00:00,3042.0,3529.0,1788.0,0.862,200.0,112.0,104.0,31.0,768.0,460.0,56.0,453.0,385.0,188.0,246.0,71.0,203.0,1.0,False,False,False,3,0.0806,245.26,63.38,6,4,1,False
2020-01-03 07:00:00,3230.0,3639.0,1676.0,0.888,200.0,87.0,149.0,31.0,1234.0,317.0,42.0,284.0,419.0,158.0,252.0,87.0,203.0,1.0,True,False,False,3,0.1209,390.64,67.3,7,4,1,False
2020-01-03 08:00:00,2762.0,3386.0,1958.0,0.816,200.0,98.0,96.0,23.0,745.0,439.0,46.0,272.0,399.0,150.0,232.0,75.0,203.0,1.0,True,False,False,1,0.1209,334.01,57.54,8,4,1,False
2020-01-03 09:00:00,3163.0,3559.0,1631.0,0.889,200.0,94.0,129.0,26.0,975.0,498.0,36.0,474.0,308.0,121.0,186.0,83.0,203.0,1.0,True,False,False,1,0.1209,382.48,65.89,9,4,1,False
2020-01-03 10:00:00,3005.0,3504.0,1801.0,0.858,200.0,91.0,115.0,28.0,836.0,338.0,33.0,525.0,334.0,207.0,202.0,77.0,203.0,1.0,True,False,False,1,0.1209,363.44,62.61,10,4,1,False
2020-01-03 11:00:00,2819.0,3300.0,1714.0,0.854,200.0,89.0,108.0,21.0,728.0,520.0,47.0,340.0,316.0,156.0,223.0,69.0,203.0,1.0,True,False,False,1,0.1209,340.95,58.74,11,4,1,False
2020-01-03 12:00:00,3043.0,3566.0,1859.0,0.853,200.0,90.0,142.0,29.0,1068.0,447.0,48.0,326.0,269.0,148.0,196.0,59.0,203.0,1.0,False,False,False,1,0.0806,245.36,63.4,12,4,1,False
2020-01-03 13:00:00,3314.0,3554.0,1283.0,0.932,200.0,108.0,134.0,34.0,1055.0,531.0,60.0,310.0,358.0,207.0,198.0,100.0,203.0,1.0,False,False,False,1,0.0806,267.14,69.03,13,4,1,False
2020-01-03 14:00:00,2954.0,3348.0,1575.0,0.882,200.0,96.0,176.0,34.0,806.0,331.0,39.0,511.0,301.0,160.0,205.0,77.0,203.0,1.0,False,False,False,1,0.0806,238.18,61.55,14,4,1,False
2020-01-03 15:00:00,2682.0,3197.0,1740.0,0.839,200.0,109.0,151.0,22.0,665.0,485.0,55.0,266.0,312.0,129.0,186.0,64.0,203.0,1.0,False,False,False,1,0.0806,216.24,55.88,15,4,1,False
2020-01-03 16:00:00,3270.0,3687.0,1703.0,0.887,200.0,112.0,111.0,20.0,1235.0,471.0,57.0,471.0,185.0,106.0,258.0,83.0,203.0,1.0,False,False,False,2,0.0806,263.64,68.13,16,4,1,False
2020-01-03 17:00:00,3101.0,3544.0,1716.0,0.875,200.0,76.0,130.0,30.0,813.0,352.0,31.0,577.0,417.0,167.0,181.0,92.0,203.0,1.0,True,False,False,2,0.1209,375.02,64.61,17,4,1,False
2020-01-03 18:00:00,3215.0,3741.0,1914.0,0.859,200.0,105.0,115.0,37.0,1204.0,346.0,32.0,509.0,210.0,154.0,247.0,85.0,203.0,1.0,True,False,False,2,0.1209,388.76,66.97,18,4,1,False
2020-01-03 19:00:00,1978.0,2449.0,1444.0,0.808,200.0,81.0,123.0,36.0,828.0,316.0,39.0,285.0,299.0,131.0,234.0,80.0,203.0,0.75,True,False,False,2,0.1209,239.25,41.22,19,4,1,False
2020-01-03 20:00:00,256.0,312.0,178.0,0.821,200.0,79.0,164.0,30.0,1022.0,487.0,43.0,493.0,403.0,203.0,249.0,76.0,203.0,0.75,True,False,True,2,0.1209,30.98,5.34,20,4,1,False
2020-01-03 21:00:00,2234.0,2639.0,1405.0,0.847,200.0,118.0,155.0,29.0,739.0,382.0,41.0,461.0,327.0,214.0,236.0,95.0,203.0,0.75,True,False,False,2,0.1209,270.17,46.54,21,4,1,False
2020-01-03 22:00:00,2304.0,2691.0,1390.0,0.856,200.0,124.0,135.0,29.0,1128.0,361.0,38.0,390.0,208.0,182.0,227.0,56.0,203.0,0.75,False,False,False,2,0.0806,185.78,48.01,22,4,1,False
2020-01-03 23:00:00,2441.0,2773.0,1316.0,0.88,200.0,121.0,98.0,34.0,1089.0,444.0,43.0,461.0,235.0,217.0,233.0,95.0,203.0,0.75,False,True,False,2,0.0564,137.75,50.85,23,4,1,False
2020-01-04 00:00:00,1397.0,1606.0,792.0,0.87,200.0,84.0,101.0,25.0,995.0,516.0,53.0,334.0,319.0,172.0,204.0,78.0,203.0,0.45,False,True,False,3,0.0566,79.05,29.11,0,5,1,True
2020-01-04 01:00:00,1412.0,1621.0,798.0,0.871,200.0,114.0,108.0,37.0,1135.0,428.0,40.0,423.0,197.0,145.0,223.0,87.0,203.0,0.45,False,True,False,3,0.0566,79.86,29.41,1,5,1,True
2020-01-04 02:00:00,1490.0,1723.0,866.0,0.865,200.0,97.0,148.0,31.0,1204.0,451.0,53.0,261.0,387.0,175.0,252.0,88.0,203.0,0.45,False,True,False,3,0.0566,84.29,31.04,2,5,1,True
2020-01-04 03:00:00,132.0,145.0,61.0,0.908,200.0,123.0,152.0,31.0,886.0,400.0,33.0,278.0,313.0,213.0,255.0,80.0,203.0,0.45,False,True,True,3,0.0566,7.46,2.75,3,5,1,True
2020-01-04 04:00:00,1591.0,1694.0,581.0,0.939,200.0,101.0,157.0,37.0,1167.0,420.0,35.0,573.0,388.0,181.0,191.0,58.0,203.0,0.45,False,True,False,3,0.0566,90.03,33.15,4,5,1,True
2020-01-04 05:00:00,1397.0,1582.0,742.0,0.883,200.0,95.0,174.0,36.0,1113.0,537.0,41.0,280.0,191.0,125.0,198.0,93.0,203.0,0.45,False,True,False,3,0.0566,79.02,29.1,5,5,1,True
2020-01-04 06:00:00,1611.0,1816.0,837.0,0.887,200.0,96.0,163.0,24.0,722.0,300.0,42.0,268.0,388.0,183.0,202.0,81.0,203.0,0.6,False,False,False,3,0.0808,130.23,33.57,6,5,1,True
2020-01-04 07:00:00,1673.0,1965.0,1031.0,0.851,200.0,119.0,113.0,31.0,768.0,409.0,53.0,392.0,298.0,120.0,226.0,65.0,203.0,0.6,True,False,False,3,0.1212,202.84,34.86,7,5,1,True
2020-01-04 08:00:00,1655.0,2033.0,1181.0,0.814,200.0,118.0,118.0,22.0,823.0,429.0,43.0,292.0,227.0,178.0,251.0,93.0,203.0,0.6,True,False,False,1,0.1212,200.67,34.48,8,5,1,True
2020-01-04 09:00:00,1600.0,1867.0,963.0,0.857,200.0,76.0,99.0,22.0,970.0,316.0,46.0,266.0,234.0,162.0,242.0,53.0,203.0,0.6,True,False,False,1,0.1212,193.95,33.33,9,5,1,True
2020-01-04 10:00:00,1727.0,1949.0,904.0,0.886,200.0,110.0,103.0,35.0,887.0,486.0,51.0,416.0,182.0,119.0,235.0,72.0,203.0,0.6,True,False,False,1,0.1212,209.43,35.99,10,5,1,True
2020-01-04 11:00:00,1695.0,1942.0,949.0,0.873,200.0,80.0,108.0,34.0,707.0,311.0,50.0,462.0,350.0,199.0,193.0,95.0,203.0,0.6,True,False,False,1,0.1212,205.49,35.31,11,5,1,True
2020-01-04 12:00:00,2048.0,2330.0,1111.0,0.879,200.0,87.0,153.0,26.0,1208.0,411.0,33.0,437.0,376.0,197.0,201.0,57.0,203.0,0.6,False,False,False,1,0.0808,165.52,42.66,12,5,1,True
2020-01-04 13:00:00,1506.0,1783.0,954.0,0.845,200.0,113.0,157.0,34.0,672.0,299.0,48.0,363.0,226.0,120.0,180.0,63.0,203.0,0.6,False,False,False,1,0.0808,121.73,31.38,13,5,1,True
2020-01-04 14:00:00,1637.0,1802.0,754.0,0.908,200.0,85.0,138.0,20.0,765.0,492.0,51.0,349.0,186.0,144.0,199.0,84.0,203.0,0.6,False,False,False,1,0.0808,132.34,34.11,14,5,1,True
2020-01-04 15:00:00,1934.0,2115.0,854.0,0.915,304.0,95.0,146.0,29.0,844.0,509.0,47.0,404.0,355.0,192.0,226.0,86.0,203.0,0.6,False,False,False,1,0.0808,156.35,40.3,15,5,1,True
2020-01-04 16:00:00,1756.0,2076.0,1108.0,0.846,200.0,101.0,164.0,31.0,809.0,470.0,34.0,430.0,194.0,184.0,212.0,86.0,203.0,0.6,False,False,False,2,0.0808,141.94,36.58,16,5,1,True
2020-01-04 17:00:00,1600.0,1833.0,894.0,0.873,200.0,113.0,166.0,24.0,651.0,396.0,45.0,296.0,364.0,117.0,183.0,81.0,203.0,0.6,True,False,False,2,0.1212,194.03,33.34,17,5,1,True
2020-01-04 18:00:00,1986.0,2254.0,1067.0,0.881,200.0,109.0,139.0,32.0,1093.0,322.0,46.0,520.0,398.0,162.0,226.0,73.0,203.0,0.6,True,False,False,2,0.1212,240.73,41.37,18,5,1,True
2020-01-04 19:00:00,133.0,152.0,74.0,0.874,200.0,80.0,139.0,30.0,955.0,424.0,35.0,287.0,395.0,131.0,241.0,52.0,203.0,0.45,True,False,True,2,0.1212,16.11,2.77,19,5,1,True
2020-01-04 20:00:00,1359.0,1642.0,922.0,0.828,200.0,95.0,119.0,32.0,1247.0,406.0,33.0,305.0,187.0,107.0,236.0,71.0,203.0,0.45,True,False,False,2,0.1212,164.82,28.32,20,5,1,True
2020-01-04 21:00:00,1248.0,1456.0,750.0,0.857,200.0,77.0,117.0,24.0,730.0,441.0,32.0,409.0,313.0,106.0,221.0,98.0,203.0,0.45,True,False,False,2,0.1212,151.28,26.0,21,5,1,True
2020-01-04 22:00:00,1496.0,1759.0,925.0,0.851,200.0,75.0,141.0,36.0,1178.0,373.0,52.0,571.0,187.0,220.0,216.0,68.0,203.0,0.45,False,False,False,2,0.0808,120.95,31.18,22,5,1,True
2020-01-04 23:00:00,1284.0,1413.0,591.0,0.908,200.0,111.0,101.0,21.0,982.0,328.0,46.0,299.0,297.0,187.0,258.0,64.0,203.0,0.45,False,True,False,2,0.0566,72.62,26.74,23,5,1,True
2020-01-05 00:00:00,1176.0,1331.0,623.0,0.884,200.0,113.0,113.0,25.0,746.0,307.0,53.0,377.0,250.0,118.0,210.0,85.0,204.0,0.45,False,True,False,3,0.0567,66.72,24.5,0,6,1,True
2020-01-05 01:00:00,1384.0,1618.0,838.0,0.855,200.0,118.0,105.0,25.0,937.0,454.0,42.0,433.0,351.0,136.0,212.0,57.0,204.0,0.45,False,True,False,3,0.0567,78.5,28.83,1,6,1,True
2020-01-05 02:00:00,1394.0,1705.0,981.0,0.818,200.0,87.0,164.0,32.0,867.0,379.0,40.0,585.0,282.0,195.0,207.0,53.0,204.0,0.45,False,True,False,3,0.0567,79.09,29.05,2,6,1,True
2020-01-05 03:00:00,1500.0,1768.0,936.0,0.848,200.0,99.0,121.0,36.0,1080.0,394.0,53.0,500.0,315.0,224.0,211.0,82.0,204.0,0.45,False,True,False,3,0.0567,85.08,31.25,3,6,1,True
2020-01-05 04:00:00,1430.0,1624.0,768.0,0.881,200.0,103.0,137.0,23.0,1107.0,507.0,55.0,349.0,215.0,192.0,229.0,75.0,204.0,0.45,False,True,False,3,0.0567,81.13,29.8,4,6,1,True
2020-01-05 05:00:00,1315.0,1646.0,990.0,0.799,200.0,118.0,147.0,28.0,857.0,438.0,49.0,399.0,251.0,135.0,202.0,83.0,204.0,0.45,False,True,False,3,0.0567,74.58,27.39,5,6,1,True
2020-01-05 06:00:00,1950.0,2272.0,1166.0,0.858,200.0,125.0,112.0,37.0,984.0,443.0,33.0,492.0,367.0,173.0,229.0,59.0,204.0,0.6,False,False,False,3,0.081,158.03,40.63,6,6,1,True
2020-01-05 07:00:00,1704.0,1989.0,1026.0,0.857,200.0,78.0,141.0,37.0,768.0,354.0,46.0,539.0,260.0,142.0,182.0,55.0,204.0,0.6,True,False,False,3,0.1215,207.06,35.49,7,6,1,True
2020-01-05 08:00:00,1821.0,2121.0,1086.0,0.859,200.0,92.0,118.0,30.0,771.0,411.0,50.0,576.0,313.0,198.0,242.0,60.0,204.0,0.6,True,False,False,1,0.1215,221.37,37.94,8,6,1,True
2020-01-05 09:00:00,1958.0,2283.0,1175.0,0.857,200.0,104.0,136.0,32.0,1009.0,511.0,51.0,509.0,227.0,170.0,228.0,99.0,204.0,0.6,True,False,False,1,0.1215,237.98,40.79,9,6,1,True
2020-01-05 10:00:00,1807.0,2116.0,1102.0,0.854,200.0,112.0,132.0,28.0,1143.0,325.0,41.0,261.0,284.0,195.0,216.0,66.0,204.0,0.6,True,False,False,1,0.1215,219.6,37.64,10,6,1,True
2020-01-05 11:00:00,1816.0,2180.0,1207.0,0.833,200.0,86.0,168.0,33.0,891.0,421.0,57.0,475.0,203.0,201.0,244.0,70.0,204.0,0.6,True,False,False,1,0.1215,220.69,37.83,11,6,1,True
2020-01-05 12:00:00,1803.0,2100.0,1076.0,0.859,200.0,114.0,168.0,25.0,921.0,392.0,48.0,411.0,245.0,197.0,250.0,59.0,204.0,0.6,False,False,False,1,0.081,146.1,37.56,12,6,1,True
2020-01-05 13:00:00,1817.0,2149.0,1148.0,0.845,200.0,109.0,160.0,24.0,1152.0,321.0,39.0,393.0,233.0,108.0,222.0,61.0,204.0,0.6,False,False,False,1,0.081,147.22,37.85,13,6,1,True
2020-01-05 14:00:00,1917.0,2203.0,1086.0,0.87,200.0,106.0,133.0,37.0,1107.0,338.0,53.0,363.0,418.0,137.0,247.0,80.0,204.0,0.6,False,False,False,1,0.081,155.32,39.93,14,6,1,True
2020-01-05 15:00:00,1841.0,2164.0,1137.0,0.851,200.0,111.0,168.0,30.0,929.0,369.0,56.0,391.0,321.0,213.0,189.0,52.0,204.0,0.6,False,False,False,1,0.081,149.17,38.35,15,6,1,True
2020-01-05 16:00:00,2035.0,2276.0,1019.0,0.894,200.0,97.0,146.0,25.0,1064.0,525.0,47.0,532.0,322.0,140.0,257.0,72.0,204.0,0.6,False,False,False,2,0.081,164.88,42.39,16,6,1,True
2020-01-05 17:00:00,1859.0,2103.0,982.0,0.884,200.0,99.0,97.0,32.0,791.0,456.0,35.0,592.0,285.0,204.0,221.0,88.0,204.0,0.6,True,False,False,2,0.1215,225.97,38.73,17,6,1,True
2020-01-05 18:00:00,1838.0,2148.0,1112.0,0.856,200.0,121.0,136.0,30.0,964.0,325.0,57.0,520.0,226.0,189.0,220.0,74.0,204.0,0.6,True,False,False,2,0.1215,223.41,38.29,18,6,1,True
