timestamp,flotation_cell_id,air_blower_id,agitator_id,reagent_pump_id,cell_health_score,blower_health_score,feed_grade_pct,collector_dosage_gt,frother_dosage_gt,actual_collector_consumed_gt,actual_frother_consumed_gt,ph_value,pulp_density_pct_solids,air_flow_m3_min,residence_time_min,flotation_recovery,concentrate_grade_pct,tailings_grade_pct,froth_stability_index,froth_grade_pct,ore_type
2020-01-03 06:00:00,flotation_cell_rougher_02,air_blower_02,agitator_03,reagent_dosing_pump_01,56.8,66.9,45.08,125.9,34.0,136.2,36.1,9.0,26.9,8.6,14.1,0.526,52.0,6.415,0.95,51.74,silicate
2020-01-03 09:00:00,flotation_cell_rougher_05,air_blower_04,agitator_04,reagent_dosing_pump_06,64.7,60.5,42.16,113.2,24.4,119.3,25.4,10.28,32.1,11.1,14.7,0.45,50.17,6.957,0.72,48.77,carbonate
2020-01-03 12:00:00,flotation_cell_rougher_03,air_blower_02,agitator_05,reagent_dosing_pump_04,72.2,75.8,47.88,190.1,15.5,193.9,15.7,10.36,25.3,11.6,9.5,0.505,52.0,7.116,0.66,50.22,oxide
2020-01-03 15:00:00,flotation_cell_rougher_03,air_blower_01,agitator_01,reagent_dosing_pump_06,57.1,90.5,46.7,193.1,20.5,207.9,21.7,9.93,32.8,8.6,10.3,0.532,52.0,6.558,0.7,50.44,oxide
2020-01-03 18:00:00,flotation_cell_rougher_02,air_blower_03,agitator_02,reagent_dosing_pump_05,64.4,50.1,44.73,102.4,23.2,110.2,24.5,10.16,31.5,12.1,9.5,0.45,52.0,7.38,0.79,50.91,oxide
2020-01-03 21:00:00,flotation_cell_rougher_05,air_blower_03,agitator_01,reagent_dosing_pump_01,82.1,85.4,45.97,186.9,16.1,197.6,16.8,9.03,27.3,12.1,11.8,0.633,52.0,5.058,0.77,50.8,carbonate
2020-01-04 00:00:00,flotation_cell_rougher_01,air_blower_03,agitator_05,reagent_dosing_pump_01,77.9,75.4,45.56,86.6,19.9,89.8,20.4,10.43,25.3,13.6,15.2,0.45,52.0,7.518,0.87,51.31,oxide
2020-01-04 03:00:00,flotation_cell_rougher_06,air_blower_02,agitator_04,reagent_dosing_pump_05,92.2,93.0,44.98,83.9,22.7,83.9,22.7,9.28,30.1,12.6,14.0,0.46,52.0,7.287,0.84,51.18,oxide
2020-01-04 06:00:00,flotation_cell_rougher_02,air_blower_03,agitator_01,reagent_dosing_pump_06,57.0,75.5,43.14,159.7,21.9,173.4,23.3,10.12,34.4,13.6,11.1,0.475,51.55,6.795,0.73,50.14,oxide
2020-01-04 09:00:00,flotation_cell_rougher_01,air_blower_03,agitator_04,reagent_dosing_pump_03,93.2,93.9,44.77,116.9,24.5,116.9,24.5,8.85,30.6,12.5,9.1,0.459,52.0,7.272,0.74,50.62,oxide
2020-01-04 12:00:00,flotation_cell_rougher_06,air_blower_01,agitator_01,reagent_dosing_pump_01,53.8,87.0,43.32,114.9,28.6,122.4,29.9,8.57,29.9,14.3,12.9,0.45,51.56,7.148,0.94,51.27,oxide
2020-01-04 15:00:00,flotation_cell_rougher_03,air_blower_04,agitator_04,reagent_dosing_pump_04,87.2,74.3,43.23,130.8,30.9,131.3,31.0,10.13,29.1,11.8,15.6,0.459,51.52,7.012,0.91,51.04,oxide
2020-01-04 18:00:00,flotation_cell_rougher_06,air_blower_04,agitator_05,reagent_dosing_pump_02,60.3,64.9,46.61,101.6,26.0,110.0,27.6,8.82,32.7,12.9,14.4,0.549,52.0,6.313,0.76,50.76,carbonate
2020-01-04 21:00:00,flotation_cell_rougher_02,air_blower_01,agitator_03,reagent_dosing_pump_01,95.2,98.7,43.85,185.7,18.6,188.2,18.8,9.45,30.9,11.6,8.6,0.623,52.0,4.966,0.85,51.21,oxide
2020-01-05 00:00:00,flotation_cell_rougher_05,air_blower_01,agitator_01,reagent_dosing_pump_03,52.1,60.5,45.28,91.8,27.0,101.6,29.2,10.46,34.1,14.4,10.0,0.45,52.0,7.472,0.89,51.42,oxide
2020-01-05 03:00:00,flotation_cell_rougher_03,air_blower_04,agitator_04,reagent_dosing_pump_05,79.0,88.9,44.35,165.7,29.5,173.4,30.5,10.22,33.3,13.0,11.7,0.715,52.0,3.795,0.76,50.77,carbonate
2020-01-05 06:00:00,flotation_cell_rougher_05,air_blower_02,agitator_01,reagent_dosing_pump_04,50.6,84.2,44.11,111.6,24.8,125.3,27.1,9.44,32.5,10.6,12.4,0.538,52.0,6.106,0.85,51.24,carbonate
2020-01-05 09:00:00,flotation_cell_rougher_01,air_blower_01,agitator_04,reagent_dosing_pump_02,86.8,70.5,42.77,146.8,34.4,155.2,35.8,9.45,29.9,8.6,11.9,0.725,52.0,3.523,0.86,51.27,carbonate
2020-01-05 12:00:00,flotation_cell_rougher_05,air_blower_03,agitator_04,reagent_dosing_pump_01,51.7,85.9,45.96,146.8,29.5,162.8,32.0,10.39,30.6,8.0,15.3,0.471,52.0,7.288,0.78,50.84,carbonate
2020-01-05 15:00:00,flotation_cell_rougher_06,air_blower_01,agitator_03,reagent_dosing_pump_03,86.4,56.5,43.88,113.1,27.8,114.7,28.1,10.34,31.9,12.4,8.7,0.45,52.0,7.24,0.76,50.78,oxide
2020-01-05 18:00:00,flotation_cell_rougher_02,air_blower_02,agitator_04,reagent_dosing_pump_02,90.4,62.1,43.34,172.0,15.3,176.4,15.6,8.86,25.4,10.2,10.7,0.645,52.0,4.621,0.65,50.19,silicate
2020-01-05 21:00:00,flotation_cell_rougher_01,air_blower_01,agitator_01,reagent_dosing_pump_02,94.8,86.0,45.04,108.2,19.2,108.6,19.2,10.1,27.4,12.7,15.5,0.459,52.0,7.312,0.8,50.96,oxide
2020-01-06 00:00:00,flotation_cell_rougher_02,air_blower_03,agitator_05,reagent_dosing_pump_04,68.0,56.4,45.7,90.9,28.6,97.1,30.1,10.27,26.6,10.3,14.1,0.45,52.0,7.541,0.83,51.14,carbonate
2020-01-06 03:00:00,flotation_cell_rougher_06,air_blower_01,agitator_02,reagent_dosing_pump_04,77.1,95.3,45.31,92.3,28.4,96.4,29.4,8.98,26.0,9.3,14.0,0.48,52.0,7.067,0.86,51.27,carbonate
2020-01-06 06:00:00,flotation_cell_rougher_01,air_blower_01,agitator_04,reagent_dosing_pump_01,86.7,79.9,43.71,190.8,17.2,195.5,17.5,9.45,33.1,14.9,8.5,0.742,52.0,3.38,0.86,51.26,carbonate
2020-01-06 09:00:00,flotation_cell_rougher_02,air_blower_01,agitator_02,reagent_dosing_pump_01,91.0,53.6,45.38,136.4,33.7,139.6,34.2,9.67,29.7,9.3,8.1,0.558,52.0,6.021,0.94,51.71,carbonate
2020-01-06 12:00:00,flotation_cell_rougher_03,air_blower_04,agitator_05,reagent_dosing_pump_02,89.1,88.4,44.5,181.5,22.1,192.2,23.0,8.92,34.9,10.8,14.6,0.489,52.0,6.826,0.76,50.75,oxide
2020-01-06 15:00:00,flotation_cell_rougher_02,air_blower_04,agitator_02,reagent_dosing_pump_03,92.4,71.9,46.52,183.9,27.1,189.0,27.7,9.8,26.5,11.2,11.8,0.475,52.0,7.324,0.82,51.08,oxide
2020-01-06 18:00:00,flotation_cell_rougher_03,air_blower_02,agitator_04,reagent_dosing_pump_02,94.9,64.8,42.17,161.1,30.5,163.3,30.8,10.4,30.1,13.3,14.0,0.507,50.66,6.24,0.95,50.41,carbonate
2020-01-06 21:00:00,flotation_cell_rougher_06,air_blower_04,agitator_01,reagent_dosing_pump_06,82.5,76.6,46.38,195.1,31.8,202.1,32.7,8.97,31.8,13.3,14.7,0.585,52.0,5.774,0.95,51.74,oxide
2020-01-07 00:00:00,flotation_cell_rougher_04,air_blower_02,agitator_03,reagent_dosing_pump_03,58.7,87.6,47.26,163.9,17.5,181.9,18.9,9.63,25.4,8.9,12.3,0.498,52.0,7.121,0.57,49.75,oxide
2020-01-07 03:00:00,flotation_cell_rougher_05,air_blower_04,agitator_04,reagent_dosing_pump_04,91.7,95.5,45.63,165.8,21.0,165.8,21.0,9.63,25.9,10.7,13.9,0.629,52.0,5.077,0.79,50.9,oxide
2020-01-07 06:00:00,flotation_cell_rougher_01,air_blower_02,agitator_04,reagent_dosing_pump_03,73.2,66.0,47.59,91.5,26.7,97.6,28.1,8.52,27.7,14.1,10.5,0.45,52.0,7.852,0.92,51.57,oxide
2020-01-07 09:00:00,flotation_cell_rougher_05,air_blower_02,agitator_03,reagent_dosing_pump_03,52.5,84.7,42.8,189.7,19.0,217.5,21.0,10.5,33.9,11.9,9.4,0.492,51.29,6.527,0.66,49.56,oxide
2020-01-07 12:00:00,flotation_cell_rougher_06,air_blower_02,agitator_03,reagent_dosing_pump_04,81.3,67.1,46.06,105.9,33.4,110.8,34.6,8.52,27.6,8.6,12.2,0.45,52.0,7.6,0.92,51.57,oxide
2020-01-07 15:00:00,flotation_cell_rougher_03,air_blower_01,agitator_03,reagent_dosing_pump_05,86.4,50.7,47.16,184.8,20.9,187.5,21.2,9.39,31.4,12.7,10.4,0.456,52.0,7.701,0.64,50.13,oxide
2020-01-07 18:00:00,flotation_cell_rougher_03,air_blower_01,agitator_03,reagent_dosing_pump_06,72.9,98.1,43.77,167.7,20.6,173.5,21.1,10.16,28.6,10.0,11.8,0.619,52.0,4.997,0.72,50.53,oxide
2020-01-07 21:00:00,flotation_cell_rougher_03,air_blower_02,agitator_03,reagent_dosing_pump_02,75.3,64.9,45.88,157.7,20.7,164.6,21.3,8.72,33.9,14.9,10.1,0.672,52.0,4.516,0.63,50.09,silicate
2020-01-08 00:00:00,flotation_cell_rougher_02,air_blower_02,agitator_04,reagent_dosing_pump_01,77.5,73.2,42.7,119.6,19.5,127.6,20.5,9.76,28.8,10.6,10.4,0.643,52.0,4.576,0.64,50.15,silicate
2020-01-08 03:00:00,flotation_cell_rougher_05,air_blower_01,agitator_02,reagent_dosing_pump_03,62.6,82.5,47.12,114.7,31.4,125.2,33.5,9.9,31.1,10.4,15.2,0.45,52.0,7.77,0.84,51.16,carbonate
2020-01-08 06:00:00,flotation_cell_rougher_03,air_blower_03,agitator_01,reagent_dosing_pump_01,68.7,84.0,46.2,191.8,19.2,203.0,20.1,10.14,26.0,10.8,9.5,0.525,52.0,6.581,0.76,50.73,oxide
2020-01-08 09:00:00,flotation_cell_rougher_04,air_blower_01,agitator_04,reagent_dosing_pump_06,90.3,91.1,42.1,156.6,16.4,162.4,16.8,9.58,28.9,8.8,11.7,0.646,51.76,4.466,0.59,49.65,oxide
2020-01-08 12:00:00,flotation_cell_rougher_06,air_blower_02,agitator_05,reagent_dosing_pump_01,51.5,69.1,47.72,90.5,23.9,101.2,26.0,9.8,27.9,14.6,14.0,0.45,52.0,7.873,0.87,51.32,oxide
2020-01-08 15:00:00,flotation_cell_rougher_03,air_blower_01,agitator_04,reagent_dosing_pump_02,77.8,85.4,47.11,135.1,30.0,141.3,31.0,10.25,30.8,8.3,14.2,0.45,52.0,7.773,0.94,51.7,oxide
2020-01-08 18:00:00,flotation_cell_rougher_05,air_blower_04,agitator_04,reagent_dosing_pump_05,51.6,80.8,45.05,185.1,32.2,201.1,34.2,10.45,34.4,13.4,12.7,0.45,52.0,7.433,0.95,51.74,oxide
2020-01-08 21:00:00,flotation_cell_rougher_03,air_blower_02,agitator_02,reagent_dosing_pump_05,60.1,99.3,46.01,131.1,34.4,147.4,37.6,10.14,31.6,13.2,8.0,0.459,52.0,7.462,0.79,50.92,carbonate
2020-01-09 00:00:00,flotation_cell_rougher_03,air_blower_01,agitator_03,reagent_dosing_pump_06,68.6,87.0,43.9,158.4,23.4,163.8,24.0,9.69,34.1,14.6,11.8,0.612,52.0,5.112,0.68,50.36,carbonate
2020-01-09 03:00:00,flotation_cell_rougher_01,air_blower_04,agitator_05,reagent_dosing_pump_06,59.3,97.2,44.11,174.3,23.1,189.1,24.6,8.69,25.7,10.1,11.8,0.45,52.0,7.277,0.72,50.54,oxide
2020-01-09 06:00:00,flotation_cell_rougher_03,air_blower_01,agitator_02,reagent_dosing_pump_05,92.4,64.2,44.87,92.2,33.3,93.0,33.5,9.16,34.4,9.2,15.2,0.478,52.0,7.02,0.85,51.2,oxide
2020-01-09 09:00:00,flotation_cell_rougher_05,air_blower_01,agitator_01,reagent_dosing_pump_05,93.5,72.8,44.03,179.0,32.7,183.4,33.3,9.46,31.6,9.4,15.4,0.579,52.0,5.56,0.8,50.96,oxide
2020-01-09 12:00:00,flotation_cell_rougher_06,air_blower_03,agitator_05,reagent_dosing_pump_04,57.7,76.5,45.26,155.8,23.0,170.3,24.6,10.18,27.7,8.1,14.3,0.45,52.0,7.468,0.72,50.56,oxide
2020-01-09 15:00:00,flotation_cell_rougher_01,air_blower_01,agitator_05,reagent_dosing_pump_01,94.6,92.4,45.77,169.8,30.7,169.8,30.7,8.95,25.2,8.1,13.8,0.514,52.0,6.671,0.95,51.74,oxide
2020-01-09 18:00:00,flotation_cell_rougher_01,air_blower_01,agitator_02,reagent_dosing_pump_01,61.5,71.2,45.45,177.4,33.8,188.4,35.3,10.19,29.3,13.2,12.5,0.45,52.0,7.5,0.95,51.74,oxide
2020-01-09 21:00:00,flotation_cell_rougher_03,air_blower_03,agitator_05,reagent_dosing_pump_06,50.6,77.9,42.69,114.4,30.9,125.6,33.2,9.45,34.7,12.8,8.0,0.499,51.22,6.416,0.85,50.47,oxide
2020-01-10 00:00:00,flotation_cell_rougher_03,air_blower_01,agitator_04,reagent_dosing_pump_06,86.8,56.9,45.57,112.7,34.4,118.0,35.7,9.91,29.2,11.1,14.0,0.45,52.0,7.519,0.88,51.38,oxide
2020-01-10 03:00:00,flotation_cell_rougher_04,air_blower_03,agitator_04,reagent_dosing_pump_06,75.9,59.6,47.47,117.8,30.0,122.2,30.9,9.0,32.7,14.5,8.6,0.45,52.0,7.832,0.85,51.22,oxide
2020-01-10 06:00:00,flotation_cell_rougher_05,air_blower_04,agitator_03,reagent_dosing_pump_04,74.9,69.5,47.41,87.9,24.3,91.7,25.1,8.77,26.1,11.7,15.3,0.45,52.0,7.822,0.95,51.74,oxide
2020-01-10 09:00:00,flotation_cell_rougher_06,air_blower_03,agitator_02,reagent_dosing_pump_02,50.1,52.5,47.44,139.9,27.1,155.0,29.3,9.46,26.3,8.3,12.8,0.582,52.0,5.955,0.8,50.97,carbonate
2020-01-10 12:00:00,flotation_cell_rougher_05,air_blower_04,agitator_04,reagent_dosing_pump_03,98.9,53.8,44.93,162.8,27.6,167.9,28.2,8.6,25.0,14.6,12.1,0.563,52.0,5.891,0.84,51.15,carbonate
2020-01-10 15:00:00,flotation_cell_rougher_02,air_blower_03,agitator_05,reagent_dosing_pump_05,91.6,85.2,47.14,110.0,25.1,112.3,25.5,10.44,28.0,13.1,14.0,0.513,52.0,6.884,0.77,50.82,carbonate
2020-01-10 18:00:00,flotation_cell_rougher_06,air_blower_04,agitator_05,reagent_dosing_pump_05,98.4,53.5,47.08,153.9,16.2,153.9,16.2,8.57,26.2,8.0,8.8,0.551,52.0,6.338,0.74,50.66,silicate
2020-01-10 21:00:00,flotation_cell_rougher_02,air_blower_01,agitator_04,reagent_dosing_pump_04,62.2,50.1,43.81,106.5,29.9,111.5,31.0,8.79,31.5,11.1,9.3,0.45,52.0,7.229,0.78,50.87,oxide
2020-01-11 00:00:00,flotation_cell_rougher_05,air_blower_04,agitator_02,reagent_dosing_pump_05,80.2,53.1,46.69,152.0,19.1,155.0,19.4,9.37,31.8,11.3,8.3,0.556,52.0,6.224,0.67,50.26,oxide
2020-01-11 03:00:00,flotation_cell_rougher_03,air_blower_04,agitator_02,reagent_dosing_pump_04,87.3,81.9,45.11,85.4,26.7,85.5,26.8,9.78,29.8,11.4,10.9,0.607,52.0,5.325,0.94,51.7,carbonate
2020-01-11 06:00:00,flotation_cell_rougher_01,air_blower_02,agitator_01,reagent_dosing_pump_03,90.2,78.1,43.72,83.4,17.7,87.3,18.3,9.72,27.3,10.9,9.1,0.45,52.0,7.214,0.57,49.78,oxide
2020-01-11 09:00:00,flotation_cell_rougher_04,air_blower_04,agitator_02,reagent_dosing_pump_01,89.1,90.7,46.55,142.1,17.3,145.7,17.7,9.17,26.4,14.4,14.3,0.72,52.0,3.908,0.59,49.86,silicate
2020-01-11 12:00:00,flotation_cell_rougher_03,air_blower_01,agitator_04,reagent_dosing_pump_05,78.6,60.3,44.73,129.5,32.3,137.5,33.8,9.12,28.2,9.9,11.1,0.45,52.0,7.381,0.95,51.74,oxide
2020-01-11 15:00:00,flotation_cell_rougher_06,air_blower_02,agitator_01,reagent_dosing_pump_02,51.6,79.5,45.18,90.3,21.1,98.5,22.5,10.15,26.0,10.8,12.3,0.45,52.0,7.454,0.75,50.72,oxide
2020-01-11 18:00:00,flotation_cell_rougher_06,air_blower_02,agitator_05,reagent_dosing_pump_04,99.7,90.3,43.82,108.1,30.0,108.1,30.0,8.73,34.4,9.1,15.9,0.45,52.0,7.231,0.95,51.74,oxide
2020-01-11 21:00:00,flotation_cell_rougher_01,air_blower_03,agitator_04,reagent_dosing_pump_06,55.7,85.9,46.57,149.5,33.3,161.0,35.3,9.97,30.1,10.9,11.7,0.5,52.0,6.987,0.95,51.74,carbonate
2020-01-12 00:00:00,flotation_cell_rougher_06,air_blower_04,agitator_03,reagent_dosing_pump_03,59.0,65.9,45.03,157.3,18.1,169.8,19.2,8.55,27.5,10.5,10.9,0.45,52.0,7.43,0.73,50.57,oxide
2020-01-12 03:00:00,flotation_cell_rougher_05,air_blower_03,agitator_03,reagent_dosing_pump_02,91.2,80.9,46.28,157.3,15.1,159.2,15.2,9.11,30.1,12.2,15.7,0.669,52.0,4.593,0.68,50.33,carbonate
2020-01-12 06:00:00,flotation_cell_rougher_06,air_blower_03,agitator_02,reagent_dosing_pump_01,55.0,86.6,42.99,169.8,15.5,186.7,16.6,9.55,25.3,11.1,10.0,0.537,51.91,5.967,0.67,50.21,oxide
2020-01-12 09:00:00,flotation_cell_rougher_03,air_blower_04,agitator_01,reagent_dosing_pump_02,60.7,91.0,44.06,97.6,23.5,104.7,24.8,9.65,25.2,9.4,9.9,0.45,52.0,7.271,0.78,50.84,oxide
2020-01-12 12:00:00,flotation_cell_rougher_06,air_blower_03,agitator_01,reagent_dosing_pump_04,51.0,99.4,47.8,187.3,33.0,206.2,35.5,10.07,32.6,14.7,12.5,0.561,52.0,6.29,0.95,51.74,carbonate
2020-01-12 15:00:00,flotation_cell_rougher_04,air_blower_01,agitator_05,reagent_dosing_pump_05,57.8,70.0,45.05,128.7,23.7,140.3,25.3,10.44,25.4,10.7,15.6,0.455,52.0,7.363,0.93,51.63,oxide
2020-01-12 18:00:00,flotation_cell_rougher_06,air_blower_01,agitator_02,reagent_dosing_pump_01,82.9,51.5,46.0,179.5,24.2,185.6,24.8,9.94,32.0,11.7,15.2,0.45,52.0,7.59,0.78,50.87,oxide
2020-01-12 21:00:00,flotation_cell_rougher_02,air_blower_04,agitator_01,reagent_dosing_pump_04,68.0,76.2,43.67,86.1,28.5,95.2,30.7,8.9,26.9,14.9,11.3,0.535,52.0,6.09,0.82,51.05,carbonate
2020-01-13 00:00:00,flotation_cell_rougher_01,air_blower_04,agitator_04,reagent_dosing_pump_03,56.8,66.1,46.05,124.8,34.9,134.2,36.9,9.87,28.0,9.7,15.2,0.45,52.0,7.598,0.95,51.74,oxide
2020-01-13 03:00:00,flotation_cell_rougher_03,air_blower_02,agitator_05,reagent_dosing_pump_02,63.2,65.1,46.65,155.6,24.1,165.5,25.2,9.27,29.8,9.4,14.6,0.596,52.0,5.657,0.77,50.83,carbonate
2020-01-13 06:00:00,flotation_cell_rougher_04,air_blower_04,agitator_01,reagent_dosing_pump_02,87.7,84.2,45.38,119.4,15.3,119.8,15.3,8.82,25.5,10.9,10.3,0.47,52.0,7.21,0.64,50.14,oxide
2020-01-13 09:00:00,flotation_cell_rougher_03,air_blower_04,agitator_03,reagent_dosing_pump_01,77.8,52.2,47.28,166.5,20.3,174.4,21.0,8.52,34.4,13.5,14.6,0.532,52.0,6.636,0.95,51.72,carbonate
2020-01-13 12:00:00,flotation_cell_rougher_05,air_blower_01,agitator_03,reagent_dosing_pump_01,73.8,77.1,42.58,102.1,29.5,109.2,31.0,8.82,25.8,14.8,10.6,0.58,51.78,5.363,0.95,51.52,silicate
2020-01-13 15:00:00,flotation_cell_rougher_01,air_blower_01,agitator_01,reagent_dosing_pump_03,52.3,81.7,47.51,182.3,25.4,200.0,27.2,10.38,28.3,10.9,14.7,0.532,52.0,6.666,0.92,51.59,carbonate
2020-01-13 18:00:00,flotation_cell_rougher_05,air_blower_04,agitator_03,reagent_dosing_pump_03,75.6,86.3,47.88,125.7,22.6,137.5,24.2,10.1,29.4,12.3,11.6,0.457,52.0,7.802,0.82,51.06,oxide
2020-01-13 21:00:00,flotation_cell_rougher_06,air_blower_02,agitator_04,reagent_dosing_pump_01,74.1,98.1,45.64,176.4,20.3,184.1,20.9,9.87,32.9,14.5,8.6,0.608,52.0,5.374,0.76,50.77,carbonate
2020-01-14 00:00:00,flotation_cell_rougher_05,air_blower_01,agitator_05,reagent_dosing_pump_04,72.1,50.4,46.47,99.2,22.8,102.1,23.3,8.54,31.6,13.3,8.3,0.45,52.0,7.667,0.74,50.64,oxide
2020-01-14 03:00:00,flotation_cell_rougher_06,air_blower_01,agitator_04,reagent_dosing_pump_04,74.4,76.2,46.44,184.6,18.3,193.1,19.0,8.88,27.0,13.5,11.5,0.45,52.0,7.663,0.8,50.98,oxide
2020-01-14 06:00:00,flotation_cell_rougher_02,air_blower_03,agitator_03,reagent_dosing_pump_01,53.7,93.7,46.25,139.8,19.0,148.4,19.8,10.46,28.7,13.8,8.9,0.583,52.0,5.783,0.59,49.86,carbonate
2020-01-14 09:00:00,flotation_cell_rougher_05,air_blower_04,agitator_01,reagent_dosing_pump_02,96.7,60.2,46.55,95.1,25.4,96.7,25.7,10.43,31.8,14.8,13.9,0.45,52.0,7.682,0.95,51.71,oxide
2020-01-14 12:00:00,flotation_cell_rougher_04,air_blower_03,agitator_01,reagent_dosing_pump_06,65.3,98.8,45.5,169.8,34.0,176.8,35.1,9.63,31.7,11.9,9.5,0.686,52.0,4.288,0.93,51.65,silicate
2020-01-14 15:00:00,flotation_cell_rougher_01,air_blower_04,agitator_05,reagent_dosing_pump_05,82.6,59.5,45.04,195.4,29.5,201.0,30.2,10.24,32.1,13.5,14.5,0.539,52.0,6.234,0.8,50.95,oxide
2020-01-14 18:00:00,flotation_cell_rougher_02,air_blower_02,agitator_03,reagent_dosing_pump_03,67.9,81.9,46.56,91.1,21.8,95.5,22.6,10.17,33.1,11.6,9.4,0.45,52.0,7.683,0.73,50.59,oxide
2020-01-14 21:00:00,flotation_cell_rougher_03,air_blower_03,agitator_03,reagent_dosing_pump_04,66.4,53.7,45.58,169.3,22.8,179.9,23.8,8.67,29.4,9.1,8.4,0.624,52.0,5.147,0.63,50.05,silicate
2020-01-15 00:00:00,flotation_cell_rougher_05,air_blower_01,agitator_03,reagent_dosing_pump_05,86.2,76.0,46.34,179.1,22.2,180.5,22.4,8.86,33.5,10.7,15.5,0.537,52.0,6.431,0.64,50.11,carbonate
